Sample,Roll,Pitch,Yaw
8733,-0.137,37.138,317.471
8734,-0.13,37.206,317.469
8735,-0.121,37.298,317.467
8736,-0.113,37.363,317.466
8737,-0.098,37.441,317.468
8738,-0.093,37.515,317.465
8739,-0.073,37.597,317.457
8740,-0.058,37.679,317.447
8741,-0.029,37.759,317.446
8742,-0.02,37.83,317.432
8743,-0.007,37.924,317.423
8744,0.006,38.009,317.418
8745,0.016,38.095,317.411
8746,0.028,38.176,317.406
8747,0.042,38.256,317.403
8748,0.059,38.322,317.4
8749,0.043,38.382,317.4
8750,0.025,38.451,317.398
8751,0.023,38.5,317.406
8752,0.016,38.57,317.411
8753,0.022,38.626,317.425
8754,0.022,38.696,317.434
8755,0.03,38.774,317.437
8756,0.038,38.851,317.44
8757,0.027,38.915,317.43
8758,0.011,38.967,317.418
8759,-0.008,39.042,317.405
8760,-0.005,39.114,317.396
8761,0.01,39.197,317.395
8762,0.024,39.271,317.393
8763,0.05,39.331,317.399
8764,0.054,39.391,317.391
8765,0.063,39.46,317.392
8766,0.058,39.537,317.384
8767,0.063,39.626,317.384
8768,0.073,39.696,317.387
8769,0.065,39.781,317.378
8770,0.067,39.857,317.378
8771,0.062,39.927,317.373
8772,0.054,39.977,317.367
8773,0.048,40.05,317.362
8774,0.031,40.1,317.351
8775,0.036,40.153,317.358
8776,0.02,40.217,317.352
8777,0.004,40.28,317.345
8778,0.005,40.352,317.35
8779,-0.002,40.419,317.35
8780,0.006,40.493,317.35
8781,0.018,40.558,317.353
8782,0.021,40.634,317.35
8783,0.008,40.712,317.336
8784,0.018,40.795,317.338
8785,0.008,40.868,317.342
8786,-0.012,40.945,317.338
8787,-0.007,41.019,317.35
8788,-0.007,41.097,317.359
8789,-0.01,41.19,317.365
8790,0.007,41.286,317.373
8791,0.012,41.355,317.374
8792,0.008,41.435,317.369
8793,0.001,41.509,317.362
8794,0.002,41.591,317.361
8795,0.003,41.654,317.36
8796,0,41.723,317.356
8797,0.003,41.794,317.357
8798,0.012,41.858,317.362
8799,0.027,41.923,317.372
8800,0.029,41.984,317.373
8801,0.033,42.062,317.376
8802,0.033,42.127,317.376
8803,0.03,42.184,317.375
8804,0.034,42.249,317.379
8805,0.011,42.293,317.383
8806,-0.018,42.343,317.382
8807,-0.045,42.373,317.384
8808,-0.055,42.425,317.396
8809,-0.059,42.474,317.411
8810,-0.072,42.527,317.419
8811,-0.092,42.578,317.412
8812,-0.09,42.636,317.42
8813,-0.092,42.68,317.425
8814,-0.091,42.721,317.432
8815,-0.095,42.761,317.436
8816,-0.104,42.789,317.442
8817,-0.105,42.843,317.451
8818,-0.104,42.886,317.463
8819,-0.114,42.934,317.468
8820,-0.127,42.972,317.471
8821,-0.118,43.037,317.47
8822,-0.118,43.111,317.465
8823,-0.119,43.182,317.459
8824,-0.108,43.261,317.461
8825,-0.102,43.328,317.46
8826,-0.08,43.406,317.464
8827,-0.063,43.491,317.464
8828,-0.056,43.562,317.457
8829,-0.042,43.641,317.456
8830,-0.031,43.719,317.453
8831,-0.036,43.768,317.464
8832,-0.044,43.825,317.472
8833,-0.063,43.889,317.471
8834,-0.081,43.929,317.472
8835,-0.097,43.98,317.476
8836,-0.075,44.057,317.488
8837,-0.085,44.122,317.478
8838,-0.074,44.202,317.483
8839,-0.061,44.272,317.489
8840,-0.055,44.351,317.491
8841,-0.063,44.409,317.502
8842,-0.097,44.474,317.495
8843,-0.113,44.527,317.501
8844,-0.124,44.598,317.509
8845,-0.144,44.665,317.512
8846,-0.138,44.751,317.515
8847,-0.143,44.833,317.51
8848,-0.138,44.929,317.512
8849,-0.143,45.021,317.509
8850,-0.138,45.106,317.512
8851,-0.151,45.181,317.53
8852,-0.181,45.258,317.535
8853,-0.198,45.322,317.552
8854,-0.224,45.404,317.559
8855,-0.241,45.478,317.574
8856,-0.255,45.565,317.577
8857,-0.271,45.649,317.579
8858,-0.273,45.749,317.59
8859,-0.289,45.836,317.593
8860,-0.293,45.925,317.603
8861,-0.28,46.032,317.606
8862,-0.262,46.133,317.611
8863,-0.241,46.228,317.619
8864,-0.222,46.315,317.627
8865,-0.215,46.401,317.625
8866,-0.215,46.49,317.62
8867,-0.212,46.584,317.617
8868,-0.198,46.68,317.623
8869,-0.203,46.775,317.615
8870,-0.186,46.87,317.624
8871,-0.17,46.973,317.633
8872,-0.162,47.064,317.638
8873,-0.154,47.157,317.645
8874,-0.152,47.239,317.646
8875,-0.149,47.307,317.649
8876,-0.132,47.364,317.662
8877,-0.142,47.421,317.667
8878,-0.147,47.482,317.677
8879,-0.155,47.549,317.683
8880,-0.168,47.619,317.685
8881,-0.178,47.678,317.691
8882,-0.171,47.755,317.696
8883,-0.176,47.816,317.692
8884,-0.165,47.887,317.7
8885,-0.161,47.947,317.704
8886,-0.156,48.011,317.709
8887,-0.174,48.059,317.702
8888,-0.166,48.102,317.716
8889,-0.175,48.148,317.717
8890,-0.192,48.186,317.713
8891,-0.204,48.235,317.712
8892,-0.203,48.283,317.718
8893,-0.204,48.323,317.724
8894,-0.195,48.385,317.736
8895,-0.196,48.442,317.742
8896,-0.203,48.496,317.743
8897,-0.183,48.548,317.753
8898,-0.186,48.621,317.748
8899,-0.176,48.691,317.753
8900,-0.168,48.755,317.756
8901,-0.163,48.829,317.758
8902,-0.167,48.905,317.758
8903,-0.164,48.984,317.764
8904,-0.164,49.072,317.767
8905,-0.164,49.146,317.77
8906,-0.159,49.227,317.777
8907,-0.177,49.293,317.78
8908,-0.19,49.353,317.787
8909,-0.195,49.423,317.799
8910,-0.199,49.484,317.813
8911,-0.195,49.531,317.836
8912,-0.207,49.57,317.846
8913,-0.213,49.627,317.859
8914,-0.211,49.668,317.88
8915,-0.213,49.729,317.897
8916,-0.231,49.778,317.902
8917,-0.206,49.839,317.915
8918,-0.182,49.895,317.928
8919,-0.178,49.963,317.926
8920,-0.174,50.024,317.925
8921,-0.169,50.094,317.924
8922,-0.159,50.155,317.927
8923,-0.152,50.216,317.932
8924,-0.148,50.277,317.936
8925,-0.146,50.333,317.937
8926,-0.136,50.383,317.945
8927,-0.134,50.435,317.948
8928,-0.138,50.489,317.944
8929,-0.134,50.556,317.946
8930,-0.12,50.613,317.957
8931,-0.115,50.664,317.961
8932,-0.102,50.718,317.971
8933,-0.099,50.783,317.978
8934,-0.106,50.846,317.977
8935,-0.087,50.912,317.997
8936,-0.087,50.956,318.003
8937,-0.089,51.016,318.006
8938,-0.084,51.07,318.006
8939,-0.072,51.129,318.012
8940,-0.061,51.173,318.016
8941,-0.052,51.208,318.02
8942,-0.054,51.258,318.015
8943,-0.048,51.309,318.023
8944,-0.046,51.36,318.027
8945,-0.039,51.415,318.035
8946,-0.047,51.478,318.032
8947,-0.035,51.534,318.044
8948,-0.033,51.581,318.048
8949,-0.022,51.635,318.058
8950,-0.017,51.702,318.063
8951,-0.016,51.756,318.067
8952,-0.024,51.813,318.063
8953,-0.038,51.852,318.069
8954,-0.047,51.888,318.08
8955,-0.065,51.916,318.084
8956,-0.073,51.962,318.094
8957,-0.072,51.995,318.113
8958,-0.092,52.041,318.119
8959,-0.105,52.088,318.13
8960,-0.126,52.135,318.136
8961,-0.16,52.185,318.13
8962,-0.172,52.247,318.141
8963,-0.17,52.312,318.14
8964,-0.162,52.371,318.145
8965,-0.15,52.425,318.152
8966,-0.149,52.486,318.151
8967,-0.123,52.543,318.171
8968,-0.132,52.6,318.175
8969,-0.142,52.65,318.179
8970,-0.148,52.698,318.187
8971,-0.151,52.767,318.195
8972,-0.153,52.827,318.206
8973,-0.14,52.895,318.21
8974,-0.132,52.957,318.209
8975,-0.118,53.011,318.214
8976,-0.106,53.081,318.218
8977,-0.092,53.147,318.224
8978,-0.09,53.212,318.219
8979,-0.068,53.288,318.227
8980,-0.043,53.352,318.236
8981,-0.015,53.422,318.248
8982,-0.004,53.507,318.246
8983,0,53.58,318.237
8984,0.004,53.672,318.228
8985,0.002,53.749,318.215
8986,0.004,53.851,318.206
8987,0.014,53.939,318.205
8988,0.031,54.036,318.209
8989,0.022,54.111,318.206
8990,0.027,54.185,318.214
8991,0.005,54.252,318.2
8992,-0.01,54.312,318.191
8993,-0.022,54.384,318.185
8994,-0.014,54.456,318.186
8995,-0.005,54.533,318.188
8996,-0.003,54.598,318.184
8997,0.012,54.682,318.191
8998,0.011,54.75,318.185
8999,0.022,54.843,318.18
9000,0.033,54.937,318.176
9001,0.049,55.016,318.175
9002,0.061,55.099,318.172
9003,0.065,55.197,318.161
9004,0.084,55.278,318.161
9005,0.103,55.379,318.162
9006,0.129,55.469,318.168
9007,0.147,55.588,318.17
9008,0.155,55.688,318.163
9009,0.17,55.791,318.165
9010,0.187,55.874,318.169
9011,0.212,55.963,318.179
9012,0.211,56.068,318.168
9013,0.216,56.174,318.161
9014,0.213,56.269,318.15
9015,0.213,56.355,318.141
9016,0.212,56.437,318.131
9017,0.198,56.514,318.108
9018,0.197,56.601,318.096
9019,0.202,56.683,318.091
9020,0.197,56.777,318.078
9021,0.203,56.867,318.073
9022,0.209,56.968,318.069
9023,0.213,57.039,318.064
9024,0.238,57.14,318.06
9025,0.255,57.239,318.049
9026,0.267,57.345,318.034
9027,0.282,57.455,318.021
9028,0.285,57.56,318
9029,0.293,57.681,317.984
9030,0.302,57.787,317.97
9031,0.325,57.894,317.967
9032,0.338,57.992,317.955
9033,0.338,58.101,317.933
9034,0.334,58.21,317.916
9035,0.329,58.312,317.898
9036,0.342,58.408,317.896
9037,0.356,58.495,317.896
9038,0.351,58.587,317.881
9039,0.354,58.667,317.872
9040,0.354,58.757,317.86
9041,0.355,58.855,317.849
9042,0.372,58.958,317.853
9043,0.375,59.058,317.847
9044,0.38,59.155,317.844
9045,0.385,59.25,317.84
9046,0.377,59.344,317.826
9047,0.377,59.435,317.82
9048,0.367,59.512,317.805
9049,0.37,59.596,317.8
9050,0.367,59.678,317.789
9051,0.365,59.761,317.778
9052,0.367,59.848,317.771
9053,0.37,59.945,317.764
9054,0.374,60.048,317.76
9055,0.358,60.142,317.745
9056,0.362,60.235,317.748
9057,0.367,60.339,317.751
9058,0.372,60.435,317.756
9059,0.359,60.507,317.746
9060,0.358,60.577,317.742
9061,0.36,60.656,317.742
9062,0.352,60.729,317.732
9063,0.334,60.796,317.715
9064,0.321,60.872,317.7
9065,0.325,60.944,317.697
9066,0.333,61.041,317.698
9067,0.317,61.136,317.677
9068,0.324,61.232,317.675
9069,0.33,61.332,317.675
9070,0.338,61.432,317.677
9071,0.338,61.538,317.671
9072,0.349,61.637,317.677
9073,0.346,61.721,317.67
9074,0.363,61.805,317.681
9075,0.366,61.895,317.677
9076,0.375,61.99,317.68
9077,0.384,62.075,317.681
9078,0.391,62.169,317.682
9079,0.393,62.268,317.68
9080,0.411,62.363,317.686
9081,0.428,62.457,317.693
9082,0.446,62.553,317.701
9083,0.455,62.655,317.703
9084,0.468,62.751,317.708
9085,0.469,62.854,317.709
9086,0.467,62.953,317.708
9087,0.472,63.048,317.713
9088,0.476,63.152,317.717
9089,0.475,63.241,317.718
9090,0.478,63.335,317.725
9091,0.479,63.416,317.733
9092,0.469,63.5,317.731
9093,0.445,63.58,317.716
9094,0.434,63.651,317.714
9095,0.432,63.738,317.709
9096,0.427,63.823,317.698
9097,0.434,63.914,317.699
9098,0.44,63.992,317.699
9099,0.445,64.069,317.699
9100,0.428,64.144,317.679
9101,0.43,64.223,317.672
9102,0.414,64.294,317.647
9103,0.42,64.379,317.643
9104,0.409,64.46,317.624
9105,0.416,64.538,317.62
9106,0.416,64.6,317.616
9107,0.424,64.667,317.62
9108,0.431,64.732,317.624
9109,0.443,64.819,317.631
9110,0.446,64.885,317.631
9111,0.448,64.962,317.634
9112,0.451,65.031,317.639
9113,0.427,65.11,317.619
9114,0.411,65.183,317.607
9115,0.408,65.268,317.607
9116,0.408,65.349,317.604
9117,0.422,65.438,317.613
9118,0.422,65.528,317.61
9119,0.415,65.62,317.601
9120,0.402,65.7,317.587
9121,0.389,65.78,317.58
9122,0.385,65.86,317.583
9123,0.373,65.938,317.579
9124,0.334,66.017,317.55
9125,0.31,66.103,317.534
9126,0.295,66.181,317.525
9127,0.276,66.276,317.51
9128,0.251,66.375,317.491
9129,0.227,66.464,317.472
9130,0.206,66.55,317.456
9131,0.206,66.658,317.444
9132,0.222,66.757,317.448
9133,0.238,66.856,317.45
9134,0.262,66.952,317.459
9135,0.274,67.052,317.459
9136,0.277,67.144,317.459
9137,0.294,67.236,317.472
9138,0.296,67.332,317.471
9139,0.306,67.418,317.478
9140,0.313,67.513,317.481
9141,0.309,67.598,317.477
9142,0.32,67.703,317.486
9143,0.299,67.771,317.467
9144,0.274,67.851,317.444
9145,0.256,67.938,317.426
9146,0.273,68.012,317.434
9147,0.254,68.105,317.408
9148,0.261,68.19,317.407
9149,0.273,68.286,317.41
9150,0.275,68.378,317.405
9151,0.287,68.474,317.404
9152,0.299,68.556,317.407
9153,0.287,68.651,317.389
9154,0.296,68.732,317.389
9155,0.305,68.812,317.39
9156,0.311,68.913,317.389
9157,0.311,68.975,317.388
9158,0.314,69.066,317.389
9159,0.311,69.142,317.387
9160,0.306,69.226,317.382
9161,0.295,69.321,317.372
9162,0.28,69.395,317.36
9163,0.292,69.483,317.373
9164,0.293,69.561,317.376
9165,0.287,69.656,317.372
9166,0.287,69.736,317.375
9167,0.29,69.836,317.377
9168,0.28,69.899,317.367
9169,0.29,69.985,317.376
9170,0.288,70.033,317.375
9171,0.271,70.109,317.358
9172,0.272,70.151,317.358
9173,0.291,70.226,317.373
9174,0.292,70.287,317.371
9175,0.309,70.341,317.385
9176,0.303,70.413,317.375
9177,0.327,70.488,317.391
9178,0.328,70.563,317.385
9179,0.326,70.621,317.375
9180,0.334,70.714,317.375
9181,0.31,70.795,317.344
9182,0.288,70.867,317.319
9183,0.268,70.953,317.294
9184,0.246,71.036,317.267
9185,0.23,71.139,317.245
9186,0.209,71.236,317.219
9187,0.178,71.326,317.184
9188,0.15,71.42,317.153
9189,0.121,71.496,317.122
9190,0.091,71.576,317.091
9191,0.067,71.65,317.065
9192,0.055,71.718,317.045
9193,0.058,71.783,317.04
9194,0.083,71.826,317.056
9195,0.11,71.897,317.073
9196,0.122,71.96,317.075
9197,0.135,72.027,317.076
9198,0.135,72.102,317.064
9199,0.142,72.173,317.059
9200,0.127,72.246,317.033
9201,0.122,72.319,317.017
9202,0.105,72.404,316.993
9203,0.064,72.493,316.947
9204,0.028,72.572,316.905
9205,-0.024,72.65,316.849
9206,-0.061,72.727,316.808
9207,-0.066,72.812,316.789
9208,-0.06,72.895,316.782
9209,-0.073,72.978,316.757
9210,-0.08,73.059,316.737
9211,-0.106,73.138,316.701
9212,-0.122,73.223,316.674
9213,-0.176,73.307,316.619
9214,-0.215,73.386,316.579
9215,-0.242,73.462,316.552
9216,-0.283,73.532,316.511
9217,-0.299,73.6,316.495
9218,-0.32,73.677,316.469
9219,-0.336,73.753,316.448
9220,-0.345,73.825,316.432
9221,-0.391,73.901,316.383
9222,-0.412,73.973,316.357
9223,-0.432,74.048,316.333
9224,-0.459,74.122,316.303
9225,-0.472,74.197,316.288
9226,-0.487,74.269,316.27
9227,-0.512,74.341,316.244
9228,-0.544,74.416,316.218
9229,-0.565,74.49,316.201
9230,-0.595,74.566,316.177
9231,-0.624,74.638,316.156
9232,-0.628,74.703,316.158
9233,-0.645,74.781,316.149
9234,-0.686,74.856,316.117
9235,-0.715,74.93,316.097
9236,-0.752,75.001,316.07
9237,-0.791,75.061,316.042
9238,-0.815,75.128,316.029
9239,-0.824,75.2,316.029
9240,-0.821,75.276,316.041
9241,-0.837,75.349,316.035
9242,-0.828,75.43,316.053
9243,-0.804,75.514,316.079
9244,-0.802,75.604,316.083
9245,-0.788,75.7,316.101
9246,-0.799,75.799,316.094
9247,-0.808,75.89,316.091
9248,-0.837,75.969,316.077
9249,-0.849,76.056,316.078
9250,-0.861,76.132,316.082
9251,-0.881,76.212,316.077
9252,-0.886,76.289,316.086
9253,-0.881,76.366,316.101
9254,-0.86,76.451,316.131
9255,-0.86,76.536,316.141
9256,-0.855,76.618,316.155
9257,-0.823,76.698,316.195
9258,-0.814,76.768,316.217
9259,-0.8,76.833,316.244
9260,-0.83,76.914,316.225
9261,-0.844,76.985,316.223
9262,-0.867,77.067,316.211
9263,-0.885,77.144,316.198
9264,-0.885,77.22,316.203
9265,-0.909,77.303,316.183
9266,-0.939,77.375,316.157
9267,-0.976,77.452,316.126
9268,-1.01,77.518,316.1
9269,-1.04,77.586,316.074
9270,-1.054,77.654,316.065
9271,-1.078,77.714,316.046
9272,-1.098,77.773,316.031
9273,-1.119,77.834,316.015
9274,-1.174,77.881,315.969
9275,-1.221,77.942,315.93
9276,-1.255,77.997,315.903
9277,-1.275,78.054,315.891
9278,-1.289,78.099,315.884
9279,-1.343,78.147,315.847
9280,-1.415,78.196,315.793
9281,-1.452,78.247,315.771
9282,-1.507,78.294,315.732
9283,-1.53,78.334,315.725
9284,-1.548,78.388,315.707
9285,-1.55,78.438,315.706
9286,-1.552,78.479,315.704
9287,-1.555,78.531,315.7
9288,-1.584,78.587,315.671
9289,-1.611,78.632,315.646
9290,-1.607,78.685,315.652
9291,-1.601,78.719,315.66
9292,-1.649,78.759,315.614
9293,-1.687,78.811,315.577
9294,-1.715,78.854,315.549
9295,-1.737,78.889,315.527
9296,-1.782,78.93,315.482
9297,-1.82,78.959,315.446
9298,-1.832,78.979,315.436
9299,-1.88,78.991,315.394
9300,-1.933,79.002,315.347
9301,-1.983,79.028,315.3
9302,-1.997,79.06,315.287
9303,-1.987,79.094,315.297
9304,-1.971,79.128,315.311
9305,-1.939,79.154,315.341
9306,-1.918,79.176,315.361
9307,-1.898,79.192,315.381
9308,-1.893,79.211,315.387
9309,-1.909,79.219,315.372
9310,-1.931,79.237,315.351
9311,-1.969,79.257,315.315
9312,-2.011,79.272,315.276
9313,-2.052,79.282,315.238
9314,-2.127,79.29,315.17
9315,-2.199,79.304,315.104
9316,-2.235,79.319,315.076
9317,-2.261,79.321,315.056
9318,-2.269,79.33,315.055
9319,-2.279,79.332,315.05
9320,-2.268,79.339,315.067
9321,-2.283,79.356,315.058
9322,-2.288,79.374,315.06
9323,-2.295,79.388,315.059
9324,-2.315,79.408,315.045
9325,-2.306,79.424,315.055
9326,-2.303,79.436,315.061
9327,-2.31,79.447,315.057
9328,-2.31,79.452,315.059
9329,-2.293,79.46,315.079
9330,-2.339,79.46,315.045
9331,-2.373,79.462,315.023
9332,-2.398,79.452,315.009
9333,-2.427,79.445,314.992
9334,-2.436,79.441,314.993
9335,-2.458,79.436,314.973
9336,-2.482,79.439,314.952
9337,-2.468,79.429,314.967
9338,-2.432,79.425,315.004
9339,-2.418,79.428,315.019
9340,-2.393,79.425,315.05
9341,-2.382,79.426,315.066
9342,-2.35,79.422,315.104
9343,-2.319,79.419,315.14
9344,-2.322,79.415,315.142
9345,-2.335,79.419,315.137
9346,-2.357,79.413,315.123
9347,-2.37,79.42,315.119
9348,-2.387,79.421,315.109
9349,-2.417,79.414,315.087
9350,-2.442,79.397,315.074
9351,-2.473,79.382,315.055
9352,-2.494,79.371,315.044
9353,-2.503,79.356,315.046
9354,-2.504,79.339,315.055
9355,-2.464,79.327,315.093
9356,-2.444,79.312,315.111
9357,-2.398,79.305,315.154
9358,-2.376,79.288,315.173
9359,-2.374,79.273,315.173
9360,-2.375,79.251,315.174
9361,-2.364,79.238,315.187
9362,-2.346,79.23,315.206
9363,-2.325,79.22,315.228
9364,-2.299,79.214,315.256
9365,-2.293,79.204,315.262
9366,-2.312,79.187,315.248
9367,-2.323,79.165,315.242
9368,-2.341,79.145,315.229
9369,-2.327,79.112,315.248
9370,-2.346,79.089,315.234
9371,-2.415,79.052,315.187
9372,-2.463,79.026,315.16
9373,-2.508,79.001,315.136
9374,-2.549,78.985,315.114
9375,-2.599,78.962,315.086
9376,-2.558,78.954,315.125
9377,-2.565,78.947,315.118
9378,-2.537,78.941,315.145
9379,-2.509,78.941,315.174
9380,-2.501,78.946,315.182
9381,-2.476,78.945,315.21
9382,-2.474,78.952,315.215
9383,-2.44,78.946,315.252
9384,-2.423,78.948,315.272
9385,-2.378,78.943,315.319
9386,-2.343,78.937,315.357
9387,-2.321,78.934,315.381
9388,-2.281,78.929,315.422
9389,-2.269,78.915,315.436
9390,-2.274,78.906,315.434
9391,-2.301,78.901,315.414
9392,-2.31,78.883,315.411
9393,-2.327,78.879,315.4
9394,-2.32,78.871,315.413
9395,-2.3,78.849,315.438
9396,-2.294,78.836,315.453
9397,-2.276,78.818,315.479
9398,-2.248,78.803,315.513
9399,-2.237,78.779,315.533
9400,-2.221,78.764,315.555
9401,-2.211,78.748,315.566
9402,-2.196,78.737,315.581
9403,-2.169,78.728,315.608
9404,-2.181,78.715,315.596
9405,-2.158,78.706,315.619
9406,-2.151,78.701,315.631
9407,-2.127,78.688,315.66
9408,-2.115,78.666,315.678
9409,-2.098,78.644,315.701
9410,-2.102,78.623,315.702
9411,-2.093,78.601,315.716
9412,-2.087,78.573,315.727
9413,-2.097,78.546,315.721
9414,-2.105,78.518,315.717
9415,-2.089,78.493,315.736
9416,-2.05,78.471,315.771
9417,-2.03,78.439,315.791
9418,-2.03,78.407,315.79
9419,-1.999,78.375,315.82
9420,-1.987,78.346,315.832
9421,-1.981,78.321,315.836
9422,-1.99,78.283,315.838
9423,-1.993,78.244,315.844
9424,-2.001,78.208,315.846
9425,-2.007,78.169,315.848
9426,-2.005,78.129,315.859
9427,-1.972,78.095,315.889
9428,-1.914,78.054,315.944
9429,-1.859,78.01,315.996
9430,-1.792,77.964,316.058
9431,-1.758,77.916,316.09
9432,-1.768,77.855,316.09
9433,-1.782,77.792,316.086
9434,-1.796,77.729,316.083
9435,-1.824,77.661,316.066
9436,-1.817,77.598,316.085
9437,-1.795,77.534,316.103
9438,-1.751,77.482,316.144
9439,-1.712,77.433,316.18
9440,-1.694,77.378,316.196
9441,-1.667,77.326,316.22
9442,-1.656,77.268,316.24
9443,-1.653,77.203,316.253
9444,-1.598,77.135,316.316
9445,-1.584,77.077,316.34
9446,-1.586,77.018,316.349
9447,-1.589,76.967,316.352
9448,-1.59,76.909,316.358
9449,-1.592,76.848,316.363
9450,-1.615,76.783,316.348
9451,-1.635,76.713,316.335
9452,-1.661,76.642,316.315
9453,-1.666,76.558,316.316
9454,-1.676,76.481,316.312
9455,-1.657,76.372,316.337
9456,-1.612,76.268,316.386
9457,-1.598,76.181,316.408
9458,-1.584,76.098,316.43
9459,-1.55,76.002,316.471
9460,-1.53,75.911,316.499
9461,-1.485,75.81,316.552
9462,-1.455,75.709,316.59
9463,-1.409,75.6,316.647
9464,-1.402,75.49,316.668
9465,-1.385,75.38,316.697
9466,-1.371,75.274,316.723
9467,-1.359,75.167,316.746
9468,-1.304,75.063,316.805
9469,-1.265,74.974,316.849
9470,-1.225,74.881,316.894
9471,-1.184,74.793,316.94
9472,-1.143,74.696,316.987
9473,-1.111,74.6,317.028
9474,-1.067,74.505,317.081
9475,-1.025,74.407,317.133
9476,-1.012,74.312,317.156
9477,-0.992,74.221,317.186
9478,-0.956,74.133,317.223
9479,-0.918,74.046,317.262
9480,-0.87,73.961,317.31
9481,-0.811,73.88,317.368
9482,-0.755,73.8,317.424
9483,-0.728,73.709,317.459
9484,-0.715,73.622,317.481
9485,-0.686,73.535,317.518
9486,-0.677,73.456,317.537
9487,-0.652,73.384,317.571
9488,-0.65,73.309,317.587
9489,-0.63,73.229,317.619
9490,-0.627,73.155,317.635
9491,-0.643,73.072,317.634
9492,-0.649,72.991,317.641
9493,-0.615,72.906,317.682
9494,-0.584,72.827,317.72
9495,-0.575,72.745,317.737
9496,-0.55,72.656,317.768
9497,-0.541,72.573,317.783
9498,-0.533,72.478,317.8
9499,-0.517,72.381,317.823
9500,-0.514,72.29,317.833
9501,-0.504,72.198,317.85
9502,-0.499,72.117,317.859
9503,-0.493,72.036,317.873
9504,-0.475,71.957,317.898
9505,-0.482,71.883,317.897
9506,-0.483,71.8,317.903
9507,-0.484,71.719,317.908
9508,-0.484,71.641,317.909
9509,-0.456,71.56,317.935
9510,-0.436,71.472,317.955
9511,-0.426,71.39,317.963
9512,-0.408,71.309,317.98
9513,-0.394,71.215,317.996
9514,-0.392,71.127,318.002
9515,-0.38,71.032,318.016
9516,-0.366,70.936,318.032
9517,-0.356,70.834,318.044
9518,-0.354,70.728,318.048
9519,-0.347,70.615,318.055
9520,-0.332,70.494,318.068
9521,-0.335,70.37,318.065
9522,-0.324,70.242,318.073
9523,-0.305,70.119,318.09
9524,-0.3,69.982,318.092
9525,-0.298,69.855,318.091
9526,-0.291,69.729,318.096
9527,-0.278,69.593,318.106
9528,-0.254,69.46,318.125
9529,-0.233,69.336,318.135
9530,-0.214,69.203,318.144
9531,-0.202,69.087,318.146
9532,-0.202,68.964,318.138
9533,-0.184,68.849,318.146
9534,-0.196,68.72,318.133
9535,-0.176,68.589,318.15
9536,-0.183,68.465,318.142
9537,-0.185,68.338,318.138
9538,-0.175,68.212,318.145
9539,-0.184,68.074,318.141
9540,-0.189,67.949,318.14
9541,-0.202,67.816,318.133
9542,-0.205,67.675,318.133
9543,-0.21,67.54,318.133
9544,-0.213,67.404,318.134
9545,-0.227,67.273,318.127
9546,-0.237,67.139,318.121
9547,-0.249,66.998,318.113
9548,-0.243,66.872,318.122
9549,-0.25,66.744,318.129
9550,-0.26,66.619,318.132
9551,-0.274,66.5,318.132
9552,-0.304,66.377,318.117
9553,-0.306,66.26,318.128
9554,-0.339,66.138,318.111
9555,-0.37,66.02,318.097
9556,-0.387,65.889,318.095
9557,-0.401,65.75,318.096
9558,-0.42,65.632,318.092
9559,-0.441,65.499,318.089
9560,-0.449,65.374,318.097
9561,-0.459,65.233,318.103
9562,-0.476,65.109,318.102
9563,-0.49,64.981,318.103
9564,-0.484,64.858,318.111
9565,-0.467,64.743,318.129
9566,-0.472,64.629,318.127
9567,-0.457,64.512,318.142
9568,-0.46,64.399,318.142
9569,-0.445,64.282,318.158
9570,-0.449,64.165,318.159
9571,-0.459,64.051,318.154
9572,-0.46,63.927,318.158
9573,-0.459,63.795,318.163
9574,-0.467,63.663,318.16
9575,-0.5,63.515,318.155
9576,-0.529,63.351,318.155
9577,-0.565,63.175,318.15
9578,-0.59,62.99,318.153
9579,-0.617,62.841,318.152
9580,-0.59,62.695,318.173
9581,-0.56,62.548,318.196
9582,-0.536,62.4,318.213
9583,-0.526,62.253,318.218
9584,-0.507,62.118,318.23
9585,-0.499,61.982,318.243
9586,-0.499,61.851,318.248
9587,-0.489,61.723,318.261
9588,-0.483,61.606,318.27
9589,-0.475,61.487,318.282
9590,-0.469,61.375,318.286
9591,-0.447,61.262,318.303
9592,-0.431,61.145,318.316
9593,-0.417,61.034,318.327
9594,-0.406,60.918,318.334
9595,-0.412,60.804,318.343
9596,-0.418,60.683,318.353
9597,-0.418,60.553,318.367
9598,-0.429,60.438,318.371
9599,-0.423,60.317,318.39
9600,-0.414,60.203,318.412
9601,-0.415,60.084,318.425
9602,-0.416,59.97,318.438
9603,-0.44,59.854,318.43
9604,-0.457,59.728,318.428
9605,-0.465,59.582,318.433
9606,-0.481,59.442,318.429
9607,-0.49,59.293,318.432
9608,-0.5,59.156,318.433
9609,-0.51,59.028,318.432
9610,-0.501,58.903,318.439
9611,-0.502,58.78,318.437
9612,-0.485,58.657,318.45
9613,-0.473,58.538,318.458
9614,-0.466,58.421,318.462
9615,-0.473,58.304,318.464
9616,-0.488,58.175,318.459
9617,-0.489,58.043,318.466
9618,-0.495,57.911,318.469
9619,-0.518,57.774,318.457
9620,-0.504,57.635,318.467
9621,-0.491,57.488,318.477
9622,-0.471,57.343,318.492
9623,-0.46,57.182,318.498
