Sample,Roll,Pitch,Yaw
3334,0.024,0.089,315.737
3335,0,0.095,315.743
3336,-0.022,0.09,315.748
3337,-0.014,0.096,315.714
3338,0.001,0.092,315.68
3339,0.018,0.107,315.648
3340,0.027,0.091,315.616
3341,0.036,0.111,315.585
3342,0.056,0.107,315.624
3343,0.045,0.087,315.663
3344,0.049,0.067,315.7
3345,0.05,0.05,315.737
3346,0.05,0.008,315.771
3347,0.053,0.005,315.757
3348,0.066,-0.006,315.744
3349,0.071,-0.008,315.73
3350,0.049,0.023,315.717
3351,0.063,0.034,315.703
3352,0.074,0.046,315.721
3353,0.058,0.046,315.739
3354,0.039,0.037,315.756
3355,0.004,0.026,315.772
3356,0.002,-0.003,315.788
3357,0.034,0.013,315.762
3358,0.043,0.043,315.737
3359,0.069,0.048,315.712
3360,0.09,0.051,315.688
3361,0.1,0.057,315.664
3362,0.105,0.083,315.633
3363,0.11,0.085,315.601
3364,0.129,0.1,315.571
3365,0.104,0.123,315.541
3366,0.125,0.14,315.512
3367,0.091,0.078,315.563
3368,0.065,0.042,315.618
3369,0.027,0.054,315.672
3370,-0.019,0.042,315.724
3371,-0.061,0.024,315.774
3372,-0.057,0.04,315.769
3373,-0.071,0.034,315.764
3374,-0.055,0.092,315.758
3375,-0.057,0.109,315.752
3376,-0.071,0.089,315.746
3377,-0.057,0.124,315.692
3378,-0.125,0.218,315.68
3379,-0.243,0.157,315.671
3380,-0.376,0.18,315.657
3381,-0.453,0.07,315.63
3382,-0.552,0.161,315.586
3383,-0.674,0.103,315.538
3384,-0.78,0.179,315.484
3385,-0.792,0.312,315.424
3386,-0.815,0.432,315.368
3387,-0.817,0.56,315.312
3388,-0.775,0.677,315.246
3389,-0.711,0.7,315.179
3390,-0.595,0.674,315.118
3391,-0.495,0.647,315.06
3392,-0.443,0.544,315.003
3393,-0.386,0.51,314.992
3394,-0.455,0.475,314.977
3395,-0.485,0.439,314.967
3396,-0.535,0.422,314.955
3397,-0.429,0.441,314.925
3398,-0.393,0.391,314.865
3399,-0.465,0.34,314.805
3400,-0.529,0.299,314.744
3401,-0.561,0.293,314.682
3402,-0.608,0.264,314.618
3403,-0.696,0.211,314.563
3404,-0.695,0.155,314.511
3405,-0.688,0.085,314.454
3406,-0.657,0.09,314.399
3407,-0.658,-0.002,314.338
3408,-0.669,0.043,314.265
3409,-0.575,0.066,314.189
3410,-0.474,0.081,314.111
3411,-0.405,0.107,314.038
3412,-0.332,0.06,313.964
3413,-0.348,0.026,313.858
3414,-0.365,0.068,313.752
3415,-0.35,0.039,313.643
3416,-0.319,0.139,313.54
3417,-0.273,0.13,313.434
3418,-0.175,0.19,313.33
3419,-0.095,0.129,313.225
3420,-0.047,0.219,313.123
3421,-0.042,0.14,313.021
3422,-0.006,0.217,312.919
3423,0.05,0.146,312.833
3424,0.109,0.247,312.742
3425,0.106,0.129,312.652
3426,0.115,0.254,312.562
3427,0.132,0.142,312.475
3428,0.11,0.246,312.39
3429,0.097,0.126,312.296
3430,0.062,0.227,312.202
3431,0.054,0.102,312.104
3432,0.035,0.226,312.006
3433,0.015,0.337,311.909
3434,0.006,0.223,311.816
3435,0,0.342,311.72
3436,-0.007,0.223,311.621
3437,-0.074,0.255,311.534
3438,-0.079,0.155,311.439
3439,-0.092,0.268,311.303
3440,-0.1,0.172,311.165
3441,-0.181,0.217,311.023
3442,-0.277,0.214,310.883
3443,-0.275,0.292,310.738
3444,-0.312,0.203,310.611
3445,-0.291,0.32,310.48
3446,-0.231,0.239,310.35
3447,-0.15,0.252,310.22
3448,-0.085,0.166,310.089
3449,0.016,0.199,309.922
3450,0.045,0.095,309.753
3451,0.046,0.107,309.568
3452,0.022,-0.001,309.399
3453,0.031,0.099,309.225
3454,-0.029,0.005,309.077
3455,-0.09,0.056,308.927
3456,-0.123,-0.048,308.773
3457,-0.061,0.013,308.62
3458,-0.015,-0.002,308.473
3459,0.053,-0.085,308.319
3460,0.109,0.025,308.164
3461,0.184,-0.061,308.011
3462,0.181,0.025,307.867
3463,0.143,-0.085,307.72
3464,0.082,-0.121,307.562
3465,0.03,-0.24,307.402
3466,-0.084,-0.19,307.242
3467,-0.14,-0.308,307.078
3468,-0.167,-0.289,306.915
3469,-0.239,-0.378,306.745
3470,-0.351,-0.375,306.567
3471,-0.466,-0.407,306.386
3472,-0.583,-0.371,306.206
3473,-0.651,-0.454,306.022
3474,-0.689,-0.387,305.836
3475,-0.709,-0.308,305.62
3476,-0.73,-0.422,305.416
3477,-0.77,-0.533,305.212
3478,-0.74,-0.43,305.006
3479,-0.775,-0.526,304.798
3480,-0.842,-0.43,304.597
3481,-0.907,-0.453,304.384
3482,-0.938,-0.455,304.171
3483,-1,-0.357,303.973
3484,-1.054,-0.452,303.77
3485,-1.141,-0.378,303.568
3486,-1.236,-0.325,303.363
3487,-1.252,-0.35,303.148
3488,-1.24,-0.27,302.938
3489,-1.199,-0.206,302.728
3490,-1.137,-0.142,302.527
3491,-1.057,-0.114,302.331
3492,-0.986,-0.093,302.138
3493,-0.967,-0.201,301.95
3494,-0.993,-0.14,301.761
3495,-0.977,-0.233,301.566
3496,-0.9,-0.226,301.37
3497,-0.823,-0.223,301.173
3498,-0.731,-0.182,300.982
3499,-0.645,-0.192,300.792
3500,-0.549,-0.134,300.614
3501,-0.495,-0.129,300.443
3502,-0.447,-0.118,300.273
3503,-0.432,-0.068,300.106
3504,-0.341,-0.101,299.935
3505,-0.307,-0.009,299.753
3506,-0.288,-0.095,299.575
3507,-0.246,-0.079,299.397
3508,-0.284,-0.156,299.22
3509,-0.239,-0.173,299.042
3510,-0.28,-0.169,298.845
3511,-0.228,-0.207,298.652
3512,-0.202,-0.223,298.46
3513,-0.127,-0.162,298.273
3514,-0.104,-0.123,298.087
3515,-0.078,-0.174,297.905
3516,-0.064,-0.23,297.736
3517,-0.077,-0.216,297.569
3518,-0.062,-0.241,297.403
3519,-0.162,-0.248,297.237
3520,-0.22,-0.276,297.074
3521,-0.284,-0.206,296.887
3522,-0.304,-0.157,296.701
3523,-0.393,-0.139,296.518
3524,-0.426,-0.034,296.339
3525,-0.502,-0.092,296.16
3526,-0.535,-0.053,295.989
3527,-0.463,-0.039,295.818
3528,-0.427,0.03,295.651
3529,-0.387,0.014,295.487
3530,-0.333,0.095,295.323
3531,-0.288,0.096,295.137
3532,-0.25,0.158,294.958
3533,-0.262,0.241,294.782
3534,-0.268,0.165,294.609
3535,-0.287,0.216,294.435
3536,-0.261,0.174,294.256
3537,-0.339,0.167,294.077
3538,-0.344,0.124,293.895
3539,-0.37,0.166,293.711
3540,-0.376,0.265,293.53
3541,-0.342,0.331,293.343
3542,-0.31,0.441,293.162
3543,-0.286,0.546,292.982
3544,-0.216,0.543,292.806
3545,-0.213,0.582,292.629
3546,-0.221,0.576,292.45
3547,-0.209,0.609,292.272
3548,-0.286,0.654,292.097
3549,-0.353,0.662,291.922
3550,-0.403,0.63,291.747
3551,-0.357,0.657,291.557
3552,-0.323,0.658,291.368
3553,-0.303,0.68,291.183
3554,-0.262,0.68,291
3555,-0.212,0.758,290.824
3556,-0.194,0.723,290.648
3557,-0.225,0.778,290.482
3558,-0.267,0.717,290.318
3559,-0.322,0.734,290.154
3560,-0.301,0.765,289.991
3561,-0.303,0.856,289.828
3562,-0.323,0.936,289.663
3563,-0.314,1.027,289.502
3564,-0.317,1.021,289.346
3565,-0.377,1.088,289.195
3566,-0.406,1.115,289.047
3567,-0.411,1.095,288.883
3568,-0.431,1.076,288.718
3569,-0.469,1.035,288.554
3570,-0.477,1.043,288.389
3571,-0.535,1.046,288.225
3572,-0.582,1.041,288.06
3573,-0.587,0.989,287.895
3574,-0.611,1.027,287.73
3575,-0.652,0.96,287.566
3576,-0.675,0.95,287.398
3577,-0.715,0.913,287.225
3578,-0.747,0.852,287.051
3579,-0.794,0.939,286.879
3580,-0.85,0.942,286.706
3581,-0.89,0.88,286.533
3582,-0.901,0.939,286.357
3583,-0.878,0.914,286.18
3584,-0.871,0.837,286.005
3585,-0.849,0.889,285.83
3586,-0.87,0.824,285.658
3587,-0.872,0.83,285.465
3588,-0.868,0.879,285.275
3589,-0.833,0.871,285.086
3590,-0.835,0.87,284.899
3591,-0.817,0.865,284.714
3592,-0.799,0.898,284.541
3593,-0.812,0.92,284.368
3594,-0.82,0.922,284.195
3595,-0.867,0.891,284.024
3596,-0.877,0.918,283.853
3597,-0.887,0.955,283.67
3598,-0.871,1.005,283.489
3599,-0.858,1.036,283.308
3600,-0.835,1.059,283.13
3601,-0.861,1.083,282.951
3602,-0.851,1.121,282.778
3603,-0.858,1.18,282.594
3604,-0.898,1.189,282.411
3605,-0.915,1.271,282.235
3606,-0.942,1.271,282.057
3607,-0.948,1.332,281.883
3608,-0.961,1.334,281.713
3609,-0.945,1.369,281.545
3610,-0.937,1.395,281.377
3611,-0.902,1.413,281.213
3612,-0.878,1.42,281.051
3613,-0.839,1.388,280.894
3614,-0.796,1.401,280.738
3615,-0.799,1.381,280.582
3616,-0.815,1.392,280.425
3617,-0.808,1.335,280.268
3618,-0.812,1.361,280.094
3619,-0.824,1.329,279.92
3620,-0.807,1.35,279.746
3621,-0.825,1.417,279.572
3622,-0.819,1.397,279.396
3623,-0.823,1.432,279.223
3624,-0.824,1.44,279.053
3625,-0.807,1.445,278.882
3626,-0.774,1.404,278.716
3627,-0.807,1.461,278.551
3628,-0.831,1.421,278.379
3629,-0.834,1.454,278.206
3630,-0.829,1.385,278.035
3631,-0.84,1.412,277.863
3632,-0.844,1.451,277.695
3633,-0.829,1.416,277.524
3634,-0.818,1.437,277.353
3635,-0.81,1.423,277.183
3636,-0.808,1.403,277.015
3637,-0.754,1.426,276.851
3638,-0.753,1.426,276.687
3639,-0.751,1.471,276.526
3640,-0.755,1.483,276.366
3641,-0.756,1.523,276.21
3642,-0.733,1.539,276.056
3643,-0.712,1.615,275.909
3644,-0.727,1.637,275.761
3645,-0.721,1.612,275.615
3646,-0.708,1.656,275.472
3647,-0.722,1.578,275.331
3648,-0.749,1.517,275.19
3649,-0.777,1.527,275.034
3650,-0.8,1.467,274.88
3651,-0.819,1.46,274.725
3652,-0.851,1.419,274.572
3653,-0.879,1.386,274.42
3654,-0.894,1.349,274.263
3655,-0.9,1.328,274.105
3656,-0.914,1.338,273.947
3657,-0.913,1.297,273.79
3658,-0.943,1.283,273.634
3659,-0.963,1.24,273.485
3660,-1.016,1.185,273.335
3661,-1.047,1.174,273.186
3662,-1.084,1.22,273.037
3663,-1.097,1.163,272.888
3664,-1.103,1.214,272.733
3665,-1.077,1.163,272.579
3666,-1.128,1.21,272.426
3667,-1.144,1.194,272.272
3668,-1.121,1.126,272.118
3669,-1.098,1.144,271.953
3670,-1.109,1.105,271.787
3671,-1.111,1.089,271.621
3672,-1.097,1.057,271.455
3673,-1.097,1.068,271.288
3674,-1.102,1.001,271.117
3675,-1.098,0.997,270.943
3676,-1.103,1.008,270.768
3677,-1.06,0.979,270.596
3678,-1.032,0.974,270.426
3679,-1.045,0.991,270.257
3680,-1.043,0.989,270.085
3681,-1.036,0.973,269.912
3682,-1.056,1.037,269.743
3683,-1.032,0.99,269.575
3684,-0.989,0.992,269.403
3685,-0.966,1.035,269.231
3686,-0.965,1.053,269.058
3687,-0.925,1.038,268.887
3688,-0.924,1.093,268.719
3689,-0.924,1.066,268.555
3690,-0.974,1.07,268.393
3691,-1.013,1.098,268.23
3692,-1.025,1.097,268.069
3693,-1.03,1.086,267.908
3694,-1.019,1.1,267.749
3695,-0.978,1.086,267.592
3696,-0.965,1.039,267.437
3697,-0.979,1.046,267.283
3698,-0.964,1.043,267.131
3699,-0.924,1.059,266.979
3700,-0.941,1.098,266.818
3701,-0.943,1.116,266.659
3702,-0.951,1.126,266.499
3703,-0.975,1.144,266.337
3704,-0.991,1.134,266.177
3705,-0.996,1.106,266.03
3706,-1.016,1.143,265.884
3707,-1.012,1.182,265.739
3708,-1.003,1.166,265.594
3709,-1.007,1.192,265.45
3710,-0.99,1.219,265.3
3711,-0.961,1.199,265.149
3712,-0.991,1.198,265.001
3713,-0.96,1.191,264.855
3714,-0.957,1.234,264.709
3715,-0.967,1.299,264.561
3716,-0.942,1.298,264.413
3717,-0.886,1.363,264.269
3718,-0.871,1.389,264.128
3719,-0.839,1.397,263.989
3720,-0.825,1.445,263.853
3721,-0.812,1.435,263.718
3722,-0.781,1.48,263.584
3723,-0.772,1.427,263.451
3724,-0.819,1.45,263.317
3725,-0.845,1.457,263.181
3726,-0.861,1.489,263.043
3727,-0.859,1.514,262.904
3728,-0.851,1.493,262.765
3729,-0.852,1.495,262.629
3730,-0.862,1.492,262.486
3731,-0.9,1.493,262.344
3732,-0.922,1.451,262.2
3733,-0.923,1.487,262.057
3734,-0.919,1.453,261.914
3735,-0.922,1.512,261.775
3736,-0.937,1.481,261.637
3737,-0.987,1.515,261.498
3738,-1.029,1.508,261.36
3739,-1.025,1.507,261.223
3740,-1.047,1.508,261.078
3741,-1.063,1.52,260.933
3742,-1.038,1.543,260.79
3743,-1.036,1.587,260.649
3744,-1.013,1.574,260.51
3745,-0.997,1.595,260.365
3746,-1.017,1.563,260.221
3747,-1.041,1.594,260.079
3748,-1.063,1.62,259.937
3749,-1.052,1.612,259.793
3750,-1.049,1.632,259.65
3751,-1.064,1.638,259.499
3752,-1.094,1.65,259.349
3753,-1.109,1.679,259.201
3754,-1.138,1.689,259.052
3755,-1.141,1.734,258.905
3756,-1.139,1.71,258.77
3757,-1.147,1.77,258.636
3758,-1.133,1.764,258.503
3759,-1.11,1.782,258.374
3760,-1.087,1.81,258.247
3761,-1.083,1.814,258.111
3762,-1.05,1.828,257.977
3763,-1.041,1.833,257.843
3764,-1.038,1.813,257.709
3765,-1.077,1.794,257.572
3766,-1.077,1.798,257.436
3767,-1.093,1.784,257.298
3768,-1.113,1.775,257.161
3769,-1.126,1.845,257.025
3770,-1.156,1.869,256.889
3771,-1.155,1.908,256.749
3772,-1.127,1.922,256.611
3773,-1.112,1.94,256.476
3774,-1.087,1.94,256.344
3775,-1.088,1.875,256.211
3776,-1.105,1.855,256.069
3777,-1.125,1.835,255.925
3778,-1.108,1.848,255.78
3779,-1.089,1.831,255.638
3780,-1.074,1.84,255.496
3781,-1.062,1.86,255.363
3782,-1.074,1.89,255.232
3783,-1.104,1.924,255.104
3784,-1.165,1.89,254.976
3785,-1.223,1.875,254.848
3786,-1.248,1.847,254.718
3787,-1.287,1.849,254.585
3788,-1.317,1.852,254.453
3789,-1.335,1.835,254.321
3790,-1.371,1.789,254.189
3791,-1.356,1.789,254.046
3792,-1.367,1.784,253.903
3793,-1.38,1.775,253.76
3794,-1.372,1.764,253.619
3795,-1.372,1.734,253.48
3796,-1.365,1.729,253.346
3797,-1.37,1.737,253.213
3798,-1.377,1.72,253.08
3799,-1.38,1.731,252.949
3800,-1.401,1.729,252.817
3801,-1.417,1.733,252.685
3802,-1.417,1.744,252.553
3803,-1.433,1.736,252.42
3804,-1.45,1.715,252.288
3805,-1.466,1.721,252.158
3806,-1.477,1.694,252.029
3807,-1.475,1.723,251.892
3808,-1.478,1.716,251.757
3809,-1.49,1.71,251.623
3810,-1.492,1.722,251.492
3811,-1.473,1.723,251.363
3812,-1.453,1.716,251.235
3813,-1.436,1.718,251.105
3814,-1.421,1.72,250.975
3815,-1.38,1.708,250.845
3816,-1.333,1.7,250.716
3817,-1.313,1.686,250.593
3818,-1.286,1.673,250.471
3819,-1.269,1.675,250.349
3820,-1.252,1.682,250.229
3821,-1.227,1.698,250.109
3822,-1.224,1.713,249.977
3823,-1.222,1.728,249.847
3824,-1.244,1.751,249.717
3825,-1.26,1.77,249.586
3826,-1.232,1.814,249.457
3827,-1.215,1.831,249.333
3828,-1.2,1.844,249.21
3829,-1.167,1.896,249.091
3830,-1.129,1.918,248.976
3831,-1.074,1.905,248.865
3832,-1.02,1.88,248.751
3833,-0.98,1.852,248.634
3834,-0.961,1.795,248.515
3835,-0.942,1.748,248.394
3836,-0.971,1.704,248.271
3837,-1.003,1.718,248.149
3838,-1.014,1.764,248.028
3839,-1.046,1.817,247.909
3840,-1.079,1.889,247.794
3841,-1.091,1.943,247.682
3842,-1.108,1.973,247.568
3843,-1.139,2.005,247.456
3844,-1.151,2.003,247.343
3845,-1.143,2.024,247.231
3846,-1.15,2.004,247.119
3847,-1.153,1.994,247.003
3848,-1.139,1.969,246.886
3849,-1.119,1.939,246.768
3850,-1.103,1.914,246.65
3851,-1.094,1.872,246.529
3852,-1.083,1.86,246.407
3853,-1.065,1.847,246.282
3854,-1.084,1.833,246.156
3855,-1.086,1.832,246.029
3856,-1.087,1.829,245.901
3857,-1.076,1.821,245.772
3858,-1.086,1.829,245.638
3859,-1.097,1.83,245.503
3860,-1.094,1.825,245.369
3861,-1.113,1.853,245.236
3862,-1.146,1.866,245.105
3863,-1.154,1.877,244.969
3864,-1.145,1.915,244.835
3865,-1.146,1.933,244.704
3866,-1.136,1.993,244.579
3867,-1.136,2.041,244.455
3868,-1.113,2.081,244.343
3869,-1.1,2.117,244.232
3870,-1.087,2.14,244.125
3871,-1.081,2.168,244.023
3872,-1.082,2.183,243.924
3873,-1.088,2.202,243.823
3874,-1.093,2.217,243.722
3875,-1.11,2.236,243.62
3876,-1.122,2.282,243.52
3877,-1.139,2.309,243.421
3878,-1.17,2.337,243.324
3879,-1.202,2.332,243.228
3880,-1.207,2.349,243.132
3881,-1.22,2.359,243.038
3882,-1.217,2.372,242.944
3883,-1.203,2.379,242.847
3884,-1.192,2.384,242.752
3885,-1.186,2.396,242.656
3886,-1.195,2.38,242.562
3887,-1.208,2.405,242.47
3888,-1.215,2.392,242.372
3889,-1.216,2.408,242.276
3890,-1.21,2.396,242.183
3891,-1.236,2.413,242.091
3892,-1.259,2.419,241.998
3893,-1.256,2.429,241.903
3894,-1.259,2.449,241.809
3895,-1.26,2.471,241.716
3896,-1.264,2.463,241.624
3897,-1.245,2.503,241.533
3898,-1.22,2.51,241.443
3899,-1.194,2.535,241.355
3900,-1.158,2.577,241.269
3901,-1.134,2.591,241.181
3902,-1.094,2.606,241.095
3903,-1.057,2.636,241.009
3904,-1.016,2.652,240.929
3905,-0.976,2.669,240.848
3906,-0.935,2.669,240.767
3907,-0.895,2.681,240.688
3908,-0.868,2.686,240.609
3909,-0.83,2.697,240.531
3910,-0.799,2.721,240.452
3911,-0.753,2.743,240.374
3912,-0.705,2.723,240.297
3913,-0.657,2.698,240.22
3914,-0.594,2.701,240.139
3915,-0.545,2.69,240.056
3916,-0.503,2.69,239.972
3917,-0.46,2.69,239.889
3918,-0.423,2.699,239.804
3919,-0.386,2.709,239.709
3920,-0.358,2.707,239.614
3921,-0.335,2.704,239.519
3922,-0.306,2.718,239.423
3923,-0.289,2.714,239.327
3924,-0.27,2.698,239.237
3925,-0.275,2.689,239.146
3926,-0.275,2.681,239.058
3927,-0.276,2.672,238.969
3928,-0.283,2.669,238.882
3929,-0.276,2.675,238.797
3930,-0.286,2.684,238.711
3931,-0.329,2.584,238.625
3932,-0.408,2.52,238.534
3933,-0.451,2.553,238.435
3934,-0.458,2.594,238.332
3935,-0.473,2.641,238.232
3936,-0.504,2.62,238.136
3937,-0.528,2.596,238.04
3938,-0.546,2.585,237.946
3939,-0.571,2.562,237.856
3940,-0.59,2.563,237.769
3941,-0.609,2.552,237.682
3942,-0.635,2.541,237.595
3943,-0.65,2.527,237.51
3944,-0.658,2.521,237.417
3945,-0.661,2.514,237.324
3946,-0.662,2.509,237.231
3947,-0.666,2.511,237.14
3948,-0.67,2.527,237.049
3949,-0.673,2.513,236.946
3950,-0.685,2.502,236.841
3951,-0.685,2.489,236.736
3952,-0.684,2.489,236.63
3953,-0.681,2.499,236.523
3954,-0.664,2.51,236.429
3955,-0.649,2.5,236.337
3956,-0.643,2.505,236.246
3957,-0.647,2.504,236.156
3958,-0.647,2.519,236.068
3959,-0.632,2.532,235.974
3960,-0.632,2.533,235.879
3961,-0.627,2.52,235.786
3962,-0.613,2.537,235.695
3963,-0.609,2.536,235.602
3964,-0.608,2.53,235.511
3965,-0.59,2.53,235.43
3966,-0.59,2.562,235.349
3967,-0.566,2.568,235.27
3968,-0.564,2.55,235.19
3969,-0.574,2.542,235.109
3970,-0.587,2.52,235.026
3971,-0.584,2.515,234.942
3972,-0.579,2.52,234.859
3973,-0.567,2.534,234.776
3974,-0.562,2.534,234.695
3975,-0.564,2.527,234.605
3976,-0.573,2.496,234.515
3977,-0.588,2.471,234.426
3978,-0.611,2.427,234.336
3979,-0.614,2.429,234.248
3980,-0.618,2.4,234.163
3981,-0.599,2.393,234.077
3982,-0.589,2.381,233.989
3983,-0.585,2.362,233.901
3984,-0.589,2.35,233.811
3985,-0.583,2.353,233.71
3986,-0.605,2.357,233.61
3987,-0.608,2.352,233.511
3988,-0.617,2.351,233.413
3989,-0.639,2.325,233.314
3990,-0.646,2.31,233.229
3991,-0.665,2.295,233.145
3992,-0.692,2.267,233.06
3993,-0.694,2.248,232.977
3994,-0.709,2.219,232.894
3995,-0.726,2.234,232.8
3996,-0.725,2.223,232.708
3997,-0.748,2.247,232.615
3998,-0.757,2.254,232.524
3999,-0.768,2.262,232.433
4000,-0.769,2.235,232.352
4001,-0.765,2.229,232.27
4002,-0.757,2.21,232.19
4003,-0.753,2.193,232.109
4004,-0.758,2.19,232.028
4005,-0.764,2.178,231.943
4006,-0.752,2.163,231.86
4007,-0.738,2.157,231.776
4008,-0.731,2.163,231.694
4009,-0.742,2.186,231.612
4010,-0.76,2.236,231.523
4011,-0.756,2.262,231.436
4012,-0.751,2.265,231.35
4013,-0.763,2.254,231.265
4014,-0.796,2.212,231.18
4015,-0.822,2.16,231.098
4016,-0.825,2.137,231.013
4017,-0.833,2.147,230.929
4018,-0.841,2.162,230.846
4019,-0.843,2.178,230.765
4020,-0.845,2.211,230.684
4021,-0.848,2.24,230.605
4022,-0.852,2.252,230.527
4023,-0.856,2.236,230.451
4024,-0.862,2.196,230.375
4025,-0.873,2.147,230.293
4026,-0.879,2.11,230.208
4027,-0.879,2.095,230.122
4028,-0.872,2.097,230.035
4029,-0.876,2.094,229.949
4030,-0.891,2.086,229.863
4031,-0.897,2.086,229.778
4032,-0.907,2.078,229.694
4033,-0.919,2.08,229.61
4034,-0.94,2.088,229.527
4035,-0.947,2.09,229.445
4036,-0.95,2.122,229.358
4037,-0.968,2.112,229.271
4038,-0.981,2.098,229.186
4039,-1.006,2.086,229.101
4040,-1.025,2.055,229.016
4041,-1.034,2.065,228.924
4042,-1.05,2.046,228.834
4043,-1.063,2.044,228.744
4044,-1.057,2.03,228.655
4045,-1.063,2.035,228.565
4046,-1.057,2.017,228.486
4047,-1.068,2.041,228.406
4048,-1.081,2.048,228.327
4049,-1.074,2.041,228.249
4050,-1.071,2.016,228.171
4051,-1.069,1.979,228.085
4052,-1.074,1.962,227.998
4053,-1.079,1.936,227.913
4054,-1.089,1.949,227.828
4055,-1.109,1.949,227.744
4056,-1.116,1.971,227.662
4057,-1.126,1.976,227.579
4058,-1.142,1.975,227.498
4059,-1.15,1.967,227.419
4060,-1.159,1.963,227.342
4061,-1.167,1.958,227.271
4062,-1.171,1.963,227.203
4063,-1.188,1.96,227.137
4064,-1.206,1.962,227.072
4065,-1.214,1.954,227.009
4066,-1.209,1.957,226.947
4067,-1.217,1.955,226.884
4068,-1.221,1.945,226.824
4069,-1.217,1.93,226.765
4070,-1.224,1.929,226.707
4071,-1.229,1.915,226.644
4072,-1.217,1.922,226.581
4073,-1.219,1.913,226.519
4074,-1.226,1.912,226.457
4075,-1.227,1.907,226.395
4076,-1.227,1.905,226.331
4077,-1.233,1.909,226.268
4078,-1.238,1.916,226.207
4079,-1.261,1.938,226.147
4080,-1.274,1.947,226.09
4081,-1.277,1.954,226.033
4082,-1.275,1.942,225.98
4083,-1.28,1.936,225.926
4084,-1.281,1.929,225.874
4085,-1.282,1.927,225.821
4086,-1.282,1.916,225.769
4087,-1.281,1.904,225.719
4088,-1.268,1.889,225.668
4089,-1.251,1.887,225.616
4090,-1.247,1.881,225.566
4091,-1.235,1.883,225.517
4092,-1.229,1.882,225.466
4093,-1.227,1.86,225.417
4094,-1.244,1.844,225.367
4095,-1.244,1.847,225.315
4096,-1.238,1.841,225.263
4097,-1.233,1.842,225.209
4098,-1.226,1.844,225.156
4099,-1.209,1.833,225.103
4100,-1.198,1.825,225.051
4101,-1.184,1.808,224.999
4102,-1.164,1.787,224.952
4103,-1.151,1.776,224.904
4104,-1.14,1.781,224.858
4105,-1.127,1.787,224.813
4106,-1.122,1.768,224.769
4107,-1.126,1.741,224.719
4108,-1.129,1.716,224.669
4109,-1.122,1.708,224.619
4110,-1.117,1.704,224.568
4111,-1.124,1.698,224.519
4112,-1.136,1.711,224.47
4113,-1.144,1.741,224.422
4114,-1.148,1.749,224.376
4115,-1.148,1.75,224.331
4116,-1.15,1.763,224.287
4117,-1.153,1.758,224.247
4118,-1.154,1.763,224.208
4119,-1.153,1.755,224.168
4120,-1.155,1.769,224.129
4121,-1.153,1.782,224.09
4122,-1.153,1.786,224.049
4123,-1.158,1.805,224.008
4124,-1.165,1.828,223.968
4125,-1.163,1.853,223.93
4126,-1.166,1.855,223.893
4127,-1.173,1.858,223.856
4128,-1.176,1.865,223.821
4129,-1.181,1.895,223.787
4130,-1.186,1.918,223.755
4131,-1.192,1.952,223.725
4132,-1.197,1.968,223.697
4133,-1.197,1.987,223.678
4134,-1.195,1.984,223.66
4135,-1.189,1.976,223.643
4136,-1.185,1.961,223.626
4137,-1.178,1.937,223.608
4138,-1.172,1.919,223.585
4139,-1.162,1.907,223.561
4140,-1.154,1.919,223.536
4141,-1.147,1.943,223.512
4142,-1.14,1.985,223.49
4143,-1.142,2.027,223.471
4144,-1.15,2.065,223.456
4145,-1.153,2.085,223.443
4146,-1.152,2.096,223.432
4147,-1.148,2.094,223.423
4148,-1.147,2.096,223.408
4149,-1.152,2.098,223.394
4150,-1.148,2.104,223.38
4151,-1.14,2.111,223.366
4152,-1.136,2.115,223.354
4153,-1.133,2.118,223.342
4154,-1.131,2.122,223.332
4155,-1.125,2.124,223.321
4156,-1.12,2.126,223.312
4157,-1.115,2.126,223.303
4158,-1.106,2.125,223.304
4159,-1.098,2.122,223.305
4160,-1.093,2.118,223.306
4161,-1.088,2.118,223.308
4162,-1.081,2.117,223.309
4163,-1.074,2.116,223.311
4164,-1.067,2.114,223.314
4165,-1.061,2.114,223.317
4166,-1.055,2.109,223.319
4167,-1.05,2.105,223.321
4168,-1.049,2.102,223.317
4169,-1.044,2.102,223.314
4170,-1.039,2.104,223.31
4171,-1.041,2.104,223.306
4172,-1.042,2.101,223.303
4173,-1.04,2.099,223.303
4174,-1.035,2.101,223.303
4175,-1.032,2.101,223.303
4176,-1.03,2.101,223.303
4177,-1.032,2.1,223.303
4178,-1.03,2.102,223.296
4179,-1.028,2.103,223.289
4180,-1.028,2.104,223.283
4181,-1.029,2.109,223.276
4182,-1.029,2.113,223.269
4183,-1.03,2.117,223.263
4184,-1.024,2.117,223.263
4185,-1.017,2.119,223.264
4186,-1.012,2.12,223.264
4187,-1.007,2.12,223.264
4188,-1.006,2.121,223.264
4189,-1.006,2.122,223.26
4190,-1.005,2.12,223.256
4191,-1.004,2.121,223.251
4192,-1.004,2.121,223.247
4193,-1.002,2.125,223.242
4194,-1,2.126,223.241
4195,-0.999,2.126,223.238
4196,-0.997,2.128,223.236
4197,-0.997,2.127,223.234
4198,-0.995,2.125,223.232
4199,-0.986,2.124,223.24
4200,-0.98,2.118,223.248
4201,-0.975,2.115,223.256
4202,-0.973,2.113,223.264
4203,-0.966,2.112,223.272
4204,-0.964,2.116,223.265
4205,-0.965,2.116,223.258
4206,-0.964,2.119,223.251
