Sample,Roll,Pitch,Yaw
6039,-10.506,83.926,310.03
6040,-10.568,83.934,309.972
6041,-10.614,83.935,309.931
6042,-10.633,83.936,309.917
6043,-10.624,83.944,309.923
6044,-10.614,83.95,309.93
6045,-10.597,83.951,309.945
6046,-10.596,83.953,309.943
6047,-10.582,83.957,309.955
6048,-10.582,83.962,309.955
6049,-10.573,83.969,309.965
6050,-10.586,83.964,309.954
6051,-10.64,83.957,309.902
6052,-10.65,83.955,309.893
6053,-10.648,83.953,309.894
6054,-10.613,83.95,309.928
6055,-10.59,83.947,309.949
6056,-10.582,83.944,309.956
6057,-10.542,83.935,309.995
6058,-10.537,83.931,309.998
6059,-10.534,83.926,309.999
6060,-10.508,83.921,310.022
6061,-10.463,83.918,310.066
6062,-10.465,83.917,310.062
6063,-10.415,83.918,310.108
6064,-10.369,83.911,310.148
6065,-10.295,83.906,310.218
6066,-10.278,83.91,310.232
6067,-10.192,83.905,310.314
6068,-10.176,83.892,310.33
6069,-10.137,83.887,310.369
6070,-10.094,83.882,310.412
6071,-10.085,83.883,310.423
6072,-10.066,83.884,310.442
6073,-10.07,83.886,310.442
6074,-10.098,83.888,310.417
6075,-10.078,83.883,310.44
6076,-10.074,83.881,310.448
6077,-10.099,83.879,310.427
6078,-10.088,83.884,310.441
6079,-10.093,83.88,310.437
6080,-10.097,83.876,310.434
6081,-10.144,83.881,310.387
6082,-10.133,83.885,310.398
6083,-10.147,83.888,310.385
6084,-10.143,83.887,310.388
6085,-10.143,83.89,310.387
6086,-10.128,83.891,310.4
6087,-10.169,83.897,310.359
6088,-10.205,83.901,310.322
6089,-10.203,83.905,310.322
6090,-10.216,83.909,310.307
6091,-10.179,83.913,310.343
6092,-10.111,83.912,310.409
6093,-10.133,83.907,310.385
6094,-10.162,83.906,310.36
6095,-10.193,83.909,310.333
6096,-10.227,83.916,310.302
6097,-10.253,83.915,310.28
6098,-10.315,83.923,310.222
6099,-10.316,83.922,310.222
6100,-10.373,83.929,310.166
6101,-10.399,83.93,310.141
6102,-10.389,83.934,310.151
6103,-10.402,83.937,310.139
6104,-10.446,83.944,310.098
6105,-10.422,83.941,310.125
6106,-10.46,83.935,310.09
6107,-10.474,83.933,310.08
6108,-10.472,83.931,310.084
6109,-10.499,83.929,310.059
6110,-10.539,83.927,310.021
6111,-10.541,83.925,310.02
6112,-10.518,83.919,310.044
6113,-10.575,83.918,309.989
6114,-10.596,83.92,309.969
6115,-10.607,83.921,309.96
6116,-10.643,83.919,309.924
6117,-10.657,83.915,309.911
6118,-10.665,83.916,309.905
6119,-10.673,83.911,309.898
6120,-10.645,83.907,309.925
6121,-10.643,83.903,309.927
6122,-10.638,83.896,309.931
6123,-10.61,83.891,309.959
6124,-10.59,83.89,309.978
6125,-10.622,83.892,309.947
6126,-10.638,83.891,309.933
6127,-10.648,83.889,309.924
6128,-10.67,83.896,309.902
6129,-10.708,83.899,309.865
6130,-10.713,83.912,309.851
6131,-10.633,83.919,309.92
6132,-10.58,83.929,309.963
6133,-10.497,83.938,310.035
6134,-10.427,83.95,310.095
6135,-10.454,83.953,310.072
6136,-10.493,83.961,310.036
6137,-10.502,83.966,310.031
6138,-10.531,83.966,310.005
6139,-10.543,83.965,309.997
6140,-10.537,83.972,310
6141,-10.531,83.968,310.004
6142,-10.522,83.971,310.01
6143,-10.516,83.97,310.013
6144,-10.486,83.971,310.041
6145,-10.504,83.965,310.027
6146,-10.539,83.965,309.996
6147,-10.546,83.958,309.993
6148,-10.572,83.943,309.972
6149,-10.605,83.939,309.944
6150,-10.572,83.939,309.977
6151,-10.57,83.945,309.978
6152,-10.576,83.943,309.973
6153,-10.624,83.947,309.925
6154,-10.62,83.947,309.928
6155,-10.63,83.956,309.916
6156,-10.662,83.962,309.879
6157,-10.648,83.968,309.888
6158,-10.69,83.978,309.843
6159,-10.648,83.984,309.879
6160,-10.642,83.995,309.881
6161,-10.635,84,309.889
6162,-10.595,84.009,309.929
6163,-10.603,84.009,309.921
6164,-10.614,84.018,309.911
6165,-10.615,84.026,309.91
6166,-10.599,84.026,309.927
6167,-10.563,84.019,309.965
6168,-10.537,84.017,309.992
6169,-10.575,84.022,309.956
6170,-10.601,84.02,309.932
6171,-10.664,84.02,309.872
6172,-10.701,84.023,309.837
6173,-10.737,84.031,309.804
6174,-10.773,84.027,309.771
6175,-10.805,84.026,309.742
6176,-10.809,84.024,309.733
6177,-10.817,84.032,309.72
6178,-10.79,84.034,309.74
6179,-10.789,84.035,309.737
6180,-10.753,84.04,309.767
6181,-10.795,84.037,309.73
6182,-10.837,84.033,309.694
6183,-10.832,84.021,309.706
6184,-10.82,84.015,309.723
6185,-10.835,84.014,309.713
6186,-10.834,84.016,309.712
6187,-10.785,84.022,309.757
6188,-10.759,84.027,309.78
6189,-10.708,84.03,309.83
6190,-10.667,84.028,309.867
6191,-10.595,84.028,309.934
6192,-10.582,84.034,309.943
6193,-10.591,84.033,309.929
6194,-10.55,84.038,309.966
6195,-10.511,84.034,310
6196,-10.521,84.035,309.985
6197,-10.552,84.042,309.951
6198,-10.567,84.049,309.934
6199,-10.531,84.048,309.967
6200,-10.522,84.046,309.972
6201,-10.563,84.052,309.929
6202,-10.556,84.05,309.939
6203,-10.612,84.055,309.885
6204,-10.653,84.058,309.847
6205,-10.695,84.063,309.808
6206,-10.634,84.064,309.87
6207,-10.706,84.066,309.804
6208,-10.793,84.068,309.723
6209,-10.824,84.069,309.698
6210,-10.818,84.062,309.71
6211,-10.826,84.058,309.707
6212,-10.802,84.055,309.737
6213,-10.851,84.052,309.694
6214,-10.878,84.043,309.673
6215,-10.883,84.041,309.674
6216,-10.925,84.04,309.639
6217,-10.942,84.043,309.624
6218,-10.989,84.048,309.577
6219,-11.015,84.047,309.553
6220,-11.024,84.047,309.546
6221,-11.009,84.044,309.562
6222,-11.012,84.053,309.56
6223,-11.02,84.057,309.553
6224,-11.024,84.061,309.55
6225,-10.993,84.063,309.582
6226,-11.019,84.061,309.557
6227,-11.013,84.063,309.567
6228,-11.037,84.066,309.546
6229,-11.042,84.068,309.545
6230,-11.05,84.066,309.54
6231,-11.081,84.068,309.513
6232,-11.094,84.056,309.502
6233,-11.097,84.057,309.501
6234,-11.105,84.058,309.495
6235,-11.137,84.054,309.467
6236,-11.191,84.047,309.415
6237,-11.208,84.045,309.401
6238,-11.2,84.045,309.412
6239,-11.194,84.035,309.421
6240,-11.215,84.035,309.404
6241,-11.234,84.03,309.388
6242,-11.246,84.028,309.379
6243,-11.219,84.03,309.406
6244,-11.184,84.03,309.441
6245,-11.143,84.024,309.482
6246,-11.112,84.025,309.512
6247,-11.114,84.028,309.511
6248,-11.078,84.032,309.546
6249,-11.081,84.033,309.542
6250,-11.086,84.033,309.536
6251,-11.099,84.04,309.522
6252,-11.103,84.035,309.517
6253,-11.137,84.037,309.486
6254,-11.106,84.033,309.521
6255,-11.141,84.041,309.488
6256,-11.168,84.043,309.463
6257,-11.18,84.047,309.454
6258,-11.192,84.046,309.44
6259,-11.174,84.051,309.455
6260,-11.191,84.054,309.435
6261,-11.173,84.053,309.451
6262,-11.137,84.043,309.485
6263,-11.173,84.027,309.454
6264,-11.187,84.018,309.445
6265,-11.22,84.007,309.417
6266,-11.259,83.995,309.383
6267,-11.275,83.987,309.372
6268,-11.255,83.989,309.39
6269,-11.206,83.986,309.437
6270,-11.188,83.982,309.453
6271,-11.167,83.986,309.471
6272,-11.168,83.985,309.468
6273,-11.119,83.979,309.512
6274,-11.082,83.981,309.543
6275,-11.039,83.986,309.58
6276,-11,83.984,309.614
6277,-10.935,83.984,309.673
6278,-10.914,83.99,309.69
6279,-10.895,83.976,309.711
6280,-10.904,83.979,309.704
6281,-10.939,83.976,309.672
6282,-10.959,83.986,309.653
6283,-10.996,84,309.618
6284,-11.029,84.014,309.587
6285,-11.016,84.023,309.601
6286,-11.007,84.03,309.61
6287,-10.975,84.035,309.642
6288,-10.923,84.041,309.695
6289,-10.935,84.048,309.68
6290,-10.885,84.052,309.728
6291,-10.851,84.058,309.76
6292,-10.868,84.061,309.742
6293,-10.885,84.063,309.723
6294,-10.889,84.063,309.721
6295,-10.869,84.055,309.742
6296,-10.873,84.056,309.739
6297,-10.887,84.054,309.726
6298,-10.895,84.056,309.719
6299,-10.883,84.047,309.731
6300,-10.888,84.042,309.726
6301,-10.925,84.041,309.689
6302,-10.934,84.04,309.681
6303,-10.949,84.031,309.666
6304,-10.983,84.028,309.634
6305,-10.984,84.027,309.634
6306,-10.989,84.025,309.63
6307,-10.949,84.008,309.672
6308,-10.932,83.998,309.69
6309,-10.901,83.999,309.718
6310,-10.924,83.996,309.693
6311,-10.926,83.998,309.687
6312,-10.944,84,309.668
6313,-10.941,84.003,309.669
6314,-11.006,84.001,309.61
6315,-11.038,83.995,309.585
6316,-11.052,83.994,309.578
6317,-11.051,83.992,309.586
6318,-11.125,83.989,309.518
6319,-11.19,83.983,309.46
6320,-11.174,83.988,309.472
6321,-11.131,83.993,309.511
6322,-11.111,83.994,309.526
6323,-11.078,84.002,309.555
6324,-11.101,84.009,309.528
6325,-11.148,83.995,309.487
6326,-11.196,83.996,309.446
6327,-11.252,83.997,309.396
6328,-11.292,84,309.362
6329,-11.328,84.011,309.332
6330,-11.289,84.014,309.362
6331,-11.235,84.029,309.409
6332,-11.214,84.035,309.422
6333,-11.158,84.046,309.47
6334,-11.107,84.056,309.513
6335,-11.062,84.062,309.551
6336,-11.053,84.069,309.554
6337,-11.003,84.069,309.597
6338,-10.978,84.08,309.617
6339,-10.921,84.091,309.667
6340,-10.925,84.1,309.662
6341,-10.995,84.106,309.592
6342,-10.994,84.111,309.592
6343,-10.962,84.118,309.623
6344,-10.965,84.118,309.619
6345,-10.901,84.124,309.674
6346,-10.87,84.131,309.697
6347,-10.854,84.144,309.704
6348,-10.824,84.145,309.725
6349,-10.775,84.151,309.765
6350,-10.786,84.154,309.754
6351,-10.759,84.154,309.78
6352,-10.751,84.153,309.788
6353,-10.764,84.156,309.775
6354,-10.75,84.159,309.789
6355,-10.781,84.167,309.758
6356,-10.799,84.167,309.743
6357,-10.841,84.165,309.702
6358,-10.908,84.174,309.637
6359,-10.966,84.18,309.582
6360,-10.985,84.184,309.566
6361,-10.982,84.188,309.57
6362,-11.041,84.195,309.512
6363,-11.047,84.202,309.508
6364,-11.068,84.203,309.488
6365,-11.109,84.214,309.447
6366,-11.076,84.222,309.475
6367,-11.056,84.228,309.489
6368,-11.032,84.236,309.508
6369,-11.015,84.246,309.52
6370,-10.992,84.26,309.538
6371,-10.994,84.261,309.54
6372,-11.015,84.266,309.523
6373,-11.055,84.261,309.487
6374,-11.071,84.262,309.474
6375,-11.16,84.265,309.39
6376,-11.183,84.268,309.368
6377,-11.201,84.275,309.351
6378,-11.219,84.277,309.334
6379,-11.262,84.282,309.292
6380,-11.275,84.287,309.281
6381,-11.332,84.288,309.231
6382,-11.391,84.297,309.178
6383,-11.413,84.305,309.162
6384,-11.45,84.311,309.13
6385,-11.485,84.309,309.102
6386,-11.522,84.317,309.066
6387,-11.522,84.32,309.067
6388,-11.522,84.323,309.067
6389,-11.544,84.324,309.045
6390,-11.552,84.323,309.038
6391,-11.531,84.324,309.058
6392,-11.512,84.323,309.076
6393,-11.513,84.334,309.075
6394,-11.536,84.347,309.051
6395,-11.537,84.36,309.05
6396,-11.574,84.37,309.012
6397,-11.639,84.375,308.953
6398,-11.691,84.372,308.908
6399,-11.717,84.374,308.887
6400,-11.77,84.383,308.839
6401,-11.827,84.388,308.787
6402,-11.898,84.398,308.721
6403,-11.922,84.404,308.701
6404,-11.954,84.406,308.673
6405,-11.964,84.412,308.667
6406,-11.963,84.416,308.672
6407,-11.954,84.421,308.682
6408,-11.938,84.43,308.699
6409,-11.98,84.442,308.658
6410,-11.992,84.453,308.646
6411,-12.031,84.464,308.609
6412,-12.068,84.484,308.569
6413,-12.073,84.501,308.56
6414,-12.155,84.517,308.476
6415,-12.119,84.524,308.508
6416,-12.14,84.54,308.486
6417,-12.126,84.546,308.499
6418,-12.189,84.555,308.437
6419,-12.227,84.568,308.398
6420,-12.255,84.578,308.37
6421,-12.299,84.589,308.327
6422,-12.32,84.598,308.303
6423,-12.301,84.608,308.32
6424,-12.299,84.617,308.319
6425,-12.272,84.623,308.344
6426,-12.256,84.629,308.357
6427,-12.349,84.631,308.266
6428,-12.389,84.634,308.228
6429,-12.436,84.636,308.183
6430,-12.459,84.643,308.161
6431,-12.467,84.649,308.155
6432,-12.456,84.655,308.162
6433,-12.529,84.665,308.088
6434,-12.539,84.67,308.076
6435,-12.545,84.685,308.068
6436,-12.56,84.694,308.051
6437,-12.526,84.697,308.083
6438,-12.585,84.706,308.027
6439,-12.604,84.717,308.011
6440,-12.638,84.724,307.98
6441,-12.7,84.737,307.92
6442,-12.747,84.743,307.876
6443,-12.814,84.75,307.81
6444,-12.835,84.757,307.791
6445,-12.875,84.765,307.752
6446,-12.902,84.775,307.727
6447,-12.94,84.778,307.69
6448,-13.008,84.791,307.626
6449,-13.081,84.806,307.557
6450,-13.126,84.818,307.516
6451,-13.153,84.819,307.492
6452,-13.205,84.827,307.444
6453,-13.266,84.839,307.382
6454,-13.297,84.846,307.349
6455,-13.284,84.861,307.359
6456,-13.32,84.868,307.322
6457,-13.298,84.886,307.342
6458,-13.234,84.895,307.407
6459,-13.266,84.906,307.376
6460,-13.301,84.919,307.343
6461,-13.329,84.935,307.316
6462,-13.338,84.947,307.308
6463,-13.386,84.96,307.261
6464,-13.424,84.97,307.223
6465,-13.448,84.986,307.2
6466,-13.516,85.002,307.133
6467,-13.566,85.01,307.084
6468,-13.637,85.016,307.016
6469,-13.741,85.032,306.916
6470,-13.817,85.032,306.845
6471,-13.891,85.044,306.775
6472,-13.953,85.046,306.717
6473,-13.978,85.056,306.695
6474,-14.062,85.068,306.612
6475,-14.144,85.085,306.53
6476,-14.158,85.087,306.519
6477,-14.168,85.09,306.509
6478,-14.107,85.08,306.572
6479,-14.102,85.082,306.578
6480,-14.131,85.093,306.548
6481,-14.172,85.108,306.507
6482,-14.241,85.13,306.437
6483,-14.29,85.151,306.388
6484,-14.301,85.173,306.377
6485,-14.375,85.195,306.304
6486,-14.376,85.219,306.303
6487,-14.452,85.24,306.228
6488,-14.534,85.263,306.146
6489,-14.64,85.277,306.043
6490,-14.758,85.301,305.929
6491,-14.873,85.323,305.816
6492,-15.012,85.345,305.681
6493,-15.137,85.373,305.559
6494,-15.254,85.392,305.447
6495,-15.371,85.416,305.334
6496,-15.529,85.44,305.18
6497,-15.658,85.465,305.055
6498,-15.751,85.488,304.966
6499,-15.847,85.5,304.872
6500,-15.976,85.512,304.745
6501,-16.058,85.532,304.667
6502,-16.124,85.544,304.603
6503,-16.249,85.559,304.481
6504,-16.327,85.575,304.403
6505,-16.381,85.59,304.349
6506,-16.571,85.612,304.159
6507,-16.666,85.637,304.063
6508,-16.662,85.653,304.067
6509,-16.741,85.678,303.986
6510,-16.853,85.695,303.874
6511,-17.004,85.723,303.722
6512,-17.093,85.744,303.632
6513,-17.137,85.754,303.587
6514,-17.247,85.771,303.476
6515,-17.356,85.794,303.367
6516,-17.4,85.805,303.322
6517,-17.473,85.826,303.25
6518,-17.55,85.846,303.172
6519,-17.634,85.864,303.088
6520,-17.712,85.88,303.012
6521,-17.744,85.898,302.982
6522,-17.844,85.912,302.883
6523,-17.952,85.928,302.777
6524,-18.093,85.951,302.637
6525,-18.192,85.969,302.539
6526,-18.315,85.985,302.417
6527,-18.468,86.003,302.265
6528,-18.548,86.016,302.185
6529,-18.686,86.038,302.048
6530,-18.749,86.049,301.989
6531,-18.897,86.058,301.845
6532,-19.014,86.072,301.733
6533,-19.115,86.081,301.637
6534,-19.232,86.093,301.524
6535,-19.415,86.11,301.345
6536,-19.615,86.122,301.15
6537,-19.748,86.149,301.021
6538,-19.925,86.171,300.848
6539,-20.022,86.187,300.755
6540,-20.151,86.208,300.626
6541,-20.27,86.229,300.508
6542,-20.412,86.254,300.366
6543,-20.527,86.276,300.251
6544,-20.722,86.291,300.057
6545,-20.907,86.313,299.874
6546,-21.099,86.338,299.683
6547,-21.275,86.353,299.509
6548,-21.452,86.371,299.335
6549,-21.577,86.384,299.212
6550,-21.593,86.393,299.199
6551,-21.626,86.401,299.169
6552,-21.771,86.404,299.028
6553,-21.896,86.416,298.907
6554,-22.01,86.435,298.796
6555,-22.2,86.449,298.609
6556,-22.322,86.468,298.484
6557,-22.462,86.494,298.341
6558,-22.612,86.515,298.187
6559,-22.735,86.54,298.06
6560,-22.9,86.563,297.893
6561,-23.121,86.589,297.672
6562,-23.256,86.609,297.537
6563,-23.347,86.631,297.447
6564,-23.496,86.658,297.299
6565,-23.617,86.673,297.178
6566,-23.791,86.682,297.008
6567,-23.929,86.69,296.875
6568,-24.037,86.708,296.77
6569,-24.152,86.719,296.66
6570,-24.248,86.72,296.567
6571,-24.312,86.734,296.501
6572,-24.301,86.738,296.511
6573,-24.251,86.744,296.559
6574,-24.327,86.754,296.481
6575,-24.406,86.768,296.401
6576,-24.548,86.779,296.258
6577,-24.7,86.79,296.106
6578,-24.749,86.797,296.057
6579,-24.699,86.8,296.105
6580,-24.815,86.814,295.989
6581,-24.844,86.811,295.961
6582,-24.854,86.816,295.952
6583,-24.806,86.82,296
6584,-24.932,86.834,295.874
6585,-25.153,86.851,295.653
6586,-25.164,86.863,295.637
6587,-25.199,86.879,295.597
6588,-25.242,86.894,295.55
6589,-25.382,86.914,295.405
6590,-25.409,86.932,295.373
6591,-25.511,86.947,295.267
6592,-25.569,86.966,295.208
6593,-25.624,86.978,295.151
6594,-25.753,86.998,295.021
6595,-25.813,87.009,294.959
6596,-25.872,87.023,294.898
6597,-25.967,87.039,294.803
6598,-26.031,87.052,294.739
6599,-26.134,87.067,294.635
6600,-26.251,87.082,294.519
6601,-26.353,87.099,294.418
6602,-26.48,87.127,294.294
6603,-26.569,87.158,294.207
6604,-26.964,87.212,293.818
6605,-27.398,87.278,293.392
6606,-27.733,87.312,293.068
6607,-26.296,87.232,294.518
6608,-26.252,87.21,294.577
6609,-25.979,87.122,294.86
6610,-26.517,87.177,294.332
6611,-26.828,87.21,294.028
6612,-27.281,87.273,293.582
6613,-27.825,87.338,293.047
6614,-28.162,87.379,292.72
6615,-27.523,87.338,293.368
6616,-26.969,87.296,293.93
6617,-27.132,87.293,293.779
6618,-27.71,87.335,293.211
6619,-28.336,87.379,292.594
6620,-28.687,87.409,292.255
6621,-28.793,87.417,292.159
6622,-28.793,87.403,292.171
6623,-28.961,87.399,292.013
6624,-29.262,87.419,291.72
6625,-29.548,87.441,291.441
6626,-29.755,87.46,291.242
6627,-29.822,87.479,291.177
6628,-30.054,87.499,290.948
6629,-30.2,87.509,290.807
6630,-30.291,87.52,290.719
6631,-30.413,87.53,290.602
6632,-30.552,87.538,290.466
6633,-30.739,87.555,290.28
6634,-30.911,87.57,290.11
6635,-31.073,87.58,289.949
6636,-31.197,87.587,289.825
6637,-31.248,87.589,289.775
6638,-31.365,87.597,289.656
6639,-31.433,87.606,289.585
6640,-31.58,87.616,289.436
6641,-31.709,87.631,289.305
6642,-31.795,87.64,289.217
6643,-31.847,87.638,289.17
6644,-31.895,87.636,289.129
6645,-32.101,87.634,288.928
6646,-32.283,87.635,288.752
6647,-32.41,87.641,288.63
6648,-32.473,87.649,288.568
6649,-32.704,87.659,288.339
6650,-32.961,87.671,288.082
6651,-33.121,87.678,287.924
6652,-33.16,87.683,287.886
6653,-33.129,87.687,287.917
6654,-33.206,87.695,287.841
6655,-33.471,87.704,287.576
6656,-33.614,87.712,287.433
6657,-33.806,87.724,287.242
6658,-33.896,87.727,287.153
6659,-33.993,87.734,287.057
6660,-34.191,87.746,286.86
6661,-34.341,87.751,286.712
6662,-34.624,87.758,286.431
6663,-34.875,87.779,286.175
6664,-35.117,87.798,285.928
6665,-35.346,87.816,285.693
6666,-35.555,87.834,285.479
6667,-35.655,87.85,285.374
6668,-35.915,87.861,285.113
6669,-36.161,87.872,284.871
6670,-36.441,87.886,284.594
6671,-36.777,87.9,284.262
6672,-37.022,87.914,284.021
6673,-37.337,87.922,283.709
6674,-37.654,87.94,283.391
6675,-38.084,87.956,282.96
6676,-38.611,87.974,282.431
6677,-39.099,87.99,281.941
6678,-39.441,88.002,281.598
6679,-39.861,88.015,281.181
6680,-40.082,88.023,280.962
6681,-40.254,88.027,280.793
6682,-40.488,88.036,280.562
6683,-40.899,88.042,280.153
6684,-41.222,88.051,279.827
6685,-41.545,88.062,279.503
6686,-41.772,88.067,279.274
6687,-41.933,88.074,279.112
6688,-42.179,88.078,278.864
6689,-42.414,88.087,278.629
6690,-42.679,88.093,278.365
6691,-43.022,88.1,278.022
6692,-43.204,88.104,277.841
6693,-43.358,88.107,277.687
6694,-43.488,88.11,277.557
6695,-43.676,88.113,277.369
6696,-43.796,88.116,277.248
6697,-44.007,88.123,277.037
6698,-44.183,88.122,276.861
6699,-44.183,88.123,276.86
6700,-44.145,88.12,276.896
6701,-44.058,88.114,276.981
6702,-43.994,88.114,277.043
6703,-44.017,88.122,277.019
6704,-43.902,88.129,277.124
6705,-44.042,88.139,276.975
6706,-44.002,88.15,277.005
6707,-44.048,88.161,276.95
6708,-44.007,88.167,276.981
6709,-44.127,88.182,276.852
6710,-44.379,88.185,276.598
6711,-44.423,88.192,276.554
6712,-44.664,88.201,276.312
6713,-44.804,88.204,276.17
6714,-44.883,88.213,276.091
6715,-45.109,88.224,275.861
6716,-45.332,88.237,275.635
6717,-45.544,88.25,275.419
6718,-45.723,88.261,275.236
6719,-45.958,88.27,274.997
6720,-46.311,88.284,274.638
6721,-46.739,88.295,274.205
6722,-47.005,88.312,273.932
6723,-47.532,88.33,273.399
6724,-47.727,88.339,273.198
6725,-47.989,88.344,272.941
6726,-48.323,88.347,272.612
6727,-48.673,88.352,272.267
6728,-49.029,88.357,271.917
6729,-49.252,88.355,271.699
6730,-49.4,88.362,271.551
6731,-49.528,88.364,271.423
6732,-49.761,88.37,271.19
6733,-50.032,88.376,270.92
6734,-50.281,88.378,270.671
6735,-50.669,88.383,270.283
6736,-51.119,88.394,269.832
6737,-51.572,88.402,269.379
6738,-52.144,88.413,268.807
6739,-52.51,88.422,268.44
6740,-52.89,88.428,268.06
6741,-53.293,88.439,267.656
6742,-53.709,88.448,267.241
6743,-54.101,88.451,266.849
6744,-54.176,88.453,266.775
6745,-54.38,88.46,266.572
6746,-54.727,88.465,266.227
6747,-54.623,88.461,266.333
6748,-54.815,88.465,266.142
6749,-54.783,88.461,266.177
6750,-55.062,88.462,265.899
6751,-55.569,88.471,265.393
6752,-55.93,88.479,265.031
6753,-56.318,88.484,264.643
6754,-57.03,88.496,263.931
6755,-57.35,88.501,263.611
6756,-57.697,88.506,263.263
6757,-58.054,88.515,262.906
6758,-58.479,88.519,262.48
6759,-58.856,88.527,262.103
6760,-59.398,88.534,261.561
6761,-59.733,88.536,261.225
6762,-60.116,88.542,260.842
6763,-60.543,88.551,260.415
6764,-60.711,88.55,260.247
6765,-61.049,88.551,259.908
6766,-60.837,88.543,260.123
6767,-61.214,88.547,259.75
6768,-61.561,88.55,259.406
6769,-62.144,88.553,258.825
6770,-62.617,88.553,258.355
6771,-62.721,88.552,258.251
6772,-62.893,88.555,258.079
6773,-63.111,88.558,257.86
6774,-63.516,88.559,257.456
6775,-63.847,88.564,257.124
6776,-64.15,88.568,256.818
6777,-64.314,88.569,256.653
6778,-64.579,88.574,256.386
6779,-64.622,88.572,256.341
6780,-64.864,88.579,256.097
6781,-65.275,88.582,255.688
6782,-65.712,88.586,255.254
6783,-66.113,88.588,254.853
6784,-66.523,88.596,254.444
6785,-66.744,88.593,254.226
6786,-67.07,88.597,253.902
6787,-67.119,88.604,253.853
6788,-67.156,88.603,253.817
6789,-67.07,88.61,253.903
6790,-67.195,88.612,253.779
6791,-67.632,88.612,253.343
6792,-68.335,88.621,252.638
6793,-69.222,88.633,251.749
6794,-70.167,88.642,250.802
6795,-71.211,88.653,249.757
6796,-71.668,88.657,249.298
6797,-72.012,88.659,248.951
6798,-72.928,88.664,248.032
6799,-73.598,88.67,247.36
6800,-74.115,88.677,246.839
6801,-74.94,88.683,246.011
6802,-75.456,88.685,245.495
6803,-75.981,88.688,244.969
6804,-76.641,88.691,244.309
6805,-77.431,88.698,243.518
6806,-77.708,88.701,243.241
6807,-78.115,88.701,242.833
6808,-78.799,88.706,242.148
6809,-79.377,88.707,241.57
6810,-79.715,88.704,241.231
6811,-79.912,88.706,241.034
6812,-80.164,88.702,240.785
6813,-80.698,88.697,240.254
6814,-81.333,88.697,239.622
6815,-81.841,88.697,239.117
6816,-82.119,88.692,238.842
6817,-82.439,88.689,238.523
6818,-82.665,88.688,238.3
6819,-82.984,88.686,237.983
6820,-83.429,88.689,237.54
6821,-83.972,88.689,236.999
6822,-84.467,88.69,236.502
6823,-84.942,88.689,236.025
6824,-85.406,88.691,235.558
6825,-86.196,88.697,234.766
6826,-86.535,88.699,234.425
6827,-86.848,88.702,234.111
6828,-87.322,88.703,233.638
6829,-87.672,88.705,233.289
6830,-88.025,88.707,232.937
6831,-88.224,88.704,232.739
6832,-88.819,88.704,232.147
6833,-89.507,88.705,231.457
6834,-90.548,88.707,230.416
6835,-91.031,88.709,229.933
6836,-91.497,88.711,229.467
6837,-92.075,88.711,228.888
6838,-92.755,88.715,228.207
6839,-92.899,88.719,228.061
6840,-93.647,88.722,227.311
6841,-94.449,88.721,226.507
6842,-95.198,88.719,225.757
6843,-95.802,88.714,225.157
6844,-96.468,88.705,224.496
6845,-96.783,88.699,224.186
6846,-97.071,88.693,223.903
6847,-97.64,88.69,223.338
6848,-98.005,88.687,222.974
6849,-98.293,88.682,222.686
6850,-98.996,88.676,221.984
6851,-99.348,88.674,221.632
6852,-99.514,88.674,221.467
6853,-100.091,88.672,220.892
6854,-100.53,88.666,220.456
6855,-101.274,88.661,219.714
6856,-101.686,88.657,219.305
6857,-102.008,88.653,218.985
6858,-102.506,88.652,218.483
6859,-102.961,88.646,218.025
6860,-103.462,88.644,217.521
6861,-103.775,88.64,217.205
6862,-104.132,88.641,216.845
6863,-104.619,88.638,216.355
6864,-104.83,88.639,216.141
6865,-105.263,88.638,215.705
6866,-105.951,88.634,215.014
6867,-106.257,88.636,214.704
6868,-106.325,88.641,214.633
6869,-106.455,88.639,214.504
6870,-106.88,88.636,214.079
6871,-106.922,88.632,214.037
6872,-107.591,88.63,213.368
6873,-107.897,88.629,213.063
6874,-108.036,88.626,212.924
6875,-108.504,88.622,212.456
6876,-108.675,88.62,212.286
6877,-109.04,88.621,211.921
6878,-109.734,88.616,211.228
6879,-110.069,88.615,210.892
6880,-110.595,88.612,210.366
6881,-111.194,88.609,209.767
6882,-111.364,88.608,209.597
6883,-111.824,88.601,209.137
6884,-111.709,88.597,209.26
6885,-111.739,88.591,209.237
6886,-111.864,88.589,209.118
6887,-111.846,88.581,209.144
6888,-111.976,88.572,209.021
6889,-112.248,88.567,208.749
6890,-112.8,88.565,208.196
6891,-113.241,88.559,207.754
6892,-113.753,88.557,207.242
6893,-114.018,88.553,206.977
6894,-114.422,88.545,206.575
6895,-114.854,88.538,206.144
6896,-115.114,88.537,205.887
6897,-115.472,88.53,205.531
6898,-116.016,88.521,204.989
6899,-116.116,88.514,204.892
6900,-116.102,88.51,204.91
6901,-116.153,88.511,204.861
6902,-116.358,88.506,204.66
6903,-116.68,88.497,204.34
6904,-116.884,88.494,204.136
6905,-117.043,88.491,203.974
6906,-117.487,88.484,203.527
6907,-117.802,88.481,203.21
6908,-117.953,88.48,203.056
6909,-118.107,88.481,202.899
6910,-118.194,88.48,202.813
6911,-118.386,88.475,202.622
6912,-118.457,88.474,202.551
