Samples, Mx, My, Mz
2280, -18.894, 26.446, 10.350
2281, -18.894, 26.446, 10.350
2282, -16.982, 27.054, 10.652
2283, -16.982, 27.054, 10.652
2284, -16.982, 27.054, 10.652
2285, -16.982, 27.054, 10.652
2286, -16.982, 27.054, 10.652
2287, -16.394, 27.966, 9.292
2288, -16.394, 27.966, 9.292
2289, -16.394, 27.966, 9.292
2290, -16.394, 27.966, 9.292
2291, -16.394, 27.966, 9.292
2292, -12.571, 28.726, 11.105
2293, -12.571, 28.726, 11.105
2294, -12.571, 28.726, 11.105
2295, -12.571, 28.726, 11.105
2296, -12.571, 28.726, 11.105
2297, -12.571, 30.094, 10.047
2298, -12.571, 30.094, 10.047
2299, -12.571, 30.094, 10.047
2300, -12.571, 30.094, 10.047
2301, -12.571, 30.094, 10.047
2302, -10.219, 30.246, 10.652
2303, -10.219, 30.246, 10.652
2304, -10.219, 30.246, 10.652
2305, -10.219, 30.246, 10.652
2306, -10.219, 30.246, 10.652
2307, -8.307, 33.134, 10.350
2308, -8.307, 33.134, 10.350
2309, -8.307, 33.134, 10.350
2310, -8.307, 33.134, 10.350
2311, -8.307, 33.134, 10.350
2312, -5.514, 33.438, 9.745
2313, -5.514, 33.438, 9.745
2314, -5.514, 33.438, 9.745
2315, -5.514, 33.438, 9.745
2316, -5.514, 33.438, 9.745
2317, -3.602, 32.526, 10.652
2318, -3.602, 32.526, 10.652
2319, -3.602, 32.526, 10.652
2320, -3.602, 32.526, 10.652
2321, -3.602, 32.526, 10.652
2322, -1.691, 32.678, 9.292
2323, -1.691, 32.678, 9.292
2324, -1.691, 32.678, 9.292
2325, -1.691, 32.678, 9.292
2326, -1.691, 32.678, 9.292
2327, 1.544, 33.134, 8.990
2328, 1.544, 33.134, 8.990
2329, 1.544, 33.134, 8.990
2330, 1.544, 33.134, 8.990
2331, 1.544, 33.134, 8.990
2332, 3.603, 33.438, 11.105
2333, 3.603, 33.438, 11.105
2334, 3.603, 33.438, 11.105
2335, 3.603, 33.438, 11.105
2336, 3.603, 33.438, 11.105
2337, 5.514, 34.350, 8.536
2338, 5.514, 34.350, 8.536
2339, 5.514, 34.350, 8.536
2340, 5.514, 34.350, 8.536
2341, 5.514, 34.350, 8.536
2342, 8.602, 34.198, 8.990
2343, 8.602, 34.198, 8.990
2344, 8.602, 34.198, 8.990
2345, 8.602, 34.198, 8.990
2346, 8.602, 34.198, 8.990
2347, 8.749, 33.590, 8.536
2348, 8.749, 33.590, 8.536
2349, 8.749, 33.590, 8.536
2350, 8.749, 33.590, 8.536
2351, 8.749, 33.590, 8.536
2352, 12.425, 33.134, 8.385
2353, 12.425, 33.134, 8.385
2354, 12.425, 33.134, 8.385
2355, 12.425, 33.134, 8.385
2356, 12.425, 33.134, 8.385
2357, 13.601, 30.702, 7.026
2358, 13.601, 30.702, 7.026
2359, 13.601, 30.702, 7.026
2360, 13.601, 30.702, 7.026
2361, 13.601, 30.702, 7.026
2362, 15.513, 32.678, 5.817
2363, 15.513, 32.678, 5.817
2364, 15.513, 32.678, 5.817
2365, 15.513, 32.678, 5.817
2366, 15.513, 32.678, 5.817
2367, 15.807, 31.006, 5.968
2368, 15.807, 31.006, 5.968
2369, 15.807, 31.006, 5.968
2370, 15.807, 31.006, 5.968
2371, 15.807, 31.006, 5.968
2372, 19.777, 30.550, 5.817
2373, 19.777, 30.550, 5.817
2374, 19.777, 30.550, 5.817
2375, 19.777, 30.550, 5.817
2376, 19.777, 30.550, 5.817
2377, 22.423, 30.246, 4.608
2378, 22.423, 30.246, 4.608
2379, 22.423, 30.246, 4.608
2380, 22.423, 30.246, 4.608
2381, 22.423, 30.246, 4.608
2382, 21.541, 28.726, 3.702
2383, 21.541, 28.726, 3.702
2384, 21.541, 28.726, 3.702
2385, 21.541, 28.726, 3.702
2386, 21.541, 28.726, 3.702
2387, 21.394, 28.118, 3.248
2388, 21.394, 28.118, 3.248
2389, 21.394, 28.118, 3.248
2390, 21.394, 28.118, 3.248
2391, 21.394, 28.118, 3.248
2392, 23.159, 27.814, 3.551
2393, 23.159, 27.814, 3.551
2394, 23.159, 27.814, 3.551
2395, 23.159, 27.814, 3.551
2396, 23.159, 27.814, 3.551
2397, 25.952, 25.534, 2.946
2398, 25.952, 25.534, 2.946
2399, 25.952, 25.534, 2.946
2400, 25.952, 25.534, 2.946
2401, 25.952, 25.534, 2.946
2402, 27.864, 24.926, 1.284
2403, 27.864, 24.926, 1.284
2404, 27.864, 24.926, 1.284
2405, 27.864, 24.926, 1.284
2406, 27.864, 24.926, 1.284
2407, 28.452, 23.407, 1.435
2408, 28.452, 23.407, 1.435
2409, 28.452, 23.407, 1.435
2410, 28.452, 23.407, 1.435
2411, 28.452, 23.407, 1.435
2412, 30.216, 22.951, 0.831
2413, 30.216, 22.951, 0.831
2414, 30.216, 22.951, 0.831
2415, 30.216, 22.951, 0.831
2416, 30.216, 22.951, 0.831
2417, 31.099, 21.735, 1.284
2418, 31.099, 21.735, 1.284
2419, 31.099, 21.735, 1.284
2420, 31.099, 21.735, 1.284
2421, 31.099, 21.735, 1.284
2422, 31.393, 22.495, 0.982
2423, 31.393, 22.495, 0.982
2424, 31.393, 22.495, 0.982
2425, 31.393, 22.495, 0.982
2426, 31.393, 22.495, 0.982
2427, 30.804, 19.303, -0.680
2428, 30.804, 19.303, -0.680
2429, 30.804, 19.303, -0.680
2430, 30.804, 19.303, -0.680
2431, 30.804, 19.303, -0.680
2432, 33.010, 18.543, -0.982
2433, 33.010, 18.543, -0.982
2434, 33.010, 18.543, -0.982
2435, 33.010, 18.543, -0.982
2436, 33.010, 18.543, -0.982
2437, 34.480, 16.871, -1.889
2438, 34.480, 16.871, -1.889
2439, 34.480, 16.871, -1.889
2440, 34.480, 16.871, -1.889
2441, 34.480, 16.871, -1.889
2442, 33.157, 16.871, -2.946
2443, 33.157, 16.871, -2.946
2444, 33.157, 16.871, -2.946
2445, 33.157, 16.871, -2.946
2446, 33.157, 16.871, -2.946
2447, 35.216, 14.287, -3.551
2448, 35.216, 14.287, -3.551
2449, 35.216, 14.287, -3.551
2450, 35.216, 14.287, -3.551
2451, 35.216, 14.287, -3.551
2452, 36.098, 12.767, -4.155
2453, 36.098, 12.767, -4.155
2454, 36.098, 12.767, -4.155
2455, 36.098, 12.767, -4.155
2456, 36.098, 12.767, -4.155
2457, 37.127, 12.311, -3.399
2458, 37.127, 12.311, -3.399
2459, 37.127, 12.311, -3.399
2460, 37.127, 12.311, -3.399
2461, 37.127, 12.311, -3.399
2462, 37.421, 11.096, -4.608
2463, 37.421, 11.096, -4.608
2464, 37.421, 11.096, -4.608
2465, 37.421, 11.096, -4.608
2466, 37.421, 11.096, -4.608
2467, 37.127, 10.184, -4.457
2468, 37.127, 10.184, -4.457
2469, 37.127, 10.184, -4.457
2470, 37.127, 10.184, -4.457
2471, 37.127, 10.184, -4.457
2472, 37.715, 9.576, -4.004
2473, 37.715, 9.576, -4.004
2474, 37.715, 9.576, -4.004
2475, 37.715, 9.576, -4.004
2476, 37.715, 9.576, -4.004
2477, 36.098, 7.904, -2.795
2478, 36.098, 7.904, -2.795
2479, 36.098, 7.904, -2.795
2480, 36.098, 7.904, -2.795
2481, 36.098, 7.904, -2.795
2482, 37.715, 7.448, -2.191
2483, 37.715, 7.448, -2.191
2484, 37.715, 7.448, -2.191
2485, 37.715, 7.448, -2.191
2486, 37.715, 7.448, -2.191
2487, 37.862, 7.904, -3.399
2488, 37.862, 7.904, -3.399
2489, 37.862, 7.904, -3.399
2490, 37.862, 7.904, -3.399
2491, 37.862, 7.904, -3.399
2492, 38.891, 6.840, -2.342
2493, 38.891, 6.840, -2.342
2494, 38.891, 6.840, -2.342
2495, 38.891, 6.840, -2.342
2496, 38.891, 6.840, -2.342
2497, 38.450, 2.280, -0.076
2498, 38.450, 2.280, -0.076
2499, 38.450, 2.280, -0.076
2500, 38.450, 2.280, -0.076
2501, 38.450, 2.280, -0.076
2502, 40.362, 2.736, -0.227
2503, 40.362, 2.736, -0.227
2504, 40.362, 2.736, -0.227
2505, 40.362, 2.736, -0.227
2506, 40.362, 2.736, -0.227
2507, 40.215, 3.344, 1.284
2508, 40.215, 3.344, 1.284
2509, 40.215, 3.344, 1.284
2510, 40.215, 3.344, 1.284
2511, 40.215, 3.344, 1.284
2512, 39.774, 2.280, 2.342
2513, 39.774, 2.280, 2.342
2514, 39.774, 2.280, 2.342
2515, 39.774, 2.280, 2.342
2516, 39.774, 2.280, 2.342
2517, 38.450, 0.456, 3.399
2518, 38.450, 0.456, 3.399
2519, 38.450, 0.456, 3.399
2520, 38.450, 0.456, 3.399
2521, 38.450, 0.456, 3.399
2522, 40.362, -1.975, 3.248
2523, 40.362, -1.975, 3.248
2524, 40.362, -1.975, 3.248
2525, 40.362, -1.975, 3.248
2526, 40.362, -1.975, 3.248
2527, 39.186, -1.823, 4.155
2528, 39.186, -1.823, 4.155
2529, 39.186, -1.823, 4.155
2530, 39.186, -1.823, 4.155
2531, 39.186, -1.823, 4.155
2532, 40.215, -4.711, 4.457
2533, 40.215, -4.711, 4.457
2534, 40.215, -4.711, 4.457
2535, 40.215, -4.711, 4.457
2536, 40.215, -4.711, 4.457
2537, 40.509, -5.471, 4.457
2538, 40.509, -5.471, 4.457
2539, 40.509, -5.471, 4.457
2540, 40.509, -5.471, 4.457
2541, 40.509, -5.471, 4.457
2542, 39.333, -7.447, 4.608
2543, 39.333, -7.447, 4.608
2544, 39.333, -7.447, 4.608
2545, 39.333, -7.447, 4.608
2546, 39.333, -7.447, 4.608
2547, 40.068, -7.447, 5.666
2548, 40.068, -7.447, 5.666
2549, 40.068, -7.447, 5.666
2550, 40.068, -7.447, 5.666
2551, 40.068, -7.447, 5.666
2552, 38.891, -8.967, 6.421
2553, 38.891, -8.967, 6.421
2554, 38.891, -8.967, 6.421
2555, 38.891, -8.967, 6.421
2556, 38.891, -8.967, 6.421
2557, 39.627, -9.271, 5.364
2558, 39.627, -9.271, 5.364
2559, 39.627, -9.271, 5.364
2560, 39.627, -9.271, 5.364
2561, 39.627, -9.271, 5.364
2562, 39.333, -11.095, 4.608
2563, 39.333, -11.095, 4.608
2564, 39.333, -11.095, 4.608
2565, 39.333, -11.095, 4.608
2566, 39.333, -11.095, 4.608
2567, 40.656, -8.511, 3.248
2568, 40.656, -8.511, 3.248
2569, 40.656, -8.511, 3.248
2570, 40.656, -8.511, 3.248
2571, 40.656, -8.511, 3.248
2572, 40.362, -8.967, 3.551
2573, 40.362, -8.967, 3.551
2574, 40.362, -8.967, 3.551
2575, 40.362, -8.967, 3.551
2576, 40.362, -8.967, 3.551
2577, 39.627, -8.511, 2.493
2578, 39.627, -8.511, 2.493
2579, 39.627, -8.511, 2.493
2580, 39.627, -8.511, 2.493
2581, 39.627, -8.511, 2.493
2582, 41.538, -10.183, 1.586
2583, 41.538, -10.183, 1.586
2584, 41.538, -10.183, 1.586
2585, 41.538, -10.183, 1.586
2586, 41.538, -10.183, 1.586
2587, 40.509, -9.575, 2.040
2588, 40.509, -9.575, 2.040
2589, 40.509, -9.575, 2.040
2590, 40.509, -9.575, 2.040
2591, 40.509, -9.575, 2.040
2592, 39.627, -9.271, 0.076
2593, 39.627, -9.271, 0.076
2594, 39.627, -9.271, 0.076
2595, 39.627, -9.271, 0.076
2596, 39.627, -9.271, 0.076
2597, 39.186, -9.119, 0.529
2598, 39.186, -9.119, 0.529
2599, 39.186, -9.119, 0.529
2600, 39.186, -9.119, 0.529
2601, 39.186, -9.119, 0.529
2602, 40.215, -9.879, -1.435
2603, 40.215, -9.879, -1.435
2604, 40.215, -9.879, -1.435
2605, 40.215, -9.879, -1.435
2606, 40.215, -9.879, -1.435
2607, 39.333, -10.791, -0.680
2608, 39.333, -10.791, -0.680
2609, 39.333, -10.791, -0.680
2610, 39.333, -10.791, -0.680
2611, 39.333, -10.791, -0.680
2612, 38.891, -11.095, -1.284
2613, 38.891, -11.095, -1.284
2614, 38.891, -11.095, -1.284
2615, 38.891, -11.095, -1.284
2616, 38.891, -11.095, -1.284
2617, 41.097, -10.031, -2.795
2618, 41.097, -10.031, -2.795
2619, 41.097, -10.031, -2.795
2620, 41.097, -10.031, -2.795
2621, 41.097, -10.031, -2.795
2622, 39.186, -11.703, -4.004
2623, 39.186, -11.703, -4.004
2624, 39.186, -11.703, -4.004
2625, 39.186, -11.703, -4.004
2626, 39.186, -11.703, -4.004
2627, 39.186, -11.399, -5.364
2628, 39.186, -11.399, -5.364
2629, 39.186, -11.399, -5.364
2630, 39.186, -11.399, -5.364
2631, 39.186, -11.399, -5.364
2632, 39.480, -12.463, -4.608
2633, 39.480, -12.463, -4.608
2634, 39.480, -12.463, -4.608
2635, 39.480, -12.463, -4.608
2636, 39.480, -12.463, -4.608
2637, 39.627, -13.679, -5.515
2638, 39.627, -13.679, -5.515
2639, 39.627, -13.679, -5.515
2640, 39.627, -13.679, -5.515
2641, 39.627, -13.679, -5.515
2642, 40.068, -15.198, -5.515
2643, 40.068, -15.198, -5.515
2644, 40.068, -15.198, -5.515
2645, 40.068, -15.198, -5.515
2646, 40.068, -15.198, -5.515
2647, 39.480, -13.831, -5.061
2648, 39.480, -13.831, -5.061
2649, 39.480, -13.831, -5.061
2650, 39.480, -13.831, -5.061
2651, 39.480, -13.831, -5.061
2652, 38.744, -14.590, -7.177
2653, 38.744, -14.590, -7.177
2654, 38.744, -14.590, -7.177
2655, 38.744, -14.590, -7.177
2656, 38.744, -14.590, -7.177
2657, 38.303, -14.134, -7.630
2658, 38.303, -14.134, -7.630
2659, 38.303, -14.134, -7.630
2660, 38.303, -14.134, -7.630
2661, 38.303, -14.134, -7.630
2662, 38.744, -15.046, -7.781
2663, 38.744, -15.046, -7.781
2664, 38.744, -15.046, -7.781
2665, 38.744, -15.046, -7.781
2666, 38.744, -15.046, -7.781
2667, 38.303, -15.502, -8.385
2668, 38.303, -15.502, -8.385
2669, 38.303, -15.502, -8.385
2670, 38.303, -15.502, -8.385
2671, 38.303, -15.502, -8.385
2672, 38.597, -14.134, -11.558
2673, 38.597, -14.134, -11.558
2674, 38.597, -14.134, -11.558
2675, 38.597, -14.134, -11.558
2676, 38.597, -14.134, -11.558
2677, 36.539, -14.894, -12.918
2678, 36.539, -14.894, -12.918
2679, 36.539, -14.894, -12.918
2680, 36.539, -14.894, -12.918
2681, 36.539, -14.894, -12.918
2682, 36.098, -15.198, -15.638
2683, 36.098, -15.198, -15.638
2684, 36.098, -15.198, -15.638
2685, 36.098, -15.198, -15.638
2686, 36.098, -15.198, -15.638
2687, 34.921, -13.831, -15.184
2688, 34.921, -13.831, -15.184
2689, 34.921, -13.831, -15.184
2690, 34.921, -13.831, -15.184
2691, 34.921, -13.831, -15.184
2692, 33.598, -14.438, -17.451
2693, 33.598, -14.438, -17.451
2694, 33.598, -14.438, -17.451
2695, 33.598, -14.438, -17.451
2696, 33.598, -14.438, -17.451
2697, 30.657, -13.527, -21.530
2698, 30.657, -13.527, -21.530
2699, 30.657, -13.527, -21.530
2700, 30.657, -13.527, -21.530
2701, 30.657, -13.527, -21.530
2702, 31.981, -14.894, -21.379
2703, 31.981, -14.894, -21.379
2704, 31.981, -14.894, -21.379
2705, 31.981, -14.894, -21.379
2706, 31.981, -14.894, -21.379
2707, 30.363, -13.831, -23.645
2708, 30.363, -13.831, -23.645
2709, 30.363, -13.831, -23.645
2710, 30.363, -13.831, -23.645
2711, 30.363, -13.831, -23.645
2712, 28.599, -14.286, -25.760
2713, 28.599, -14.286, -25.760
2714, 28.599, -14.286, -25.760
2715, 28.599, -14.286, -25.760
2716, 28.599, -14.286, -25.760
2717, 25.217, -12.615, -28.027
2718, 25.217, -12.615, -28.027
2719, 25.217, -12.615, -28.027
2720, 25.217, -12.615, -28.027
2721, 25.217, -12.615, -28.027
2722, 24.041, -10.639, -30.897
2723, 24.041, -10.639, -30.897
2724, 24.041, -10.639, -30.897
2725, 24.041, -10.639, -30.897
2726, 24.041, -10.639, -30.897
2727, 22.717, -10.031, -31.502
2728, 22.717, -10.031, -31.502
2729, 22.717, -10.031, -31.502
2730, 22.717, -10.031, -31.502
2731, 22.717, -10.031, -31.502
2732, 20.659, -10.031, -32.862
2733, 20.659, -10.031, -32.862
2734, 20.659, -10.031, -32.862
2735, 20.659, -10.031, -32.862
2736, 20.659, -10.031, -32.862
2737, 19.189, -8.511, -33.919
2738, 19.189, -8.511, -33.919
2739, 19.189, -8.511, -33.919
2740, 19.189, -8.511, -33.919
2741, 19.189, -8.511, -33.919
2742, 16.836, -7.903, -36.337
2743, 16.836, -7.903, -36.337
2744, 16.836, -7.903, -36.337
2745, 16.836, -7.903, -36.337
2746, 16.836, -7.903, -36.337
2747, 15.219, -6.991, -36.186
2748, 15.219, -6.991, -36.186
2749, 15.219, -6.991, -36.186
2750, 15.219, -6.991, -36.186
2751, 15.219, -6.991, -36.186
2752, 12.719, -5.167, -36.488
2753, 12.719, -5.167, -36.488
2754, 12.719, -5.167, -36.488
2755, 12.719, -5.167, -36.488
2756, 12.719, -5.167, -36.488
2757, 12.572, -4.559, -36.790
2758, 12.572, -4.559, -36.790
2759, 12.572, -4.559, -36.790
2760, 12.572, -4.559, -36.790
2761, 12.572, -4.559, -36.790
2762, 9.778, -2.735, -36.337
2763, 9.778, -2.735, -36.337
2764, 9.778, -2.735, -36.337
2765, 9.778, -2.735, -36.337
2766, 9.778, -2.735, -36.337
2767, 10.807, -0.912, -37.847
2768, 10.807, -0.912, -37.847
2769, 10.807, -0.912, -37.847
2770, 10.807, -0.912, -37.847
2771, 10.807, -0.912, -37.847
2772, 10.072, -1.216, -37.847
2773, 10.072, -1.216, -37.847
2774, 10.072, -1.216, -37.847
2775, 10.072, -1.216, -37.847
2776, 10.072, -1.216, -37.847
2777, 9.925, 0.456, -37.243
2778, 9.925, 0.456, -37.243
2779, 9.925, 0.456, -37.243
2780, 9.925, 0.456, -37.243
2781, 9.925, 0.456, -37.243
2782, 9.778, 2.736, -38.150
2783, 9.778, 2.736, -38.150
2784, 9.778, 2.736, -38.150
2785, 9.778, 2.736, -38.150
2786, 9.778, 2.736, -38.150
2787, 10.219, 1.824, -37.243
2788, 10.219, 1.824, -37.243
2789, 10.219, 1.824, -37.243
2790, 10.219, 1.824, -37.243
2791, 10.219, 1.824, -37.243
2792, 10.219, 3.648, -35.883
2793, 10.219, 3.648, -35.883
2794, 10.219, 3.648, -35.883
2795, 10.219, 3.648, -35.883
2796, 10.219, 3.648, -35.883
2797, 10.660, 5.168, -36.488
2798, 10.660, 5.168, -36.488
2799, 10.660, 5.168, -36.488
2800, 10.660, 5.168, -36.488
2801, 10.660, 5.168, -36.488
2802, 10.513, 6.536, -36.337
2803, 10.513, 6.536, -36.337
2804, 10.513, 6.536, -36.337
2805, 10.513, 6.536, -36.337
2806, 10.513, 6.536, -36.337
2807, 12.425, 6.232, -37.243
2808, 12.425, 6.232, -37.243
2809, 12.425, 6.232, -37.243
2810, 12.425, 6.232, -37.243
2811, 12.425, 6.232, -37.243
2812, 12.866, 8.360, -37.092
2813, 12.866, 8.360, -37.092
2814, 12.866, 8.360, -37.092
2815, 12.866, 8.360, -37.092
2816, 12.866, 8.360, -37.092
2817, 11.543, 6.080, -36.337
2818, 11.543, 6.080, -36.337
2819, 11.543, 6.080, -36.337
2820, 11.543, 6.080, -36.337
2821, 11.543, 6.080, -36.337
2822, 11.984, 7.448, -35.883
2823, 11.984, 7.448, -35.883
2824, 11.984, 7.448, -35.883
2825, 11.984, 7.448, -35.883
2826, 11.984, 7.448, -35.883
2827, 14.924, 7.752, -36.186
2828, 14.924, 7.752, -36.186
2829, 14.924, 7.752, -36.186
2830, 14.924, 7.752, -36.186
2831, 14.924, 7.752, -36.186
2832, 12.572, 6.840, -36.790
2833, 12.572, 6.840, -36.790
2834, 12.572, 6.840, -36.790
2835, 12.572, 6.840, -36.790
2836, 12.572, 6.840, -36.790
2837, 14.630, 8.664, -36.034
2838, 14.630, 8.664, -36.034
2839, 14.630, 8.664, -36.034
2840, 14.630, 8.664, -36.034
2841, 14.630, 8.664, -36.034
2842, 13.307, 7.600, -36.337
2843, 13.307, 7.600, -36.337
2844, 13.307, 7.600, -36.337
2845, 13.307, 7.600, -36.337
2846, 13.307, 7.600, -36.337
2847, 13.454, 7.752, -36.488
2848, 13.454, 7.752, -36.488
2849, 13.454, 7.752, -36.488
2850, 13.454, 7.752, -36.488
2851, 13.454, 7.752, -36.488
2852, 14.189, 5.928, -34.524
2853, 14.189, 5.928, -34.524
2854, 14.189, 5.928, -34.524
2855, 14.189, 5.928, -34.524
2856, 14.189, 5.928, -34.524
2857, 15.072, 5.320, -34.977
2858, 15.072, 5.320, -34.977
2859, 15.072, 5.320, -34.977
2860, 15.072, 5.320, -34.977
2861, 15.072, 5.320, -34.977
2862, 14.483, 4.408, -36.186
2863, 14.483, 4.408, -36.186
2864, 14.483, 4.408, -36.186
2865, 14.483, 4.408, -36.186
2866, 14.483, 4.408, -36.186
2867, 16.101, 3.192, -35.279
2868, 16.101, 3.192, -35.279
2869, 16.101, 3.192, -35.279
2870, 16.101, 3.192, -35.279
2871, 16.101, 3.192, -35.279
2872, 17.571, 2.128, -35.279
2873, 17.571, 2.128, -35.279
2874, 17.571, 2.128, -35.279
2875, 17.571, 2.128, -35.279
2876, 17.571, 2.128, -35.279
2877, 17.130, 0.608, -35.732
2878, 17.130, 0.608, -35.732
2879, 17.130, 0.608, -35.732
2880, 17.130, 0.608, -35.732
2881, 17.130, 0.608, -35.732
2882, 17.571, -1.671, -35.279
2883, 17.571, -1.671, -35.279
2884, 17.571, -1.671, -35.279
2885, 17.571, -1.671, -35.279
2886, 17.571, -1.671, -35.279
2887, 17.277, -0.304, -34.524
2888, 17.277, -0.304, -34.524
2889, 17.277, -0.304, -34.524
2890, 17.277, -0.304, -34.524
2891, 17.277, -0.304, -34.524
2892, 19.630, -3.495, -33.919
2893, 19.630, -3.495, -33.919
2894, 19.630, -3.495, -33.919
2895, 19.630, -3.495, -33.919
2896, 19.630, -3.495, -33.919
2897, 20.365, -3.495, -33.919
2898, 20.365, -3.495, -33.919
2899, 20.365, -3.495, -33.919
2900, 20.365, -3.495, -33.919
2901, 20.365, -3.495, -33.919
2902, 18.600, -1.975, -33.617
2903, 18.600, -1.975, -33.617
2904, 18.600, -1.975, -33.617
2905, 18.600, -1.975, -33.617
2906, 18.600, -1.975, -33.617
2907, 19.483, -5.471, -34.070
2908, 19.483, -5.471, -34.070
2909, 19.483, -5.471, -34.070
2910, 19.483, -5.471, -34.070
2911, 19.483, -5.471, -34.070
2912, 19.483, -3.951, -34.524
2913, 19.483, -3.951, -34.524
2914, 19.483, -3.951, -34.524
2915, 19.483, -3.951, -34.524
2916, 19.483, -3.951, -34.524
2917, 17.865, -4.255, -33.919
2918, 17.865, -4.255, -33.919
2919, 17.865, -4.255, -33.919
2920, 17.865, -4.255, -33.919
2921, 17.865, -4.255, -33.919
2922, 17.571, -5.319, -35.732
2923, 17.571, -5.319, -35.732
2924, 17.571, -5.319, -35.732
2925, 17.571, -5.319, -35.732
2926, 17.571, -5.319, -35.732
2927, 17.130, -3.495, -36.790
2928, 17.130, -3.495, -36.790
2929, 17.130, -3.495, -36.790
2930, 17.130, -3.495, -36.790
2931, 17.130, -3.495, -36.790
2932, 15.513, -4.407, -35.883
2933, 15.513, -4.407, -35.883
2934, 15.513, -4.407, -35.883
2935, 15.513, -4.407, -35.883
2936, 15.513, -4.407, -35.883
2937, 15.513, -4.407, -34.826
2938, 15.513, -4.407, -34.826
2939, 15.513, -4.407, -34.826
2940, 15.513, -4.407, -34.826
2941, 15.513, -4.407, -34.826
2942, 13.454, -3.951, -35.883
2943, 13.454, -3.951, -35.883
2944, 13.454, -3.951, -35.883
2945, 13.454, -3.951, -35.883
2946, 13.454, -3.951, -35.883
2947, 11.837, -3.039, -35.732
2948, 11.837, -3.039, -35.732
2949, 11.837, -3.039, -35.732
2950, 11.837, -3.039, -35.732
2951, 11.837, -3.039, -35.732
2952, 10.954, -2.887, -36.941
2953, 10.954, -2.887, -36.941
2954, 10.954, -2.887, -36.941
2955, 10.954, -2.887, -36.941
2956, 10.954, -2.887, -36.941
2957, 9.043, -2.279, -39.509
2958, 9.043, -2.279, -39.509
2959, 9.043, -2.279, -39.509
2960, 9.043, -2.279, -39.509
2961, 9.043, -2.279, -39.509
2962, 8.308, -1.216, -38.905
2963, 8.308, -1.216, -38.905
2964, 8.308, -1.216, -38.905
2965, 8.308, -1.216, -38.905
2966, 8.308, -1.216, -38.905
2967, 6.543, -0.912, -38.150
2968, 6.543, -0.912, -38.150
2969, 6.543, -0.912, -38.150
2970, 6.543, -0.912, -38.150
2971, 6.543, -0.912, -38.150
2972, 7.279, -0.152, -38.452
2973, 7.279, -0.152, -38.452
2974, 7.279, -0.152, -38.452
2975, 7.279, -0.152, -38.452
2976, 7.279, -0.152, -38.452
2977, 4.632, 1.064, -38.603
2978, 4.632, 1.064, -38.603
2979, 4.632, 1.064, -38.603
2980, 4.632, 1.064, -38.603
2981, 4.632, 1.064, -38.603
2982, 4.632, 2.584, -37.999
2983, 4.632, 2.584, -37.999
2984, 4.632, 2.584, -37.999
2985, 4.632, 2.584, -37.999
2986, 4.632, 2.584, -37.999
2987, 3.015, 2.128, -37.394
2988, 3.015, 2.128, -37.394
2989, 3.015, 2.128, -37.394
2990, 3.015, 2.128, -37.394
2991, 3.015, 2.128, -37.394
2992, 3.750, 3.496, -38.150
2993, 3.750, 3.496, -38.150
2994, 3.750, 3.496, -38.150
2995, 3.750, 3.496, -38.150
2996, 3.750, 3.496, -38.150
2997, 3.750, 4.256, -36.034
2998, 3.750, 4.256, -36.034
2999, 3.750, 4.256, -36.034
3000, 3.750, 4.256, -36.034
3001, 3.750, 4.256, -36.034
3002, 3.015, 6.080, -37.847
3003, 3.015, 6.080, -37.847
3004, 3.015, 6.080, -37.847
3005, 3.015, 6.080, -37.847
3006, 3.015, 6.080, -37.847
3007, 2.573, 6.232, -38.301
3008, 2.573, 6.232, -38.301
3009, 2.573, 6.232, -38.301
3010, 2.573, 6.232, -38.301
3011, 2.573, 6.232, -38.301
3012, 2.426, 7.904, -36.337
3013, 2.426, 7.904, -36.337
3014, 2.426, 7.904, -36.337
3015, 2.426, 7.904, -36.337
3016, 2.426, 7.904, -36.337
3017, 2.426, 8.360, -37.092
3018, 2.426, 8.360, -37.092
3019, 2.426, 8.360, -37.092
3020, 2.426, 8.360, -37.092
3021, 2.426, 8.360, -37.092
3022, 3.897, 8.512, -36.186
3023, 3.897, 8.512, -36.186
3024, 3.897, 8.512, -36.186
3025, 3.897, 8.512, -36.186
3026, 3.897, 8.512, -36.186
3027, 2.867, 9.576, -35.883
3028, 2.867, 9.576, -35.883
3029, 2.867, 9.576, -35.883
3030, 2.867, 9.576, -35.883
3031, 2.867, 9.576, -35.883
3032, 3.309, 11.399, -37.545
3033, 3.309, 11.399, -37.545
3034, 3.309, 11.399, -37.545
3035, 3.309, 11.399, -37.545
3036, 3.309, 11.399, -37.545
3037, 2.573, 11.399, -36.941
3038, 2.573, 11.399, -36.941
3039, 2.573, 11.399, -36.941
3040, 2.573, 11.399, -36.941
3041, 2.573, 11.399, -36.941
3042, 0.221, 12.767, -34.977
3043, 0.221, 12.767, -34.977
3044, 0.221, 12.767, -34.977
3045, 0.221, 12.767, -34.977
3046, 0.221, 12.767, -34.977
3047, 2.573, 14.287, -34.826
3048, 2.573, 14.287, -34.826
3049, 2.573, 14.287, -34.826
3050, 2.573, 14.287, -34.826
3051, 2.573, 14.287, -34.826
3052, 2.573, 15.807, -35.883
3053, 2.573, 15.807, -35.883
3054, 2.573, 15.807, -35.883
3055, 2.573, 15.807, -35.883
3056, 2.573, 15.807, -35.883
