Samples, Mx, My, Mz
6396, 32.422, -19.758, -16.997
6397, 31.099, -17.934, -17.602
6398, 31.099, -17.934, -17.602
6399, 31.099, -17.934, -17.602
6400, 31.099, -17.934, -17.602
6401, 31.099, -17.934, -17.602
6402, 32.275, -18.846, -17.753
6403, 32.275, -18.846, -17.753
6404, 32.275, -18.846, -17.753
6405, 32.275, -18.846, -17.753
6406, 32.275, -18.846, -17.753
6407, 31.687, -18.694, -17.300
6408, 31.687, -18.694, -17.300
6409, 31.687, -18.694, -17.300
6410, 31.687, -18.694, -17.300
6411, 31.687, -18.694, -17.300
6412, 32.422, -19.758, -16.544
6413, 32.422, -19.758, -16.544
6414, 32.422, -19.758, -16.544
6415, 32.422, -19.758, -16.544
6416, 32.422, -19.758, -16.544
6417, 32.275, -19.910, -16.091
6418, 32.275, -19.910, -16.091
6419, 32.275, -19.910, -16.091
6420, 32.275, -19.910, -16.091
6421, 32.275, -19.910, -16.091
6422, 31.393, -18.998, -16.242
6423, 31.393, -18.998, -16.242
6424, 31.393, -18.998, -16.242
6425, 31.393, -18.998, -16.242
6426, 31.393, -18.998, -16.242
6427, 32.422, -20.518, -16.544
6428, 32.422, -20.518, -16.544
6429, 32.422, -20.518, -16.544
6430, 32.422, -20.518, -16.544
6431, 32.422, -20.518, -16.544
6432, 32.275, -20.366, -15.638
6433, 32.275, -20.366, -15.638
6434, 32.275, -20.366, -15.638
6435, 32.275, -20.366, -15.638
6436, 32.275, -20.366, -15.638
6437, 33.892, -22.038, -15.486
6438, 33.892, -22.038, -15.486
6439, 33.892, -22.038, -15.486
6440, 33.892, -22.038, -15.486
6441, 33.892, -22.038, -15.486
6442, 32.569, -21.430, -15.033
6443, 32.569, -21.430, -15.033
6444, 32.569, -21.430, -15.033
6445, 32.569, -21.430, -15.033
6446, 32.569, -21.430, -15.033
6447, 33.010, -21.430, -12.918
6448, 33.010, -21.430, -12.918
6449, 33.010, -21.430, -12.918
6450, 33.010, -21.430, -12.918
6451, 33.010, -21.430, -12.918
6452, 31.687, -21.582, -14.127
6453, 31.687, -21.582, -14.127
6454, 31.687, -21.582, -14.127
6455, 31.687, -21.582, -14.127
6456, 31.687, -21.582, -14.127
6457, 33.598, -22.494, -15.033
6458, 33.598, -22.494, -15.033
6459, 33.598, -22.494, -15.033
6460, 33.598, -22.494, -15.033
6461, 33.598, -22.494, -15.033
6462, 31.687, -22.038, -13.825
6463, 31.687, -22.038, -13.825
6464, 31.687, -22.038, -13.825
6465, 31.687, -22.038, -13.825
6466, 31.687, -22.038, -13.825
6467, 33.304, -23.254, -12.918
6468, 33.304, -23.254, -12.918
6469, 33.304, -23.254, -12.918
6470, 33.304, -23.254, -12.918
6471, 33.304, -23.254, -12.918
6472, 31.540, -22.494, -14.278
6473, 31.540, -22.494, -14.278
6474, 31.540, -22.494, -14.278
6475, 31.540, -22.494, -14.278
6476, 31.540, -22.494, -14.278
6477, 33.010, -22.494, -12.616
6478, 33.010, -22.494, -12.616
6479, 33.010, -22.494, -12.616
6480, 33.010, -22.494, -12.616
6481, 33.010, -22.494, -12.616
6482, 33.157, -22.342, -12.314
6483, 33.157, -22.342, -12.314
6484, 33.157, -22.342, -12.314
6485, 33.157, -22.342, -12.314
6486, 33.157, -22.342, -12.314
6487, 33.451, -23.406, -12.314
6488, 33.451, -23.406, -12.314
6489, 33.451, -23.406, -12.314
6490, 33.451, -23.406, -12.314
6491, 33.451, -23.406, -12.314
6492, 33.010, -24.014, -12.163
6493, 33.010, -24.014, -12.163
6494, 33.010, -24.014, -12.163
6495, 33.010, -24.014, -12.163
6496, 33.010, -24.014, -12.163
6497, 31.393, -24.166, -13.371
6498, 31.393, -24.166, -13.371
6499, 31.393, -24.166, -13.371
6500, 31.393, -24.166, -13.371
6501, 31.393, -24.166, -13.371
6502, 32.422, -24.926, -12.767
6503, 32.422, -24.926, -12.767
6504, 32.422, -24.926, -12.767
6505, 32.422, -24.926, -12.767
6506, 32.422, -24.926, -12.767
6507, 32.275, -24.014, -11.860
6508, 32.275, -24.014, -11.860
6509, 32.275, -24.014, -11.860
6510, 32.275, -24.014, -11.860
6511, 32.275, -24.014, -11.860
6512, 32.128, -24.926, -12.314
6513, 32.128, -24.926, -12.314
6514, 32.128, -24.926, -12.314
6515, 32.128, -24.926, -12.314
6516, 32.128, -24.926, -12.314
6517, 33.157, -24.166, -10.198
6518, 33.157, -24.166, -10.198
6519, 33.157, -24.166, -10.198
6520, 33.157, -24.166, -10.198
6521, 33.157, -24.166, -10.198
6522, 34.774, -23.558, -11.558
6523, 34.774, -23.558, -11.558
6524, 34.774, -23.558, -11.558
6525, 34.774, -23.558, -11.558
6526, 34.774, -23.558, -11.558
6527, 33.598, -22.494, -12.163
6528, 33.598, -22.494, -12.163
6529, 33.598, -22.494, -12.163
6530, 33.598, -22.494, -12.163
6531, 33.598, -22.494, -12.163
6532, 34.480, -23.102, -12.011
6533, 34.480, -23.102, -12.011
6534, 34.480, -23.102, -12.011
6535, 34.480, -23.102, -12.011
6536, 34.480, -23.102, -12.011
6537, 33.010, -22.950, -11.860
6538, 33.010, -22.950, -11.860
6539, 33.010, -22.950, -11.860
6540, 33.010, -22.950, -11.860
6541, 33.010, -22.950, -11.860
6542, 34.186, -23.102, -11.709
6543, 34.186, -23.102, -11.709
6544, 34.186, -23.102, -11.709
6545, 34.186, -23.102, -11.709
6546, 34.186, -23.102, -11.709
6547, 32.716, -23.406, -13.069
6548, 32.716, -23.406, -13.069
6549, 32.716, -23.406, -13.069
6550, 32.716, -23.406, -13.069
6551, 32.716, -23.406, -13.069
6552, 33.304, -25.078, -9.745
6553, 33.304, -25.078, -9.745
6554, 33.304, -25.078, -9.745
6555, 33.304, -25.078, -9.745
6556, 33.304, -25.078, -9.745
6557, 33.010, -21.734, -10.501
6558, 33.010, -21.734, -10.501
6559, 33.010, -21.734, -10.501
6560, 33.010, -21.734, -10.501
6561, 33.010, -21.734, -10.501
6562, 33.157, -23.102, -11.256
6563, 33.157, -23.102, -11.256
6564, 33.157, -23.102, -11.256
6565, 33.157, -23.102, -11.256
6566, 33.157, -23.102, -11.256
6567, 33.304, -22.494, -11.860
6568, 33.304, -22.494, -11.860
6569, 33.304, -22.494, -11.860
6570, 33.304, -22.494, -11.860
6571, 33.304, -22.494, -11.860
6572, 33.304, -23.254, -11.860
6573, 33.304, -23.254, -11.860
6574, 33.304, -23.254, -11.860
6575, 33.304, -23.254, -11.860
6576, 33.304, -23.254, -11.860
6577, 31.981, -24.318, -13.220
6578, 31.981, -24.318, -13.220
6579, 31.981, -24.318, -13.220
6580, 31.981, -24.318, -13.220
6581, 31.981, -24.318, -13.220
6582, 32.716, -23.862, -12.314
6583, 32.716, -23.862, -12.314
6584, 32.716, -23.862, -12.314
6585, 32.716, -23.862, -12.314
6586, 32.716, -23.862, -12.314
6587, 33.598, -23.558, -12.616
6588, 33.598, -23.558, -12.616
6589, 33.598, -23.558, -12.616
6590, 33.598, -23.558, -12.616
6591, 33.598, -23.558, -12.616
6592, 32.422, -23.406, -13.069
6593, 32.422, -23.406, -13.069
6594, 32.422, -23.406, -13.069
6595, 32.422, -23.406, -13.069
6596, 32.422, -23.406, -13.069
6597, 33.598, -24.318, -12.918
6598, 33.598, -24.318, -12.918
6599, 33.598, -24.318, -12.918
6600, 33.598, -24.318, -12.918
6601, 33.598, -24.318, -12.918
6602, 33.157, -22.646, -13.371
6603, 33.157, -22.646, -13.371
6604, 33.157, -22.646, -13.371
6605, 33.157, -22.646, -13.371
6606, 33.157, -22.646, -13.371
6607, 34.039, -22.190, -12.918
6608, 34.039, -22.190, -12.918
6609, 34.039, -22.190, -12.918
6610, 34.039, -22.190, -12.918
6611, 34.039, -22.190, -12.918
6612, 32.716, -22.342, -11.256
6613, 32.716, -22.342, -11.256
6614, 32.716, -22.342, -11.256
6615, 32.716, -22.342, -11.256
6616, 32.716, -22.342, -11.256
6617, 32.716, -24.166, -12.011
6618, 32.716, -24.166, -12.011
6619, 32.716, -24.166, -12.011
6620, 32.716, -24.166, -12.011
6621, 32.716, -24.166, -12.011
6622, 33.451, -23.102, -12.011
6623, 33.451, -23.102, -12.011
6624, 33.451, -23.102, -12.011
6625, 33.451, -23.102, -12.011
6626, 33.451, -23.102, -12.011
6627, 34.039, -23.558, -11.105
6628, 34.039, -23.558, -11.105
6629, 34.039, -23.558, -11.105
6630, 34.039, -23.558, -11.105
6631, 34.039, -23.558, -11.105
6632, 33.451, -23.406, -11.256
6633, 33.451, -23.406, -11.256
6634, 33.451, -23.406, -11.256
6635, 33.451, -23.406, -11.256
6636, 33.451, -23.406, -11.256
6637, 34.039, -24.318, -8.385
6638, 34.039, -24.318, -8.385
6639, 34.039, -24.318, -8.385
6640, 34.039, -24.318, -8.385
6641, 34.039, -24.318, -8.385
6642, 33.010, -26.142, -8.385
6643, 33.010, -26.142, -8.385
6644, 33.010, -26.142, -8.385
6645, 33.010, -26.142, -8.385
6646, 33.010, -26.142, -8.385
6647, 33.157, -25.230, -7.781
6648, 33.157, -25.230, -7.781
6649, 33.157, -25.230, -7.781
6650, 33.157, -25.230, -7.781
6651, 33.157, -25.230, -7.781
6652, 33.451, -27.053, -5.061
6653, 33.451, -27.053, -5.061
6654, 33.451, -27.053, -5.061
6655, 33.451, -27.053, -5.061
6656, 33.451, -27.053, -5.061
6657, 33.451, -28.269, -3.551
6658, 33.451, -28.269, -3.551
6659, 33.451, -28.269, -3.551
6660, 33.451, -28.269, -3.551
6661, 33.451, -28.269, -3.551
6662, 35.657, -27.813, -0.076
6663, 35.657, -27.813, -0.076
6664, 35.657, -27.813, -0.076
6665, 35.657, -27.813, -0.076
6666, 35.657, -27.813, -0.076
6667, 34.186, -27.813, 1.284
6668, 34.186, -27.813, 1.284
6669, 34.186, -27.813, 1.284
6670, 34.186, -27.813, 1.284
6671, 34.186, -27.813, 1.284
6672, 32.716, -27.053, 4.457
6673, 32.716, -27.053, 4.457
6674, 32.716, -27.053, 4.457
6675, 32.716, -27.053, 4.457
6676, 32.716, -27.053, 4.457
6677, 33.892, -27.053, 7.328
6678, 33.892, -27.053, 7.328
6679, 33.892, -27.053, 7.328
6680, 33.892, -27.053, 7.328
6681, 33.892, -27.053, 7.328
6682, 34.480, -27.509, 10.047
6683, 34.480, -27.509, 10.047
6684, 34.480, -27.509, 10.047
6685, 34.480, -27.509, 10.047
6686, 34.480, -27.509, 10.047
6687, 32.275, -25.534, 13.673
6688, 32.275, -25.534, 13.673
6689, 32.275, -25.534, 13.673
6690, 32.275, -25.534, 13.673
6691, 32.275, -25.534, 13.673
6692, 31.246, -26.142, 16.242
6693, 31.246, -26.142, 16.242
6694, 31.246, -26.142, 16.242
6695, 31.246, -26.142, 16.242
6696, 31.246, -26.142, 16.242
6697, 30.510, -24.318, 18.357
6698, 30.510, -24.318, 18.357
6699, 30.510, -24.318, 18.357
6700, 30.510, -24.318, 18.357
6701, 30.510, -24.318, 18.357
6702, 28.893, -21.582, 21.983
6703, 28.893, -21.582, 21.983
6704, 28.893, -21.582, 21.983
6705, 28.893, -21.582, 21.983
6706, 28.893, -21.582, 21.983
6707, 27.717, -19.910, 23.947
6708, 27.717, -19.910, 23.947
6709, 27.717, -19.910, 23.947
6710, 27.717, -19.910, 23.947
6711, 27.717, -19.910, 23.947
6712, 26.981, -18.846, 26.063
6713, 26.981, -18.846, 26.063
6714, 26.981, -18.846, 26.063
6715, 26.981, -18.846, 26.063
6716, 26.981, -18.846, 26.063
6717, 25.805, -15.350, 28.933
6718, 25.805, -15.350, 28.933
6719, 25.805, -15.350, 28.933
6720, 25.805, -15.350, 28.933
6721, 25.805, -15.350, 28.933
6722, 24.041, -12.767, 29.991
6723, 24.041, -12.767, 29.991
6724, 24.041, -12.767, 29.991
6725, 24.041, -12.767, 29.991
6726, 24.041, -12.767, 29.991
6727, 21.688, -10.031, 30.293
6728, 21.688, -10.031, 30.293
6729, 21.688, -10.031, 30.293
6730, 21.688, -10.031, 30.293
6731, 21.688, -10.031, 30.293
6732, 20.512, -6.991, 31.502
6733, 20.512, -6.991, 31.502
6734, 20.512, -6.991, 31.502
6735, 20.512, -6.991, 31.502
6736, 20.512, -6.991, 31.502
6737, 20.806, -6.231, 32.559
6738, 20.806, -6.231, 32.559
6739, 20.806, -6.231, 32.559
6740, 20.806, -6.231, 32.559
6741, 20.806, -6.231, 32.559
6742, 17.130, -2.735, 32.711
6743, 17.130, -2.735, 32.711
6744, 17.130, -2.735, 32.711
6745, 17.130, -2.735, 32.711
6746, 17.130, -2.735, 32.711
6747, 16.689, 1.064, 33.164
6748, 16.689, 1.064, 33.164
6749, 16.689, 1.064, 33.164
6750, 16.689, 1.064, 33.164
6751, 16.689, 1.064, 33.164
6752, 14.336, 5.016, 33.315
6753, 14.336, 5.016, 33.315
6754, 14.336, 5.016, 33.315
6755, 14.336, 5.016, 33.315
6756, 14.336, 5.016, 33.315
6757, 14.189, 5.168, 32.862
6758, 14.189, 5.168, 32.862
6759, 14.189, 5.168, 32.862
6760, 14.189, 5.168, 32.862
6761, 14.189, 5.168, 32.862
6762, 13.307, 6.536, 31.955
6763, 13.307, 6.536, 31.955
6764, 13.307, 6.536, 31.955
6765, 13.307, 6.536, 31.955
6766, 13.307, 6.536, 31.955
6767, 12.719, 7.752, 33.164
6768, 12.719, 7.752, 33.164
6769, 12.719, 7.752, 33.164
6770, 12.719, 7.752, 33.164
6771, 12.719, 7.752, 33.164
6772, 10.660, 9.880, 31.804
6773, 10.660, 9.880, 31.804
6774, 10.660, 9.880, 31.804
6775, 10.660, 9.880, 31.804
6776, 10.660, 9.880, 31.804
6777, 9.043, 10.792, 32.257
6778, 9.043, 10.792, 32.257
6779, 9.043, 10.792, 32.257
6780, 9.043, 10.792, 32.257
6781, 9.043, 10.792, 32.257
6782, 8.896, 12.463, 31.804
6783, 8.896, 12.463, 31.804
6784, 8.896, 12.463, 31.804
6785, 8.896, 12.463, 31.804
6786, 8.896, 12.463, 31.804
6787, 7.132, 13.223, 31.049
6788, 7.132, 13.223, 31.049
6789, 7.132, 13.223, 31.049
6790, 7.132, 13.223, 31.049
6791, 7.132, 13.223, 31.049
6792, 6.102, 13.223, 32.862
6793, 6.102, 13.223, 32.862
6794, 6.102, 13.223, 32.862
6795, 6.102, 13.223, 32.862
6796, 6.102, 13.223, 32.862
6797, 7.279, 15.655, 32.711
6798, 7.279, 15.655, 32.711
6799, 7.279, 15.655, 32.711
6800, 7.279, 15.655, 32.711
6801, 7.279, 15.655, 32.711
6802, 5.220, 16.415, 31.955
6803, 5.220, 16.415, 31.955
6804, 5.220, 16.415, 31.955
6805, 5.220, 16.415, 31.955
6806, 5.220, 16.415, 31.955
6807, 4.779, 17.175, 29.840
6808, 4.779, 17.175, 29.840
6809, 4.779, 17.175, 29.840
6810, 4.779, 17.175, 29.840
6811, 4.779, 17.175, 29.840
6812, 4.779, 17.479, 29.538
6813, 4.779, 17.479, 29.538
6814, 4.779, 17.479, 29.538
6815, 4.779, 17.479, 29.538
6816, 4.779, 17.479, 29.538
6817, 3.897, 19.151, 28.631
6818, 3.897, 19.151, 28.631
6819, 3.897, 19.151, 28.631
6820, 3.897, 19.151, 28.631
6821, 3.897, 19.151, 28.631
6822, 3.750, 19.607, 28.178
6823, 3.750, 19.607, 28.178
6824, 3.750, 19.607, 28.178
6825, 3.750, 19.607, 28.178
6826, 3.750, 19.607, 28.178
6827, 3.897, 21.735, 26.214
6828, 3.897, 21.735, 26.214
6829, 3.897, 21.735, 26.214
6830, 3.897, 21.735, 26.214
6831, 3.897, 21.735, 26.214
6832, 2.720, 22.647, 23.947
6833, 2.720, 22.647, 23.947
6834, 2.720, 22.647, 23.947
6835, 2.720, 22.647, 23.947
6836, 2.720, 22.647, 23.947
6837, 1.691, 24.774, 23.947
6838, 1.691, 24.774, 23.947
6839, 1.691, 24.774, 23.947
6840, 1.691, 24.774, 23.947
6841, 1.691, 24.774, 23.947
6842, 2.279, 26.446, 21.983
6843, 2.279, 26.446, 21.983
6844, 2.279, 26.446, 21.983
6845, 2.279, 26.446, 21.983
6846, 2.279, 26.446, 21.983
6847, 0.956, 27.814, 19.717
6848, 0.956, 27.814, 19.717
6849, 0.956, 27.814, 19.717
6850, 0.956, 27.814, 19.717
6851, 0.956, 27.814, 19.717
6852, 1.397, 27.358, 17.602
6853, 1.397, 27.358, 17.602
6854, 1.397, 27.358, 17.602
6855, 1.397, 27.358, 17.602
6856, 1.397, 27.358, 17.602
6857, 2.279, 29.790, 17.753
6858, 2.279, 29.790, 17.753
6859, 2.279, 29.790, 17.753
6860, 2.279, 29.790, 17.753
6861, 2.279, 29.790, 17.753
6862, 1.838, 29.790, 14.580
6863, 1.838, 29.790, 14.580
6864, 1.838, 29.790, 14.580
6865, 1.838, 29.790, 14.580
6866, 1.838, 29.790, 14.580
6867, 3.456, 33.590, 12.314
6868, 3.456, 33.590, 12.314
6869, 3.456, 33.590, 12.314
6870, 3.456, 33.590, 12.314
6871, 3.456, 33.590, 12.314
6872, 3.015, 33.590, 11.709
6873, 3.015, 33.590, 11.709
6874, 3.015, 33.590, 11.709
6875, 3.015, 33.590, 11.709
6876, 3.015, 33.590, 11.709
6877, 2.426, 34.046, 10.198
6878, 2.426, 34.046, 10.198
6879, 2.426, 34.046, 10.198
6880, 2.426, 34.046, 10.198
6881, 2.426, 34.046, 10.198
6882, 3.309, 33.742, 7.328
6883, 3.309, 33.742, 7.328
6884, 3.309, 33.742, 7.328
6885, 3.309, 33.742, 7.328
6886, 3.309, 33.742, 7.328
6887, 3.897, 34.958, 7.932
6888, 3.897, 34.958, 7.932
6889, 3.897, 34.958, 7.932
6890, 3.897, 34.958, 7.932
6891, 3.897, 34.958, 7.932
6892, 3.750, 33.590, 4.608
6893, 3.750, 33.590, 4.608
6894, 3.750, 33.590, 4.608
6895, 3.750, 33.590, 4.608
6896, 3.750, 33.590, 4.608
6897, 5.661, 36.022, 1.586
6898, 5.661, 36.022, 1.586
6899, 5.661, 36.022, 1.586
6900, 5.661, 36.022, 1.586
6901, 5.661, 36.022, 1.586
6902, 6.543, 35.414, 2.191
6903, 6.543, 35.414, 2.191
6904, 6.543, 35.414, 2.191
6905, 6.543, 35.414, 2.191
6906, 6.543, 35.414, 2.191
6907, 5.661, 34.958, 1.284
6908, 5.661, 34.958, 1.284
6909, 5.661, 34.958, 1.284
6910, 5.661, 34.958, 1.284
6911, 5.661, 34.958, 1.284
6912, 8.014, 35.870, -0.227
6913, 8.014, 35.870, -0.227
6914, 8.014, 35.870, -0.227
6915, 8.014, 35.870, -0.227
6916, 8.014, 35.870, -0.227
6917, 8.602, 36.326, -1.435
6918, 8.602, 36.326, -1.435
6919, 8.602, 36.326, -1.435
6920, 8.602, 36.326, -1.435
6921, 8.602, 36.326, -1.435
6922, 8.896, 34.502, -2.946
6923, 8.896, 34.502, -2.946
6924, 8.896, 34.502, -2.946
6925, 8.896, 34.502, -2.946
6926, 8.896, 34.502, -2.946
6927, 9.631, 34.198, -4.306
6928, 9.631, 34.198, -4.306
6929, 9.631, 34.198, -4.306
6930, 9.631, 34.198, -4.306
6931, 9.631, 34.198, -4.306
6932, 10.219, 33.134, -6.119
6933, 10.219, 33.134, -6.119
6934, 10.219, 33.134, -6.119
6935, 10.219, 33.134, -6.119
6936, 10.219, 33.134, -6.119
6937, 11.690, 33.134, -5.061
6938, 11.690, 33.134, -5.061
6939, 11.690, 33.134, -5.061
6940, 11.690, 33.134, -5.061
6941, 11.690, 33.134, -5.061
6942, 14.189, 33.438, -7.177
6943, 14.189, 33.438, -7.177
6944, 14.189, 33.438, -7.177
6945, 14.189, 33.438, -7.177
6946, 14.189, 33.438, -7.177
6947, 15.219, 31.918, -7.781
6948, 15.219, 31.918, -7.781
6949, 15.219, 31.918, -7.781
6950, 15.219, 31.918, -7.781
6951, 15.219, 31.918, -7.781
6952, 16.248, 33.134, -9.896
6953, 16.248, 33.134, -9.896
6954, 16.248, 33.134, -9.896
6955, 16.248, 33.134, -9.896
6956, 16.248, 33.134, -9.896
6957, 16.983, 31.614, -9.896
6958, 16.983, 31.614, -9.896
6959, 16.983, 31.614, -9.896
6960, 16.983, 31.614, -9.896
6961, 16.983, 31.614, -9.896
6962, 18.747, 29.030, -9.292
6963, 18.747, 29.030, -9.292
6964, 18.747, 29.030, -9.292
6965, 18.747, 29.030, -9.292
6966, 18.747, 29.030, -9.292
6967, 21.247, 29.790, -8.839
6968, 21.247, 29.790, -8.839
6969, 21.247, 29.790, -8.839
6970, 21.247, 29.790, -8.839
6971, 21.247, 29.790, -8.839
6972, 23.012, 28.270, -9.594
6973, 23.012, 28.270, -9.594
6974, 23.012, 28.270, -9.594
6975, 23.012, 28.270, -9.594
6976, 23.012, 28.270, -9.594
6977, 22.717, 25.838, -10.803
6978, 22.717, 25.838, -10.803
6979, 22.717, 25.838, -10.803
6980, 22.717, 25.838, -10.803
6981, 22.717, 25.838, -10.803
6982, 25.364, 26.142, -9.896
6983, 25.364, 26.142, -9.896
6984, 25.364, 26.142, -9.896
6985, 25.364, 26.142, -9.896
6986, 25.364, 26.142, -9.896
6987, 24.923, 24.774, -11.558
6988, 24.923, 24.774, -11.558
6989, 24.923, 24.774, -11.558
6990, 24.923, 24.774, -11.558
6991, 24.923, 24.774, -11.558
6992, 26.246, 24.014, -10.501
6993, 26.246, 24.014, -10.501
6994, 26.246, 24.014, -10.501
6995, 26.246, 24.014, -10.501
6996, 26.246, 24.014, -10.501
6997, 26.834, 23.103, -12.767
6998, 26.834, 23.103, -12.767
6999, 26.834, 23.103, -12.767
7000, 26.834, 23.103, -12.767
7001, 26.834, 23.103, -12.767
7002, 28.158, 21.279, -12.011
7003, 28.158, 21.279, -12.011
7004, 28.158, 21.279, -12.011
7005, 28.158, 21.279, -12.011
7006, 28.158, 21.279, -12.011
7007, 29.040, 21.127, -14.278
7008, 29.040, 21.127, -14.278
7009, 29.040, 21.127, -14.278
7010, 29.040, 21.127, -14.278
7011, 29.040, 21.127, -14.278
7012, 29.922, 19.151, -14.127
7013, 29.922, 19.151, -14.127
7014, 29.922, 19.151, -14.127
7015, 29.922, 19.151, -14.127
7016, 29.922, 19.151, -14.127
7017, 30.804, 17.783, -15.335
7018, 30.804, 17.783, -15.335
7019, 30.804, 17.783, -15.335
7020, 30.804, 17.783, -15.335
7021, 30.804, 17.783, -15.335
7022, 31.981, 15.959, -17.148
7023, 31.981, 15.959, -17.148
7024, 31.981, 15.959, -17.148
7025, 31.981, 15.959, -17.148
7026, 31.981, 15.959, -17.148
7027, 31.540, 12.767, -18.508
7028, 31.540, 12.767, -18.508
7029, 31.540, 12.767, -18.508
7030, 31.540, 12.767, -18.508
7031, 31.540, 12.767, -18.508
7032, 33.010, 11.551, -19.868
7033, 33.010, 11.551, -19.868
7034, 33.010, 11.551, -19.868
7035, 33.010, 11.551, -19.868
7036, 33.010, 11.551, -19.868
7037, 30.804, 10.488, -20.623
7038, 30.804, 10.488, -20.623
7039, 30.804, 10.488, -20.623
7040, 30.804, 10.488, -20.623
7041, 30.804, 10.488, -20.623
7042, 31.981, 7.904, -19.868
7043, 31.981, 7.904, -19.868
7044, 31.981, 7.904, -19.868
7045, 31.981, 7.904, -19.868
7046, 31.981, 7.904, -19.868
7047, 33.157, 6.992, -22.134
7048, 33.157, 6.992, -22.134
7049, 33.157, 6.992, -22.134
7050, 33.157, 6.992, -22.134
7051, 33.157, 6.992, -22.134
7052, 31.540, 3.952, -20.926
7053, 31.540, 3.952, -20.926
7054, 31.540, 3.952, -20.926
7055, 31.540, 3.952, -20.926
7056, 31.540, 3.952, -20.926
7057, 33.010, 1.368, -21.681
7058, 33.010, 1.368, -21.681
7059, 33.010, 1.368, -21.681
7060, 33.010, 1.368, -21.681
7061, 33.010, 1.368, -21.681
7062, 33.451, 0.456, -21.832
7063, 33.451, 0.456, -21.832
7064, 33.451, 0.456, -21.832
7065, 33.451, 0.456, -21.832
7066, 33.451, 0.456, -21.832
7067, 34.333, -0.456, -21.681
7068, 34.333, -0.456, -21.681
7069, 34.333, -0.456, -21.681
7070, 34.333, -0.456, -21.681
7071, 34.333, -0.456, -21.681
7072, 31.981, -0.912, -21.983
7073, 31.981, -0.912, -21.983
7074, 31.981, -0.912, -21.983
7075, 31.981, -0.912, -21.983
7076, 31.981, -0.912, -21.983
7077, 32.569, -3.495, -21.379
7078, 32.569, -3.495, -21.379
7079, 32.569, -3.495, -21.379
7080, 32.569, -3.495, -21.379
7081, 32.569, -3.495, -21.379
7082, 33.451, -3.951, -20.472
7083, 33.451, -3.951, -20.472
7084, 33.451, -3.951, -20.472
7085, 33.451, -3.951, -20.472
7086, 33.451, -3.951, -20.472
7087, 32.422, -3.191, -19.717
7088, 32.422, -3.191, -19.717
7089, 32.422, -3.191, -19.717
7090, 32.422, -3.191, -19.717
7091, 32.422, -3.191, -19.717
7092, 34.039, -4.255, -19.566
7093, 34.039, -4.255, -19.566
7094, 34.039, -4.255, -19.566
7095, 34.039, -4.255, -19.566
7096, 34.039, -4.255, -19.566
7097, 35.069, -4.863, -18.508
7098, 35.069, -4.863, -18.508
7099, 35.069, -4.863, -18.508
7100, 35.069, -4.863, -18.508
7101, 35.069, -4.863, -18.508
7102, 35.216, -3.951, -18.962
7103, 35.216, -3.951, -18.962
7104, 35.216, -3.951, -18.962
7105, 35.216, -3.951, -18.962
7106, 35.216, -3.951, -18.962
7107, 37.127, -4.863, -15.638
7108, 37.127, -4.863, -15.638
7109, 37.127, -4.863, -15.638
7110, 37.127, -4.863, -15.638
7111, 37.127, -4.863, -15.638
7112, 35.216, -4.711, -15.486
7113, 35.216, -4.711, -15.486
7114, 35.216, -4.711, -15.486
7115, 35.216, -4.711, -15.486
7116, 35.216, -4.711, -15.486
7117, 37.568, -3.495, -15.335
7118, 37.568, -3.495, -15.335
7119, 37.568, -3.495, -15.335
7120, 37.568, -3.495, -15.335
7121, 37.568, -3.495, -15.335
7122, 37.421, -3.191, -14.127
7123, 37.421, -3.191, -14.127
7124, 37.421, -3.191, -14.127
7125, 37.421, -3.191, -14.127
7126, 37.421, -3.191, -14.127
7127, 37.421, -2.127, -12.314
7128, 37.421, -2.127, -12.314
7129, 37.421, -2.127, -12.314
7130, 37.421, -2.127, -12.314
7131, 37.421, -2.127, -12.314
7132, 36.245, -1.367, -13.069
7133, 36.245, -1.367, -13.069
7134, 36.245, -1.367, -13.069
7135, 36.245, -1.367, -13.069
7136, 36.245, -1.367, -13.069
7137, 38.009, -1.823, -10.652
7138, 38.009, -1.823, -10.652
7139, 38.009, -1.823, -10.652
7140, 38.009, -1.823, -10.652
7141, 38.009, -1.823, -10.652
7142, 38.450, -2.583, -10.198
7143, 38.450, -2.583, -10.198
7144, 38.450, -2.583, -10.198
7145, 38.450, -2.583, -10.198
7146, 38.450, -2.583, -10.198
7147, 37.862, -0.912, -11.105
7148, 37.862, -0.912, -11.105
7149, 37.862, -0.912, -11.105
7150, 37.862, -0.912, -11.105
7151, 37.862, -0.912, -11.105
7152, 37.421, 0.000, -8.839
7153, 37.421, 0.000, -8.839
7154, 37.421, 0.000, -8.839
7155, 37.421, 0.000, -8.839
7156, 37.421, 0.000, -8.839
7157, 37.568, -0.456, -11.105
7158, 37.568, -0.456, -11.105
7159, 37.568, -0.456, -11.105
7160, 37.568, -0.456, -11.105
7161, 37.568, -0.456, -11.105
7162, 37.715, 0.000, -9.896
7163, 37.715, 0.000, -9.896
7164, 37.715, 0.000, -9.896
7165, 37.715, 0.000, -9.896
7166, 37.715, 0.000, -9.896
7167, 37.568, 2.432, -9.443
7168, 37.568, 2.432, -9.443
7169, 37.568, 2.432, -9.443
7170, 37.568, 2.432, -9.443
7171, 37.568, 2.432, -9.443
7172, 38.744, 3.040, -9.292
