Graph
Time (Seconds),Data (kg*m^2/s^2),Data0 (kg*m^2/s^2),Data1 (kg*m^2/s^2),Data2 (kg*m^2/s^2)
24.900000,0.598298,-0.096861,-0.089044,0.0000016
24.949999,0.595099,-0.096225,-0.087287,-0.000018
25.000000,0.595077,-0.095249,-0.086433,-0.000127
25.049999,0.597820,-0.095204,-0.090435,0.000174
25.099998,0.599936,-0.095300,-0.087593,-0.000051
25.150000,0.595460,-0.094129,-0.086569,-0.000014
25.199999,0.592144,-0.094366,-0.083072,-0.000218
25.250000,0.596094,-0.092885,-0.086196,-0.000022
25.299999,0.603197,-0.090999,-0.094267,0.000278
25.349998,0.588129,-0.091269,-0.079652,-0.000447
25.400000,0.600281,-0.088926,-0.084617,-0.000444
25.449999,0.593330,-0.083231,-0.085352,-0.000392
25.500000,0.615567,-0.077210,-0.113795,0.001043
25.549999,0.590901,-0.077555,-0.073923,-0.001282
25.599998,0.600741,-0.070114,-0.087284,-0.000553
25.650000,0.605643,-0.060236,-0.091688,-0.000230
25.699999,0.607396,-0.053458,-0.093405,-0.000245
25.750000,0.627392,-0.043465,-0.129410,0.002001
25.799999,0.592240,-0.040474,-0.066104,-0.001733
25.849998,0.609124,-0.028328,-0.087080,-0.000363
25.900000,0.601400,-0.023136,-0.087146,0.000079
25.949999,0.622067,-0.006997,-0.088837,0.000036
26.000000,0.628662,-0.003684,-0.121434,0.002037
26.049999,0.592094,0.004507,-0.042330,-0.002275
26.099998,0.603848,0.014371,-0.077914,-0.000150
26.150000,0.613400,0.028379,-0.078831,0.00000054
26.199999,0.604882,0.037166,-0.070109,0.000125
26.250000,0.612614,0.042430,-0.099224,0.002178
26.299999,0.596261,0.051745,-0.042325,-0.001489
26.349998,0.590585,0.055929,-0.057095,0.000037
26.400000,0.592230,0.063286,-0.055473,-0.000066
26.449999,0.596320,0.071276,-0.054496,0.000077
26.500000,0.595438,0.072222,-0.068206,0.001589
26.549999,0.585406,0.079486,-0.033008,-0.001063
26.599998,0.576925,0.080046,-0.043764,0.000164
26.650000,0.592210,0.086289,-0.048042,0.000498
26.699999,0.585220,0.084829,-0.046636,0.000691
26.750000,0.583187,0.087827,-0.036090,-0.000087
26.799999,0.578902,0.087966,-0.037835,0.000211
26.849998,0.584648,0.090820,-0.038667,0.000017
26.900000,0.580299,0.088218,-0.036426,0.000102
26.949999,0.577766,0.088947,-0.035192,0.000131
27.000000,0.581140,0.089864,-0.035316,0.000060
27.049999,0.584750,0.090009,-0.035271,-0.000017
27.099998,0.581038,0.088261,-0.033127,0.000094
27.150000,0.580783,0.088275,-0.031848,-0.000168
27.199999,0.577856,0.088068,-0.032321,0.000062
27.250000,0.582240,0.088283,-0.033642,0.000013
27.299999,0.581191,0.089131,-0.030748,-0.000145
27.349998,0.580884,0.088044,-0.031309,-0.000064
27.400000,0.577415,0.089170,-0.031059,-0.000021
27.449999,0.583154,0.089807,-0.033991,0.000066
27.500000,0.582154,0.090489,-0.030815,-0.000154
27.549999,0.575351,0.090065,-0.028222,-0.000128
27.599998,0.584706,0.092561,-0.032024,-0.0000085
27.650000,0.575138,0.090521,-0.028864,0.000064
27.699999,0.578935,0.092164,-0.032146,0.000184
27.750000,0.576344,0.093210,-0.026730,-0.000171
27.799999,0.579706,0.093622,-0.028241,-0.0000087
27.849998,0.577868,0.094450,-0.028222,0.000012
27.900000,0.576876,0.094759,-0.031173,0.000183
27.949999,0.575813,0.095985,-0.025010,-0.000155
28.000000,0.574151,0.096080,-0.026716,-0.000036
28.049999,0.579732,0.097685,-0.030061,0.000129
28.099998,0.577340,0.097957,-0.027967,0.0000033
28.150000,0.574077,0.096985,-0.026650,0.000077
28.199999,0.582229,0.098229,-0.032551,0.000157
28.250000,0.583278,0.096875,-0.033147,0.000296
28.299999,0.578728,0.092850,-0.031256,0.000453
28.349998,0.574205,0.089981,-0.015220,-0.000671
28.400000,0.602602,0.092224,-0.043626,0.000734
28.449999,0.589425,0.085999,-0.030709,0.000127
28.500000,0.584646,0.080990,-0.027603,-0.000061
28.549999,0.599453,0.077536,-0.042897,0.000478
28.599998,0.579998,0.070688,-0.007180,-0.001143
28.650000,0.617704,0.070463,-0.058660,0.001150
28.699999,0.598911,0.058645,-0.042635,0.000725
28.750000,0.618537,0.050047,-0.046117,0.000501
28.799999,0.616377,0.036350,-0.046210,0.000683
28.849998,0.589279,0.032534,-0.004939,-0.002524
28.900000,0.635485,0.020215,-0.071533,0.000882
28.949999,0.617286,0.022290,-0.058189,-0.000087
29.000000,0.625770,0.014326,-0.055524,-0.000369
29.049999,0.597716,0.002641,-0.030994,-0.000976
29.099998,0.630974,0.003546,-0.061539,0.000069
29.150000,0.608674,-0.004319,-0.051246,0.000104
29.199999,0.619423,0.000738,-0.049084,-0.000548
29.250000,0.613800,-0.001056,-0.051657,-0.000044
29.299999,0.630114,-0.002890,-0.056895,0.000055
29.349998,0.617009,-0.000892,-0.049207,-0.000135
29.400000,0.613092,-0.001928,-0.052748,0.000296
29.449999,0.631711,0.001080,-0.059053,0.000151
29.500000,0.624920,0.000149,-0.053212,-0.000197
29.549999,0.607994,-0.001507,-0.062463,0.000933
29.599998,0.638596,-0.002503,-0.038552,-0.001692
29.650000,0.616856,-0.000414,-0.056949,0.000157
29.699999,0.622206,0.002762,-0.063315,0.000475
29.750000,0.626912,-0.001028,-0.049825,-0.000571
29.799999,0.613902,0.003888,-0.062314,0.000482
29.849998,0.627688,0.003696,-0.055204,-0.000547
29.900000,0.635599,0.004861,-0.053559,-0.000603
29.949999,0.627109,0.008972,-0.055095,-0.000355
30.000000,0.603990,0.011236,-0.068708,0.001271
30.049999,0.643443,0.011242,-0.047175,-0.001272
30.099998,0.619665,0.019095,-0.053547,-0.000497
30.150000,0.658380,0.031072,-0.072337,-0.000254
30.199999,0.627022,0.026653,-0.062378,0.000236
30.250000,0.586800,0.034609,-0.076360,0.001711
30.299999,0.671036,0.039745,-0.046359,-0.002447
30.349998,0.637697,0.047428,-0.069969,-0.000043
30.400000,0.606134,0.057162,-0.094207,0.001360
30.449999,0.612518,0.057959,-0.068657,-0.000231
30.500000,0.591050,0.061765,-0.090860,0.001432
30.549999,0.627491,0.068874,-0.068253,-0.000931
30.599998,0.601556,0.069717,-0.071395,-0.000218
30.650000,0.597456,0.075651,-0.090075,0.000777
30.699999,0.627131,0.083454,-0.100369,0.000555
30.750000,0.596700,0.083289,-0.074846,-0.000256
30.799999,0.620418,0.086697,-0.091076,0.000310
30.849998,0.602870,0.081037,-0.077346,-0.000015
30.900000,0.630214,0.093540,-0.089839,-0.000452
30.949999,0.617470,0.090702,-0.085367,0.000056
31.000000,0.608260,0.087818,-0.083536,0.000394
31.049999,0.601339,0.088556,-0.073277,-0.000350
31.099998,0.614478,0.092584,-0.082631,0.000065
31.150000,0.603940,0.091099,-0.080491,-0.000036
31.199999,0.611398,0.098431,-0.086744,-0.000084
31.250000,0.608711,0.097248,-0.090674,0.000421
31.299999,0.606593,0.097596,-0.085663,0.000094
31.349998,0.606074,0.097628,-0.084800,0.000036
31.400000,0.605959,0.097655,-0.084453,0.000012
31.449999,0.605930,0.097663,-0.084352,0.0000037
31.500000,0.605924,0.097662,-0.084321,0.0000013
31.549999,0.605920,0.097663,-0.084310,0.00000057
31.599998,0.605926,0.097669,-0.084309,0.00000028
31.650000,0.605922,0.097667,-0.084306,0.00000011
31.699999,0.605930,0.097670,-0.084309,0.00000019
31.750000,0.605925,0.097669,-0.084307,0.000000075
31.799999,0.605922,0.097667,-0.084305,0.000000070
31.849998,0.605925,0.097666,-0.084308,0.00000013
31.900000,0.605925,0.097668,-0.084307,0.00000019
31.949999,0.605925,0.097668,-0.084307,0.0000001
32.000000,0.605925,0.097667,-0.084307,0.00000013
32.049999,0.605925,0.097667,-0.084307,0.00000013
32.099998,0.605925,0.097667,-0.084307,0.00000013
32.149998,0.605925,0.097667,-0.084307,0.00000013
32.200001,0.605925,0.097667,-0.084307,0.00000013
32.250000,0.605925,0.097667,-0.084307,0.00000014
32.299999,0.605925,0.097667,-0.084307,0.00000013
32.349998,0.605925,0.097667,-0.084307,0.00000013
32.399998,0.605925,0.097667,-0.084307,0.00000013
32.450001,0.605925,0.097667,-0.084307,0.00000013
32.500000,0.605925,0.097667,-0.084307,0.00000013
32.549999,0.605925,0.097667,-0.084307,0.00000013
32.599998,0.605925,0.097667,-0.084307,0.00000013
32.649998,0.605925,0.097667,-0.084307,0.00000013
32.700001,0.605925,0.097667,-0.084307,0.00000013
32.750000,0.605925,0.097667,-0.084307,0.00000013
32.799999,0.605925,0.097667,-0.084307,0.00000013
32.849998,0.605925,0.097667,-0.084307,0.00000013
32.899998,0.605925,0.097667,-0.084307,0.00000013
32.950001,0.605925,0.097667,-0.084307,0.00000013
33.000000,0.605925,0.097667,-0.084307,0.00000013

