0,-69.93,0,0,2.51
0.02876114845,-69.93,0,0,2.59
0.05769896507,-69.93,0,0,2.77
0.08662509918,-69.93,0,0,2.86
0.1156439781,-69.93,0,0,2.95
0.1446800232,-69.93,0,0,2.95
0.1746180058,-69.93,0,0,2.95
0.2036931515,-69.93,0,0,2.95
0.23269701,-69.93,0,0,2.95
0.2616741657,-69.93,0,0,2.95
0.2907409668,-69.93,0,0,2.95
0.3199820518,-69.93,0,0,2.95
0.3496251106,-69.93,0,0,2.95
0.3787090778,-69.93,0,0,2.95
0.409856081,-69.93,0,0,2.95
0.4397380352,-69.93,0,0,2.95
0.468640089,-69.93,0,0,3.03
0.4988059998,-69.93,0,0,3.03
0.5506930351,-69.93,0,0,3.03
0.580821991,-69.93,0,0,3.03
0.6116330624,-69.93,0,0,3.03
0.640663147,-69.93,0,0,3.03
0.6697990894,-69.93,0,0,3.03
0.7000989914,-69.93,0,0,2.95
0.7347569466,-69.93,0,0,3.03
0.7649741173,-69.93,0,0,2.95
0.794588089,-69.93,0,0,3.03
0.8256161213,-69.93,0,0,3.03
0.854722023,-69.93,0,0,3.03
0.8836629391,-69.93,0,0,2.95
0.9126341343,-69.93,0,0,3.03
0.9430310726,-69.93,0,0,3.03
0.9739210606,-69.93,0,0,2.95
1.003859043,-69.93,0,0,3.03
1.035048962,-69.93,0,0,3.03
1.095396042,-69.93,0,0,3.03
1.124742985,-69.93,0,0,3.03
1.153710127,-69.93,0,0,3.03
1.182580948,-69.93,0,0,3.03
1.211504936,-69.93,0,0,2.95
1.240556955,-69.93,0,0,3.03
1.269551992,-69.93,0,0,3.03
1.299633026,-69.93,0,0,3.03
1.328865051,-69.93,0,0,3.03
1.359689951,-69.93,0,0,3.03
1.391951084,-69.93,0,0,3.03
1.424843073,-69.93,0,0,3.03
1.459212065,-69.93,0,0,3.03
1.496963024,-69.93,0,0,2.95
1.533591032,-65.63,0,0,2.42
1.567958117,-60.62,0,0,2.42
1.615813971,-54.29,0,0,2.77
1.644483089,-52.44,0,0,2.68
1.673623085,-50.68,0,0,2.42
1.702500105,-48.48,0,0,2.59
1.73161602,-46.64,0,0,2.68
1.760533094,-45.05,0,0,2.95
1.789615154,-44.09,0,0,2.86
1.819647074,-42.68,0,0,2.68
1.848847151,-41.36,0,0,2.86
1.878611088,-39.87,0,0,2.95
1.907701969,-38.64,0,0,2.95
1.936882019,-37.23,0,0,2.86
1.96659112,-35.74,0,0,2.77
1.996557951,-34.07,0,0,2.68
2.02553916,-32.13,0,0,2.59
2.054985046,-30.02,0,0,2.59
2.085685968,-28,0,0,2.59
2.146893024,-24.13,0,0,2.59
2.176813126,-22.37,0,0,2.59
2.205451965,-20.7,0,0,2.59
2.234420061,-19.38,0,0,2.59
2.263581038,-17.98,0,0,2.59
2.292542934,-16.84,0,0,2.59
2.328019142,-15.6,0,0,2.42
2.361044168,-14.55,0,0,2.07
2.393945932,-13.67,0,0,1.45
2.423501015,-13.05,0,0,0.66
2.452459097,-12.44,0,0,-0.48
2.486227989,-11.82,0,0,-1.89
2.519993067,-11.3,0,0,-2.77
2.55419302,-11.03,0,0,-3.03
2.583804131,-11.03,0,0,-3.03
2.613511086,-11.12,0,0,-3.03
2.642429113,-11.12,0,0,-3.03
2.690787077,-11.3,0,0,-3.03
2.719540119,-11.38,0,0,-3.03
2.749855042,-11.47,0,0,-3.03
2.785772085,-11.47,0,0,-3.03
2.819338083,-11.38,0,0,-3.03
2.849640131,-11.3,0,0,-3.03
2.879495144,-11.21,0,0,-3.03
2.908365011,-11.12,0,0,-3.03
