[ 4.64975431e+01 -1.73174752e+01 -2.31970999e+00  2.38112608e+03] 0
[1419.33966023  471.8805517  -133.03161961 2386.15282563] 1
[-1444.24822354  -310.00178248  1294.14157146  2631.48957507] 2
[  448.95209555 -1775.45119388   146.20890987  3018.39009321] 3
[-410.01869557  508.43055478 -959.09955789 2679.69553876] 4
[1529.3702523    60.60868798   -9.84971099 2285.62797421] 5
[-841.7184732  -278.12028199 1431.74153882 2553.15523524] 6
[  607.21471573 -2605.59285556   461.88781797  3120.93986906] 7
[  288.2072046   2355.78896366 -2336.66401468  2693.6848993 ] 8
[-392.09472991 1905.34291113 -163.1390232  2138.42105555] 9
[ -183.06336426 -1546.91299879  1946.21845228  2518.10811508] 10
[-2871.87083225    64.69355836    27.31255823  3091.58104158] 11
[ 1137.51006336   860.72861328 -1670.32078577  2689.60150921] 12
[3653.37036009 -990.73707978  107.79517773 2202.14010989] 13
[-1388.89758484    20.58181858  1454.34595443  2538.52868315] 14
[ -469.0054883  -1665.88228273   471.03170108  3122.26292905] 15
[ 2086.74511702   462.39560558 -1596.1987011   2809.01956007] 16
[  52.11213387 -181.4477424   122.99654114 2386.30209667] 17
[-1690.75315735   940.32591586   167.00086744  2404.09090529] 18
[-1828.44907184  2318.79141564  -646.94081085  2518.55525429] 19
[ 923.28770803 -867.96577814  198.39174796 2542.89230363] 20
[-2227.21688902  1434.77630108  -212.38812526  2531.42377644] 21
[-4072.38704539  2931.62597132  -360.38607685  2484.23513211] 22
[-1602.17477922  1260.372341     -52.29980257  2533.2307652 ] 23
[ 5937.35805614 -4633.42769406   556.66806688  2619.04474608] 24
[ 2861.62231119 -2364.67131249   562.42658311  2501.4349635 ] 25
[-911.95970423  228.65160937  148.08367464 2581.3314758 ] 26
[-4422.71346039  3915.18894729  -953.65237607  2557.51099018] 27
[-390.79112156  296.96840199    7.09419108 2514.15941798] 28
[-1825.88934966  1119.58156137  -153.60903959  2547.47658073] 29
[ -25.15381969  489.55445636 -476.93663301 2517.40683354] 30
[ 349.54376913  215.82387434  -27.6260594  2394.88204032] 31
[ 436.79433611 -475.93838292  235.06163722 2490.27966736] 32
[  388.49878662 -1055.01052567   228.28263755  2538.43357036] 33
[ 440.68741964  105.16619227 -353.90176728 2426.52306543] 34
[-552.83734387  652.71873577   16.00385241 2331.67970402] 35
[-746.55824457  340.23683675  160.38130334 2437.79859517] 36
[-351.20378868 -161.30564526   60.13212909 2515.42657284] 37
[ 293.41109912  326.07809031 -436.6296083  2446.48672171] 38
[-748.82527939  862.30070146   -4.55941202 2347.3902062 ] 39
[ 287.74851297 -498.08412638  237.49654838 2484.84755066] 40
