5.14,-73.19,-4.5,31.62,0.81,-0.21,-0.255666,-0.255666,0.000195384
5.18,-73.38,-4.19,32.19,0.75,-0.252682,-0.199986,-0.199986,-0.000338482
5.23,-73.56,-3.81,32.38,0.69,-0.218276,-0.26813,-0.26813,0.000153007
5.28,-73.75,-3.62,32.69,0.62,-0.234629,-0.227506,-0.227506,-0.000292252
5.33,-73.88,-3.25,32.81,0.69,-0.209047,-0.250364,-0.250364,0.000714394
5.38,-74.19,-3.12,33.06,0.62,-0.250762,-0.230112,-0.230112,-0.00103563
5.43,-74.31,-2.81,33,0.56,-0.190235,-0.261622,-0.261622,0.000658348
5.48,-74.62,-2.62,33.25,0.69,-0.242242,-0.221052,-0.221052,-7.8822E-05
5.52,-74.75,-2.38,33.25,0.69,-0.188272,-0.264741,-0.264741,0.000165285
5.57,-74.94,-2.25,33.44,0.56,-0.223573,-0.232117,-0.232117,-0.000605759
5.62,-75.06,-2.19,33.38,0.44,-0.205673,-0.261707,-0.261707,7.35005E-05
5.67,-75.25,-2,33.38,0.38,-0.211297,-0.241176,-0.241176,0.000180301
5.72,-75.5,-2,33.56,0.38,-0.2203,-0.234661,-0.234661,-0.000232442
5.77,-75.69,-2.06,33.56,0.25,-0.19805,-0.259246,-0.259246,-0.000279448
5.82,-75.94,-2,33.44,0.25,-0.199871,-0.254506,-0.254506,0.000358896
5.87,-76.12,-2,33.19,0.19,-0.191482,-0.254145,-0.254145,-8.64456E-05
5.92,-76.31,-1.94,33,0.12,-0.193312,-0.240291,-0.240291,3.29525E-05
5.97,-76.44,-1.88,32.88,0.12,-0.186525,-0.239293,-0.239293,0.000296258
6.02,-76.69,-1.88,32.88,0.19,-0.205193,-0.235709,-0.235709,-0.000156341
6.07,-76.81,-1.88,32.81,0.12,-0.173525,-0.248827,-0.248827,-7.62905E-05
6.12,-77,-1.88,32.88,0.12,-0.192676,-0.234915,-0.234915,2.8291E-05
6.17,-77.12,-1.81,32.69,0.06,-0.172393,-0.261022,-0.261022,8.87633E-05
6.22,-77.12,-1.69,32.5,0,-0.169049,-0.242683,-0.242683,0.000314797
6.27,-77.38,-1.69,32.62,0.06,-0.214418,-0.222053,-0.222053,-0.000402799
6.32,-77.44,-1.69,32.69,0.06,-0.157416,-0.247875,-0.247875,0.000267778
6.37,-77.44,-1.62,32.56,0,-0.169925,-0.256757,-0.256757,6.90625E-05
6.42,-77.44,-1.62,32.62,0,-0.183033,-0.230963,-0.230963,5.51169E-05
6.47,-77.44,-1.62,32.5,0,-0.179431,-0.254864,-0.254864,1.16814E-09
6.53,-77.38,-1.56,32.69,0.06,-0.174936,-0.228752,-0.228752,0.000245271
6.62,-77.38,-1.56,32.69,0.12,-0.184827,-0.249954,-0.249954,-0.000117642
6.68,-77.19,-1.62,32.62,0,-0.17078,-0.246927,-0.246927,-5.47488E-05
6.75,-77.19,-1.62,32.75,-0.06,-0.194335,-0.236747,-0.236747,-8.64897E-05
6.82,-77.25,-1.69,32.75,-0.06,-0.18671,-0.248554,-0.248554,-3.56483E-05
6.87,-77.31,-1.69,32.75,-0.06,-0.18097,-0.244228,-0.244228,3.11186E-05
6.92,-77.25,-1.69,32.69,-0.06,-0.168834,-0.248115,-0.248115,0.000249641
6.97,-77.25,-1.62,32.69,-0.06,-0.186233,-0.239753,-0.239753,-3.14735E-05
7.02,-77.25,-1.69,32.81,-0.12,-0.188382,-0.236597,-0.236597,-0.000335923
7.07,-77.25,-1.56,32.75,-0.12,-0.173667,-0.256432,-0.256432,0.000414636
7.12,-77.25,-1.56,32.75,-0.12,-0.188273,-0.240393,-0.240393,-0.000173508
7.17,-77.25,-1.56,32.62,-0.12,-0.182483,-0.252207,-0.252207,1.24657E-10
7.22,-77.25,-1.69,32.69,-0.19,-0.188317,-0.230452,-0.230452,-0.000346737
7.27,-77.31,-1.62,32.62,-0.06,-0.179075,-0.252709,-0.252709,0.000634693
7.32,-77.38,-1.62,33.06,0.19,-0.185144,-0.212456,-0.212456,0.000182857
7.37,-77.56,-1.44,34,0.81,-0.180953,-0.219699,-0.219699,0.000955806
7.42,-77.94,-1.12,35.12,2.25,-0.184062,-0.24933,-0.24933,0.00186349
7.47,-78.31,-0.88,36.81,3.88,-0.166816,-0.235291,-0.235291,0.000431746
7.52,-78.69,-0.56,38.5,5.06,-0.156073,-0.284961,-0.284961,-0.000936056
7.57,-79,0,39.94,6.44,-0.136159,-0.311882,-0.311882,0.00108335
7.63,-79.25,1,40.88,8.38,-0.137787,-0.339029,-0.339029,0.00105944
7.67,-79.75,1.94,42.62,11,-0.166858,-0.201102,-0.201102,0.00511817
7.72,-80.31,2.38,43.56,14.25,-0.180995,-0.402333,-0.402333,-0.00114403
7.77,-80.62,2.56,45.06,16.62,-0.132296,-0.290856,-0.290856,-0.00213437
7.82,-81.06,2.44,46.56,18.69,-0.162116,-0.337986,-0.337986,-0.00145188
7.87,-81.5,2.5,47.31,21.5,-0.122489,-0.39214,-0.39214,0.0021779
7.92,-81.88,2.56,48.06,24.69,-0.118709,-0.34631,-0.34631,0.00105929
7.97,-82.19,2.56,49.25,27.44,-0.115521,-0.323561,-0.323561,-0.0010497
8.02,-82.5,2.62,50.19,30.06,-0.113552,-0.37482,-0.37482,-0.000179886
8.07,-82.69,2.94,50.75,32.56,-0.0940435,-0.386277,-0.386277,0.000402285
8.12,-83,3.12,51.5,36.38,-0.12456,-0.353556,-0.353556,0.00282682
8.17,-83.12,3.25,52.38,40.31,-0.0970555,-0.360477,-0.360477,0.00048038
8.22,-83.38,3.38,52.69,44.69,-0.12089,-0.409995,-0.409995,0.000906098
8.27,-83.5,3.31,53.06,50.69,-0.101955,-0.368708,-0.368708,0.00381775
8.32,-83.62,3.31,53.31,58.25,-0.0988418,-0.382647,-0.382647,0.00399357
8.37,-83.56,3.19,53.25,65.31,-0.0981806,-0.393556,-0.393556,-0.00120654
8.42,-83.56,3.19,52.88,71,-0.106282,-0.39297,-0.39297,-0.00323593
8.47,-83.62,3.19,52.81,75,-0.10908,-0.353018,-0.353018,-0.00426424
8.52,-83.69,3.19,52.88,77.31,-0.10503,-0.36355,-0.36355,-0.00418952
8.57,-83.69,3.06,52.75,77.62,-0.10638,-0.384521,-0.384521,-0.00509109
8.62,-83.75,3.12,52.81,77.19,-0.0967873,-0.360235,-0.360235,-0.00154381
8.67,-83.75,3.12,52.88,75.69,-0.10098,-0.371631,-0.371631,-0.0026718
8.72,-83.81,3.25,52.94,75.19,-0.0980333,-0.373955,-0.373955,0.00263707
8.77,-83.94,3.31,53.12,75.25,-0.10717,-0.366452,-0.366452,0.00114183
8.82,-84.06,3.44,53.44,76.19,-0.0927129,-0.366485,-0.366485,0.00232859
8.87,-84.12,3.56,53.69,78.81,-0.0927057,-0.381114,-0.381114,0.00421843
8.92,-84.25,3.56,53.75,82.62,-0.107602,-0.389833,-0.389833,0.00259854
8.97,-84.38,3.62,53.81,87.44,-0.091508,-0.377558,-0.377558,0.00261457
9.02,-84.38,3.5,53.81,91.38,-0.0955713,-0.380781,-0.380781,-0.00234296
9.07,-84.31,3.5,53.81,94.06,-0.0866904,-0.37713,-0.37713,-0.00277134
9.12,-84.19,3.44,53.81,95.81,-0.0976564,-0.377178,-0.377178,-0.00234387
9.17,-84.12,3.44,53.69,95.81,-0.102088,-0.38479,-0.38479,-0.00427658
9.22,-84.19,3.56,53.69,95.44,-0.102799,-0.369762,-0.369762,-0.00087979
9.27,-84.12,3.69,53.88,95.25,-0.0873823,-0.364823,-0.364823,0.000668147
9.36,-84.06,3.75,53.88,94.44,-0.105746,-0.384778,-0.384778,-0.000493542
9.41,-84.06,3.81,54,94.12,-0.10162,-0.370824,-0.370824,0.000326046
9.51,-84,3.75,54,93.19,-0.103039,-0.382198,-0.382198,-0.000247204
9.61,-84,3.81,53.88,92.38,-0.101807,-0.379861,-0.379861,0.000112101
9.66,-83.94,3.75,53.94,92.25,-0.101216,-0.370006,-0.370006,0.000586828
9.72,-83.94,3.75,53.94,91.81,-0.104266,-0.381564,-0.381564,-0.000460024
9.77,-83.94,3.75,53.94,91.75,-0.101927,-0.378074,-0.378074,0.000757535
9.81,-83.94,3.81,53.94,91.5,-0.0986602,-0.378104,-0.378104,-0.000592559
9.86,-83.94,3.81,54,91.5,-0.105634,-0.374504,-0.374504,0.000622144
9.91,-83.94,3.75,54,91.5,-0.105574,-0.38225,-0.38225,-0.000119837
9.96,-83.88,3.81,53.94,91.44,-0.0935402,-0.381652,-0.381652,0.000178429
10.01,-83.88,3.88,53.94,91.19,-0.10802,-0.374545,-0.374545,-0.000536526
10.06,-83.81,3.88,54.12,91.12,-0.101769,-0.366911,-0.366911,0.000405747
10.11,-83.81,3.81,54.06,91,-0.11439,-0.394537,-0.394537,-0.000364792
10.16,-83.81,3.81,54.06,91.06,-0.100415,-0.374734,-0.374734,0.000584558
10.21,-83.81,3.81,54.06,90.88,-0.104739,-0.378623,-0.378623,-0.000592854
10.26,-83.81,3.81,54.12,90.88,-0.103799,-0.375019,-0.375019,0.000444638
10.31,-83.81,3.75,54.06,90.88,-0.10752,-0.386371,-0.386371,-0.000119913
10.36,-83.81,3.75,54.12,90.62,-0.100821,-0.3711,-0.3711,-0.00052224
10.41,-83.81,3.75,54.06,89.56,-0.105771,-0.386368,-0.386368,-0.00197618
10.46,-83.75,3.69,54,86.56,-0.105593,-0.377951,-0.377951,-0.00482498
10.51,-83.62,3.5,54.12,79.88,-0.110261,-0.366663,-0.366663,-0.00924955
10.56,-83.5,3.44,54.06,68.81,-0.107703,-0.390151,-0.390151,-0.0105989
10.61,-83.31,3.25,53.69,54.44,-0.114962,-0.396538,-0.396538,-0.00830386
10.66,-83.12,3.06,53.5,37.94,-0.11097,-0.36372,-0.36372,-0.0052596
10.71,-83,3.19,52.81,28.31,-0.0933163,-0.405782,-0.405782,0.0175028
10.76,-82.75,3.31,52.56,22.25,-0.0983349,-0.340704,-0.340704,0.00899673
10.81,-82.62,3.5,52.06,18.56,-0.122354,-0.385558,-0.385558,0.00581061
10.86,-82.38,3.56,51.81,15.44,-0.117897,-0.349596,-0.349596,0.0013266
10.91,-82.06,3.44,51.19,13,-0.129156,-0.387823,-0.387823,0.00147405
10.96,-81.69,3.12,50.25,9.44,-0.137721,-0.379686,-0.379686,-0.00302903
11.01,-81.38,2.69,49.5,7.75,-0.137267,-0.341742,-0.341742,0.00434743
11.06,-81,2.31,48.5,6.06,-0.126225,-0.364771,-0.364771,0.00025085
11.11,-80.69,1.75,47.81,4.5,-0.149166,-0.323526,-0.323526,-9.16198E-05
11.16,-80.31,1.31,46.81,3.69,-0.125598,-0.358316,-0.358316,0.0022334
11.21,-79.88,0.56,45.88,2.56,-0.151447,-0.327119,-0.327119,-0.00119333
11.26,-79.31,-0.06,44.56,1.12,-0.126335,-0.349045,-0.349045,-0.000206621
11.31,-78.69,-0.62,43.31,-0.19,-0.144106,-0.309676,-0.309676,0.000593861
11.36,-78.12,-1,41.94,-1.19,-0.154981,-0.312769,-0.312769,0.00104078
11.41,-77.81,-0.94,40.75,-1.75,-0.171356,-0.284765,-0.284765,0.0013221
11.46,-77.88,-0.88,40.38,-1.56,-0.204676,-0.239901,-0.239901,0.00113449
11.51,-77.81,-1,40.62,-1.5,-0.164038,-0.2559,-0.2559,-0.000350289
11.56,-77.62,-1,40.19,-1.62,-0.152833,-0.338448,-0.338448,-2.30091E-05
11.61,-77.5,-1.19,40,-1.81,-0.18829,-0.275864,-0.275864,-0.000603522
11.66,-77.31,-1.25,39.25,-2.38,-0.161647,-0.324545,-0.324545,-0.000592742
11.71,-77.19,-1.44,38.62,-2.81,-0.189581,-0.274557,-0.274557,2.08412E-05
11.76,-77.25,-1.44,38.12,-3.19,-0.186431,-0.270511,-0.270511,6.11435E-05
11.81,-77.38,-1.38,38.06,-3.06,-0.179518,-0.249942,-0.249942,0.00121434
11.86,-77.5,-1.38,38.12,-3.25,-0.17603,-0.272014,-0.272014,-0.000862077
11.91,-77.5,-1.5,38,-3.25,-0.165484,-0.29141,-0.29141,0.00052155
11.96,-77.44,-1.5,37.88,-3.38,-0.162626,-0.278383,-0.278383,-2.19732E-05
12.01,-77.5,-1.5,37.81,-3.31,-0.18516,-0.274266,-0.274266,0.00025959
12.06,-77.62,-1.5,37.88,-3.25,-0.177842,-0.268979,-0.268979,-0.000141308
12.11,-77.75,-1.5,37.94,-3.12,-0.170318,-0.279652,-0.279652,0.000153816
12.16,-77.88,-1.5,38,-3.19,-0.167918,-0.279545,-0.279545,-0.000493658
12.21,-77.94,-1.5,38.19,-3.06,-0.159264,-0.272312,-0.272312,0.000630473
12.26,-77.88,-1.56,38.25,-3.06,-0.157522,-0.290038,-0.290038,-0.000180336
12.31,-77.81,-1.56,38.25,-3,-0.163905,-0.284995,-0.284995,0.000259289
12.36,-77.88,-1.62,38.12,-3,-0.183532,-0.288488,-0.288488,-0.000511725
12.41,-77.88,-1.69,38.31,-2.88,-0.160241,-0.260077,-0.260077,0.000415965
12.46,-77.75,-1.62,38.25,-2.94,-0.148634,-0.297809,-0.297809,2.16101E-05
12.51,-77.69,-1.69,38.19,-2.94,-0.182479,-0.2801,-0.2801,-0.000200877
12.56,-77.56,-1.81,38,-3,-0.165453,-0.287628,-0.287628,-8.53286E-05
12.61,-77.19,-1.94,37.06,-3.12,-0.149277,-0.322844,-0.322844,0.000332517
12.66,-76.38,-2.38,35.25,-3.19,-0.148285,-0.318257,-0.318257,0.000681054
12.71,-75.19,-3.31,33.62,-3,-0.177739,-0.234741,-0.234741,0.000934878
12.76,-73.5,-4.19,31.19,-2.56,-0.154114,-0.279801,-0.279801,0.00204029
12.81,-71.56,-5.44,29.06,-1.88,-0.231379,-0.184744,-0.184744,0.00102702
12.86,-69.31,-6.81,26.75,-1.38,-0.240135,-0.19369,-0.19369,0.000507865
12.91,-66.56,-8.5,24.31,-0.94,-0.258314,-0.165298,-0.165298,0.00115635
12.96,-63.81,-10.38,22.25,-0.25,-0.362528,-0.0979657,-0.0979657,0.000894653
13.01,-60.62,-12.06,19.69,0.19,-0.326191,-0.131073,-0.131073,0.00109099
13.06,-57.44,-13.88,17.31,1,-0.451989,-0.0450796,-0.0450796,0.00129623
13.09,-53.94,-15.31,15,1.56,0.143237,-0.286057,-0.286057,0.0112766
13.14,-51,-16.5,13.62,2.94,-0.966457,0.236207,0.236207,-0.00465543
13.19,-47.56,-17.75,11.81,3.44,-0.517514,-0.0158213,-0.0158213,-0.000763324
13.24,-44.19,-18.56,10.12,3.81,-0.646875,0.0605593,0.0605593,-8.71036E-05
13.29,-40.81,-19.25,8.94,3.94,-0.696496,0.104144,0.104144,-0.000394276
13.34,-37.75,-19.69,8.19,4,-0.773355,0.123,0.123,-0.000755997
13.39,-34.94,-19.88,7.56,4,-0.785222,0.111402,0.111402,-0.000601485
13.44,-32.12,-20.25,6.94,3.75,-0.779049,0.108094,0.108094,-0.000602395
13.49,-29.75,-20.25,6.31,3.56,-0.857425,0.128712,0.128712,-0.000765061
13.54,-27.44,-20.06,5.62,3.19,-0.82616,0.119581,0.119581,-0.000524906
13.59,-25.25,-19.69,4.94,2.94,-0.854203,0.130143,0.130143,5.66695E-05
13.64,-23.44,-19.75,4.38,2.88,-0.909456,0.150764,0.150764,-0.000478534
13.69,-21.62,-19.44,3.94,2.5,-0.86597,0.141014,0.141014,-0.000706038
13.74,-20.19,-19.06,3.25,2.44,-0.919616,0.129351,0.129351,-0.000120414
13.79,-19,-19.12,2.88,2.25,-0.925652,0.166069,0.166069,-0.00092948
13.84,-18,-18.69,2.62,2.12,-0.91459,0.149122,0.149122,-0.000247395
13.89,-17.25,-18.31,2.38,1.94,-0.92649,0.143371,0.143371,-0.00071963
13.94,-16.81,-18.19,2.31,1.75,-0.941463,0.154772,0.154772,-0.000777131
13.99,-16.56,-18.06,2.38,1.56,-0.924455,0.148466,0.148466,-0.000443976
14.04,-16.56,-18.19,2.44,1.5,-0.929044,0.140996,0.140996,-0.000292352
14.09,-16.81,-18.38,2.5,1.5,-0.927511,0.142721,0.142721,-0.000444193
14.12,-16.94,-18.38,2.62,1.38,-0.891322,0.14919,0.14919,-0.000657973
14.15,-17,-18.44,2.69,1.38,-0.861853,0.120603,0.120603,0.00125864
14.18,-17.06,-18.31,2.81,1.31,-0.893987,0.143312,0.143312,-0.000414046
14.23,-17.25,-18.5,3.06,1.38,-0.905775,0.140539,0.140539,0.00019446
14.28,-17.31,-18.62,3.31,1.56,-0.871871,0.13105,0.13105,0.000583127
14.34,-17.31,-18.69,3.44,1.75,-0.879474,0.125635,0.125635,7.91941E-05
14.38,-17.38,-18.81,3.56,1.88,-0.90632,0.1421,0.1421,-0.000261322
14.44,-17.38,-18.88,3.62,1.94,-0.876759,0.128115,0.128115,-4.99953E-05
14.48,-17.5,-19.12,3.69,2.06,-0.916717,0.145898,0.145898,-0.000177192
14.53,-17.44,-19.25,3.81,2.12,-0.860439,0.13389,0.13389,0.000292525
14.58,-17.44,-19.5,4.06,2.25,-0.901014,0.149611,0.149611,7.9798E-06
14.63,-17.31,-19.25,4.06,2.12,-0.861608,0.116884,0.116884,-0.00025342
14.69,-17.38,-19.38,4.12,2.12,-0.912563,0.145649,0.145649,-0.000149891
14.75,-17.31,-19.44,4.19,2.06,-0.875594,0.136076,0.136076,0.000131314
14.81,-17.38,-19.38,4.12,2.06,-0.898206,0.134565,0.134565,-0.000108616
14.84,-17.38,-19.31,4.06,2.06,-0.872738,0.130279,0.130279,0.000244334
14.9,-17.25,-19.12,4,2.06,-0.878171,0.136875,0.136875,0.000215507
14.96,-17,-19,3.94,2.06,-0.879701,0.133925,0.133925,0.000185739
15.02,-16.69,-18.81,3.94,2.12,-0.887445,0.136933,0.136933,0.0002084
15.08,-16.5,-18.69,4,2.25,-0.905778,0.139747,0.139747,-8.22834E-05
15.14,-16.38,-18.56,3.94,2.25,-0.898194,0.129726,0.129726,-0.000335748
15.2,-16.25,-18.5,3.88,2.12,-0.894051,0.133577,0.133577,-0.000214947
15.23,-16.25,-18.44,3.94,2.12,-0.92509,0.154994,0.154994,3.87475E-05
15.28,-16.12,-18.44,3.88,2.12,-0.873513,0.119119,0.119119,0.000287423
15.33,-15.94,-18.19,3.81,2.06,-0.887832,0.129933,0.129933,8.17272E-06
15.38,-15.62,-18.06,3.75,1.94,-0.879759,0.128371,0.128371,0.000160333
15.43,-15.31,-17.88,3.62,1.88,-0.898316,0.126511,0.126511,0.000131057
15.48,-15,-17.88,3.62,2,-0.904716,0.139967,0.139967,0.000416992
15.53,-14.62,-17.56,3.62,2,-0.891388,0.12738,0.12738,-8.235E-05
15.58,-14.44,-17.62,3.56,2,-0.93058,0.131535,0.131535,-0.000527071
