9.844021145963768871e-02,2.347236851892557305e-02,2.346204824045950571e-02,-3.472806632117896676e-05
9.831153018891024276e-02,2.400111301814350853e-02,2.396774226297292490e-02,-2.582011807084487644e-05
9.628862522269654445e-02,2.428815751505885093e-02,2.424377643535995802e-02,-7.716540210122146073e-06
9.619706003716063658e-02,2.370054179196415256e-02,2.368406437644586179e-02,-3.193362758482703326e-06
9.591218888707354895e-02,2.385008088118227218e-02,2.382114857462354351e-02,-4.446694585927154083e-06
9.486552463216639530e-02,2.330206540358294512e-02,2.326380784271476002e-02,-6.238357316055896786e-07
9.353717414291778942e-02,2.233050838567763458e-02,2.233489965434803243e-02,8.341161222805276777e-06
9.248537620538009596e-02,2.252891421149269893e-02,2.253260553504725719e-02,7.823569625226390069e-06
9.335904543545424372e-02,2.341152390650177995e-02,2.338129118270003068e-02,-4.685385379909427586e-06
9.401002133480680645e-02,2.287941311272695746e-02,2.284839111734594461e-02,-3.427113571827976371e-06
9.301807918898682970e-02,2.211440521708626580e-02,2.209905486330134006e-02,5.511919867539613218e-06
9.308036939361068185e-02,2.230172039147472474e-02,2.228311922234921250e-02,2.553170165821882476e-06
9.385684458826702714e-02,2.235339160747371393e-02,2.232687647794127928e-02,-4.084976608535634538e-06
9.403901511578011130e-02,2.309361286658117088e-02,2.306506832993154843e-02,-5.139210905582750965e-06
9.278447578375229043e-02,2.318608490097536293e-02,2.316553636556834342e-02,2.361910693682346956e-07
9.241786298990332937e-02,2.273636706457355522e-02,2.272227879483338514e-02,2.481732892397803290e-06
9.278032647786185749e-02,2.241681228236415066e-02,2.239720359160798924e-02,4.923031893114840399e-06
9.195010137717365972e-02,2.293233882793721881e-02,2.290640237327423723e-02,1.432252882848313452e-05
9.251063787485139245e-02,2.377336755367273971e-02,2.374867466673562938e-02,2.256879600393384178e-06
9.435961309208135139e-02,2.363262999884709059e-02,2.361160498822891668e-02,-2.178372564103524383e-05
9.277391884689389912e-02,2.337823715406414649e-02,2.335186065882911138e-02,-4.632242171781657323e-06
9.217899266781384715e-02,2.337278557253789565e-02,2.335235477253237713e-02,1.348660894996183040e-05
9.277848105217526009e-02,2.311334410603151784e-02,2.310428573214723044e-02,-4.691372681989326004e-06
9.336429238279245202e-02,2.339460670506190304e-02,2.336808710066141936e-02,-1.323131445569553463e-05
9.277142282544308116e-02,2.279430749745516710e-02,2.276799245173629499e-02,9.321692792971181875e-06
9.114366968509028666e-02,2.224814004578679061e-02,2.223382037650719484e-02,1.242631993817228824e-05
9.278923851891501817e-02,2.307421231730866218e-02,2.305365623068655542e-02,-9.340257731010280699e-06
9.337103246758662878e-02,2.266707953853272506e-02,2.264639135692886676e-02,-3.985653824308325935e-06
9.336148558778435691e-02,2.280484929021565563e-02,2.278416459792164533e-02,7.261167414164987823e-07
9.337110863694079999e-02,2.266704044215040251e-02,2.264635279387253869e-02,-3.986150504744173579e-06
9.240754117832002124e-02,2.268338150793583821e-02,2.265141248633649115e-02,-6.703019074840600553e-07
9.240272161548007679e-02,2.253989285679664986e-02,2.251944980815560882e-02,3.964374992116304002e-06
9.039884328518683898e-02,2.255682108224018115e-02,2.254171398811877572e-02,9.318096825826178582e-06
9.039853493236342519e-02,2.334880494123276265e-02,2.332308444849145318e-02,2.010209726478288123e-07
9.183082775228353090e-02,2.263654908344534672e-02,2.261723044030329241e-02,8.199193224822625881e-06
9.066749747714197838e-02,2.241256927849028316e-02,2.239841017575410625e-02,1.602705351146718342e-05
9.146159976905364475e-02,2.176138471754037601e-02,2.175286434082799106e-02,3.126964944215645884e-06
9.230949841820729196e-02,2.194038914311414318e-02,2.192020309839100983e-02,1.801332569444155172e-05
9.391993738440543305e-02,2.177357378177116956e-02,2.175981219755258878e-02,3.024541121577572109e-05
9.592584021615568890e-02,2.145076036242860376e-02,2.144720313760285421e-02,2.410203209044114826e-05
9.552082501045218443e-02,2.127543808217762303e-02,2.125969659887795571e-02,2.466848357805777331e-05
9.682770149965294615e-02,2.140409733254989427e-02,2.137196011902716894e-02,1.328279727987531293e-05
1.000248720459768759e-01,2.032514559057056747e-02,2.031185618534374002e-02,2.568354275926430861e-05
1.043186833431972577e-01,1.907546230814129162e-02,1.910300016613012200e-02,6.557419241475698527e-05
1.152349750744148527e-01,1.948045303584535273e-02,1.947990031577042855e-02,4.852609998785170723e-05
1.263812873925601321e-01,2.025692123655459254e-02,2.020024930533762669e-02,2.563105932912040856e-05
1.334568158987426423e-01,2.067147305252135109e-02,2.060213425182548866e-02,4.338823639598485781e-05
1.430461539212407873e-01,1.893560745878505175e-02,1.891860568339054360e-02,5.828256114965573603e-05
1.547683678803068730e-01,1.662598774806876845e-02,1.666751779327232258e-02,5.666255191455769674e-05
1.697446023490389866e-01,1.880703537396002240e-02,1.876778854834643129e-02,-3.998694956833191853e-06
1.855512705826798392e-01,2.099865811946463601e-02,2.088973950258180348e-02,-2.727948221580761949e-05
1.949087808275578593e-01,1.732413005349473997e-02,1.730408982075938573e-02,2.114674054121135072e-05
2.031132860524853256e-01,1.526819893204994436e-02,1.528382388067731079e-02,5.031127048016839377e-05
2.133361052796043933e-01,1.638548967595701913e-02,1.635182187570683593e-02,5.041318083869736279e-05
2.279137196772582363e-01,1.543065351300204092e-02,1.541127745279624074e-02,1.938629113874868568e-05
2.400553667818890735e-01,1.378527147141026844e-02,1.378287120469818064e-02,2.957107436538290946e-05
2.569794525725019874e-01,1.512983032461047081e-02,1.505515089914065754e-02,3.447268560901673492e-05
2.766688703416795847e-01,1.432356619696426372e-02,1.423810960643161032e-02,2.004307044396046341e-05
2.927624202013284216e-01,1.407846046649286614e-02,1.402022414377297743e-02,1.431704745435298137e-05
3.105233339729560615e-01,1.392878563229574089e-02,1.382741328787366608e-02,-1.798954269910635036e-05
3.250202582876918211e-01,1.218966114664216636e-02,1.206021738358529355e-02,-4.574798966070814827e-05
3.388253997435343168e-01,1.076522394427065037e-02,1.067590557551361015e-02,-4.182793556610949875e-05
3.444187986974390214e-01,8.532834773182047458e-03,8.499206522438854799e-03,4.318988952634215467e-05
3.547943701321438770e-01,8.226857571409687542e-03,8.162256355958767348e-03,4.369185055502180555e-05
3.723771566186937498e-01,6.715569295672648917e-03,6.613399315618300432e-03,-6.651102008127467006e-05
3.827515716724385619e-01,5.496037416768870774e-03,5.356634863248182880e-03,-1.075300878510694998e-04
3.893656642801099910e-01,2.463338805331099796e-03,2.341128167294538945e-03,-7.007135922679251852e-05
3.938195427134709159e-01,-2.162053506122224144e-03,-2.191789251475151877e-03,-1.451413363986983278e-05
4.018276821156607226e-01,-3.853089813951359518e-03,-3.898306137652835998e-03,-1.863800609118210390e-05
4.084629815184427359e-01,-4.941440151087947777e-03,-5.023511802626466627e-03,-1.304640169497266629e-05
4.121608596225430077e-01,-6.782386135106962567e-03,-6.845851567709116715e-03,-9.303752721056616202e-06
4.193704714820949975e-01,-7.750112694075500172e-03,-7.830462475448553630e-03,-5.948281541838823814e-05
4.204579094386420857e-01,-9.263870532323657814e-03,-9.325649333231045279e-03,-1.806535665680740385e-05
4.186767198772366472e-01,-1.105223813454633830e-02,-1.104603819199039688e-02,3.500754209958283932e-05
4.255443996803586204e-01,-1.166319729209830403e-02,-1.166730427445608446e-02,-2.731204648788109569e-05
4.334090674278641142e-01,-1.275165840855045467e-02,-1.278537507868426557e-02,-6.780053626623181427e-05
4.375982317495562546e-01,-1.198356306728909013e-02,-1.201858096951293961e-02,-5.386796276692718742e-05
4.407988267232356705e-01,-1.100442759665012406e-02,-1.109528685871406448e-02,-7.035357338478491929e-05
4.390738181944243701e-01,-1.038201743587101322e-02,-1.051946513214122546e-02,-6.686105689979581087e-05
4.322435268345701243e-01,-9.595621894438995450e-03,-9.647174552827380775e-03,1.263983907016166571e-05
4.315032303370288647e-01,-1.077567797952294452e-02,-1.075470559013941806e-02,4.371337318266005985e-05
4.353106527588907482e-01,-1.211745574135108389e-02,-1.214575167605892216e-02,4.246482754408903285e-06
4.342015625278039526e-01,-1.180758343874837440e-02,-1.185543944298887362e-02,1.459071501134230152e-05
4.347322942384203581e-01,-1.186646481780224451e-02,-1.189881957328241951e-02,2.274954415275408094e-05
4.386231731765823372e-01,-1.227786275523634098e-02,-1.232205136473907107e-02,-1.267647364344022577e-05
4.397437745678107746e-01,-1.236760183216940000e-02,-1.241606641576001313e-02,-2.857505744997099911e-05
4.392829114114241706e-01,-1.309657312416053626e-02,-1.313801092534214003e-02,-1.401659675432686796e-05
4.398771804524705953e-01,-1.299894973744992847e-02,-1.305321594349097974e-02,-8.946274585038834588e-06
4.453742610399992197e-01,-1.323287996349368362e-02,-1.330553389357865685e-02,-6.428374486528477545e-05
4.458664345057445355e-01,-1.474816253164240414e-02,-1.479945095277148195e-02,-6.740436289821682807e-05
4.388893390956769558e-01,-1.452082720507516696e-02,-1.455030468233588052e-02,1.125828301836551491e-06
4.373955605557908743e-01,-1.339039645590258884e-02,-1.342823552271121129e-02,4.720327938943353148e-06
4.377080605702505789e-01,-1.424516269283723942e-02,-1.429889236497699015e-02,7.434335484169978007e-06
4.359928211651538099e-01,-1.484612602354396134e-02,-1.490542527768350459e-02,1.540865974546152829e-05
4.369820784133113811e-01,-1.467053473297808691e-02,-1.474689366897002744e-02,-7.988588418391667366e-06
4.350652843143894555e-01,-1.511286033275620680e-02,-1.517522813041605537e-02,3.768407066398384036e-05
4.357717392029051284e-01,-1.704875645660248323e-02,-1.706403651450973114e-02,3.413426224652830793e-05
