0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,-0.001168,0.058330,0.00000021,0.041997,0.00000015,-0.000000089
0.100000,0.017370,0.147277,0.0000019,0.106024,-0.00000047,0.00000041
0.150000,0.112977,0.166168,0.0000033,0.119580,-0.0000015,0.0000019
0.200000,0.306918,0.164661,-0.00000043,0.118505,-0.0000025,0.0000036
0.250000,0.603878,0.165098,0.0000039,0.118839,-0.0000036,0.0000052
0.300000,1.005281,0.166473,0.0000017,0.119822,-0.0000047,0.0000068
0.350000,1.508852,0.166480,0.00000075,0.119816,-0.0000056,0.0000084
0.400000,2.111842,0.165795,0.0000039,0.119319,-0.0000066,0.0000100
0.450000,2.813625,0.165183,0.0000035,0.118874,-0.0000075,0.000012
0.500000,3.614944,0.164670,0.000003,0.118500,-0.0000083,0.000013
0.550000,4.516416,0.164144,0.0000043,0.118114,-0.0000092,0.000015
0.600000,5.494183,0.163607,0.0000021,0.117709,-0.0000097,0.000017
0.650000,6.503314,0.163069,0.0000015,0.117296,-0.0000097,0.000017
0.700000,7.513818,0.162513,0.0000012,0.116875,-0.0000095,0.000017
0.750000,8.516800,0.161929,0.0000016,0.116452,-0.0000093,0.000017
0.800000,9.515190,0.161340,0.0000015,0.116029,-0.000009,0.000018
0.850000,10.513296,0.160751,0.00000085,0.115610,-0.000009,0.000018
0.900000,11.512687,0.160168,0.0000013,0.115189,-0.0000090,0.000018
0.950000,12.512917,0.159589,-0.0000012,0.114769,-0.0000087,0.000019
1.000000,13.513247,0.159003,0.00000096,0.114349,-0.0000087,0.000019
1.050000,14.513365,0.158416,0.000003,0.113927,-0.0000085,0.000020
1.100000,15.513329,0.157833,0.00000064,0.113507,-0.0000083,0.000020
1.150000,16.513273,0.157252,-0.0000015,0.113087,-0.0000083,0.000020
1.200000,17.513252,0.156666,-0.0000039,0.112667,-0.0000081,0.000021
1.250000,18.513258,0.156079,0.000002,0.112246,-0.0000080,0.000021
1.300000,19.513264,0.155492,0.000004,0.111824,-0.0000078,0.000021
1.350000,20.513269,0.154907,0.0000043,0.111405,-0.0000078,0.000022
1.400000,21.513273,0.154324,0.00000064,0.110984,-0.0000076,0.000022
1.450000,22.513269,0.153740,0.0000025,0.110562,-0.0000074,0.000022
1.500000,23.513266,0.153158,-0.00000021,0.110142,-0.0000073,0.000023
1.550000,24.513273,0.152573,0.00000064,0.109722,-0.0000071,0.000023
1.600000,25.513277,0.151985,0.0000051,0.109301,-0.000007,0.000023
1.650000,26.513268,0.151404,0.0000018,0.108880,-0.0000070,0.000024
1.700000,27.513262,0.150819,0.0000014,0.108458,-0.0000068,0.000024
1.750000,28.513264,0.150236,-0.0000032,0.108038,-0.0000067,0.000024
1.800000,29.513268,0.149652,-0.000001,0.107617,-0.0000066,0.000025
1.850000,30.513266,0.149067,-0.0000012,0.107196,-0.0000064,0.000025
1.900000,31.513277,0.148483,-0.00000064,0.106776,-0.0000064,0.000025
1.950000,32.513283,0.147899,0.00000032,0.106356,-0.0000062,0.000026
2.000000,33.513271,0.147314,-0.0000013,0.105936,-0.000006,0.000026
2.050000,34.513275,0.146728,0.0000012,0.105515,-0.0000059,0.000026
2.100000,35.513271,0.146141,0.0000018,0.105094,-0.0000058,0.000027
2.150000,36.513271,0.145557,0.000002,0.104674,-0.0000057,0.000027
2.200000,37.513260,0.144973,0.0000028,0.104252,-0.0000056,0.000028
2.250000,38.513268,0.144389,0.00000053,0.103831,-0.0000054,0.000028
2.300000,39.513252,0.143805,0.00000096,0.103412,-0.0000053,0.000028
2.350000,40.513260,0.143222,-0.0000001,0.102991,-0.000005,0.000029
2.400000,41.513271,0.142638,-0.0000018,0.102571,-0.000005,0.000029
2.450000,42.513271,0.142051,0.0000025,0.102149,-0.0000050,0.000029
2.500000,43.513271,0.141466,0.0000028,0.101728,-0.0000048,0.000030
2.550000,44.513264,0.140883,0.0000015,0.101308,-0.0000047,0.000030
2.600000,45.513245,0.140297,0.0000030,0.100887,-0.0000045,0.000030
2.650000,46.513256,0.139714,0.0000016,0.100466,-0.0000045,0.000031
2.700000,47.513256,0.139131,0.00000032,0.100046,-0.0000043,0.000031
2.750000,48.513271,0.138545,0.0000021,0.099626,-0.0000042,0.000031
2.800000,49.513256,0.137957,0.0000044,0.099204,-0.000004,0.000032
2.850000,50.513245,0.137375,0.0000026,0.098785,-0.0000039,0.000032
2.900000,51.513252,0.136792,0.0000015,0.098363,-0.0000038,0.000032
2.950000,52.513233,0.136207,0.0000032,0.097943,-0.0000036,0.000033
3.000000,53.513233,0.135623,0.0000039,0.097523,-0.0000036,0.000033
3.050000,54.513233,0.135039,0.0000015,0.097102,-0.0000035,0.000033
3.100000,55.513229,0.134452,0.000005,0.096681,-0.0000032,0.000034
3.150000,56.513233,0.133866,0.0000057,0.096259,-0.0000030,0.000034
3.200000,57.513241,0.133283,0.0000043,0.095839,-0.0000029,0.000034
3.250000,58.513233,0.132699,0.0000043,0.095418,-0.0000028,0.000035
3.300000,59.513256,0.132110,0.000006,0.094997,-0.0000027,0.000035
3.350000,60.513248,0.131528,0.000006,0.094577,-0.0000025,0.000035
3.400000,61.513226,0.130946,0.0000035,0.094156,-0.0000024,0.000036
3.450000,62.513252,0.130361,0.0000047,0.093736,-0.0000023,0.000036
3.500000,63.513260,0.129774,0.0000074,0.093314,-0.0000022,0.000036
3.550000,64.513283,0.129189,0.0000079,0.092894,-0.0000019,0.000037
3.600000,65.513245,0.128608,0.0000047,0.092473,-0.0000018,0.000037
3.650000,66.513237,0.128023,0.0000039,0.092053,-0.0000017,0.000037
3.700000,67.513260,0.127438,0.0000051,0.091632,-0.0000016,0.000038
3.750000,68.513268,0.126854,0.0000043,0.091212,-0.0000014,0.000038
3.800000,69.513283,0.126269,0.0000044,0.090791,-0.0000013,0.000038
3.850000,70.513283,0.125684,0.000005,0.090370,-0.000001,0.000039
3.900000,71.513268,0.125101,0.0000043,0.089950,-0.000001,0.000039
3.950000,72.513260,0.124518,0.0000019,0.089529,-0.00000083,0.000039
4.000000,73.513237,0.123934,0.0000048,0.089108,-0.00000076,0.000040
4.050000,74.513245,0.123350,0.0000048,0.088689,-0.0000007,0.000040
4.100000,75.513252,0.122767,0.00000096,0.088267,-0.00000052,0.000040
4.150000,76.513252,0.122178,0.0000035,0.087847,-0.00000045,0.000041
4.200000,77.513275,0.121593,0.0000037,0.087426,-0.00000043,0.000041
