0,-0.723266
0.05,-0.723266
0.1,-0.789813
0.15,-0.769495
0.2,-0.735929
0.25,-0.717844
0.3,-0.700334
0.35,-0.678089
0.4,-0.651154
0.45,-0.619861
0.5,-0.58533
0.55,-0.551509
0.6,-0.521794
0.65,-0.498065
0.7,-0.449323
0.75,-0.410286
0.8,-0.362237
0.85,-0.313838
0.9,-0.264299
0.95,-0.221037
1,-0.16981
1.05,-0.127478
1.1,-0.079899
1.15,-0.02721
1.2,0.012753
1.25,0.060847
1.3,0.117384
1.35,0.152694
1.4,0.201645
1.45,0.22136
1.5,0.322734
1.55,0.320299
1.6,0.406791
1.65,0.413976
1.7,0.476312
1.75,0.527309
1.8,0.572943
1.85,0.619161
1.9,0.665326
1.95,0.711371
2,0.757415
2.05,0.803235
2.1,0.848693
2.15,0.893911
2.2,0.939449
2.25,0.985148
2.3,1.030669
2.35,1.076002
2.4,1.121229
2.45,1.166335
2.5,1.211398
2.55,1.256234
2.6,1.301064
2.65,1.345781
2.7,1.390302
2.75,1.434743
2.8,1.479097
2.85,1.523302
2.9,1.56733
2.95,1.611233
3,1.655093
3.05,1.698736
3.1,1.742291
3.15,1.785614
3.2,1.828833
3.25,1.871889
3.3,1.914837
3.35,1.957583
3.4,2.000194
3.45,2.042597
3.5,2.084859
3.55,2.126906
3.6,2.168875
3.65,2.210596
3.7,2.252172
3.75,2.29354
3.8,2.334712
3.85,2.375721
3.9,2.416481
3.95,2.457111
4,2.497535
4.05,2.537733
4.1,2.577722
4.15,2.617555
4.2,2.657159
4.25,2.696659
4.3,2.735884
4.35,2.774862
4.4,2.81343
4.45,2.851955
4.5,2.890155
4.55,2.928232
4.6,2.965947
4.65,3.003483
4.7,3.040752
4.75,3.077831
4.8,3.11464
4.85,3.15123
4.9,3.18755
4.95,3.223618
5,3.259388
5.05,3.295139
5.1,3.330566
5.15,3.365549
5.2,3.400211
5.25,3.434817
5.3,3.468985
5.35,3.5029
5.4,3.536556
5.45,3.569881
5.5,3.603095
5.55,3.635841
5.6,3.668348
5.65,3.700615
5.7,3.732593
5.75,3.764372
5.8,3.795908
5.85,3.827184
5.9,3.858208
5.95,3.888865
6,3.919266
6.05,3.949019
6.1,3.977843
6.15,4.006084
6.2,4.035127
6.25,4.064918
6.3,4.09396
6.35,4.12194
6.4,4.149469
6.45,4.176625
6.5,4.203606
6.55,4.23051
6.6,4.257064
6.65,4.283254
6.7,4.309078
6.75,4.334537
6.8,4.359714
6.85,4.384469
6.9,4.408885
6.95,4.433017
7,4.456799
7.05,4.480209
7.1,4.503309
7.15,4.526033
7.2,4.548429
7.25,4.570477
7.3,4.592721
7.35,4.615259
7.4,4.636639
7.45,4.658267
7.5,4.679599
7.55,4.700608
7.6,4.721294
7.65,4.741641
7.7,4.761619
7.75,4.781172
7.8,4.800451
7.85,4.819345
7.9,4.837902
7.95,4.856127
8,4.873918
8.05,4.891441
8.1,4.90872
8.150001,4.925779
8.2,4.941781
8.25,4.958103
8.3,4.973821
8.35,4.989068
8.400001,5.003988
