0,1024,3072,2048,0,0,0
0.05,1041,3072,2048,0.63073,-0.004884,-0.006134
0.1,1066,3071,2047,0.978381,0.000076,0.001117
0.15,1077,3068,2048,1.136283,-0.009908,0.00401
0.2,1078,3064,2048,1.015753,-0.011937,0.001573
0.25,1076,3057,2048,0.930156,-0.011917,-0.000097
0.3,1075,3048,2048,0.916051,-0.012043,-0.000334
0.35,1074,3037,2048,0.925815,-0.012348,-0.00012
0.4,1074,3023,2048,0.932085,-0.012861,0.000013
0.45,1074,3007,2048,0.932253,-0.013407,0.000028
0.5,1074,2989,2048,0.930194,-0.01396,0.0000099
0.55,1073,2968,2048,0.927954,-0.014552,0.00000034
0.6,1073,2946,2048,0.92551,-0.010904,-0.000000097
0.65,1072,2924,2048,0.922562,-0.006052,0.000002
0.7,1072,2901,2048,0.919022,-0.005562,0.0000034
0.75,1071,2878,2048,0.914849,-0.006334,0.0000033
0.8,1070,2856,2048,0.910111,-0.007011,0.0000028
0.85,1070,2833,2048,0.904842,-0.007576,0.0000024
0.9,1069,2810,2048,0.899057,-0.00815,0.0000024
0.95,1069,2787,2048,0.892744,-0.008717,0.0000024
1,1068,2765,2048,0.885907,-0.00926,0.0000025
1.05,1067,2742,2048,0.878565,-0.00977,0.0000021
1.1,1066,2719,2048,0.870717,-0.010262,0.0000022
1.15,1066,2696,2048,0.862375,-0.010717,0.0000021
1.2,1065,2674,2048,0.853558,-0.011164,0.0000019
1.25,1064,2651,2048,0.844258,-0.011567,0.0000017
1.3,1063,2628,2048,0.834507,-0.01194,0.0000017
1.35,1062,2605,2048,0.824299,-0.012286,0.0000014
1.4,1061,2582,2048,0.813657,-0.012603,0.0000012
1.45,1060,2560,2048,0.802589,-0.012888,0.00000087
1.5,1060,2537,2048,0.791113,-0.013125,0.00000064
1.55,1059,2514,2048,0.779237,-0.013341,0.00000033
1.6,1058,2491,2048,0.766978,-0.013528,-0.000000048
1.65,1057,2469,2048,0.754356,-0.013671,-0.00000048
1.7,1056,2446,2048,0.741376,-0.013775,-0.00000072
1.75,1055,2423,2048,0.728067,-0.01385,-0.0000012
1.8,1054,2400,2048,0.714432,-0.013883,-0.0000016
1.85,1053,2378,2048,0.700493,-0.013889,-0.0000021
1.9,1052,2355,2048,0.686272,-0.013848,-0.0000026
1.95,1051,2332,2048,0.67178,-0.013776,-0.0000029
2,1050,2309,2048,0.657032,-0.013667,-0.0000036
2.05,1049,2286,2048,0.642057,-0.013524,-0.0000038
2.1,1048,2264,2048,0.626868,-0.013356,-0.0000044
2.15,1047,2241,2048,0.611478,-0.01314,-0.0000048
2.2,1046,2218,2048,0.595913,-0.012908,-0.000005
2.25,1045,2195,2048,0.580194,-0.012637,-0.0000056
