2.07,-11.62,3,0.31,0.919138,0.10674,-0.000311436,0.000108
2.12,-11.81,3.06,0.31,0.905281,0.0976155,-2.21E-05,0.000147
2.17,-12.06,3.19,0.38,0.909934,0.107251,4.82E-05,0.000339
2.22,-12.31,3.38,0.5,0.916295,0.108536,0.000123175,-6.9E-05
2.27,-12.69,3.56,0.62,0.89628,0.10259,-0.000301701,0.000305
2.32,-13.25,3.81,0.62,0.888123,0.107914,-0.000737267,3.5E-05
2.37,-13.94,4,0.44,0.88957,0.100654,-0.000766988,-0.000165
2.42,-14.94,4.25,0.38,0.86658,0.107646,-0.000394491,0.002722
2.47,-16.06,4.56,0.38,0.886337,0.114551,-0.000120315,-0.001029
2.52,-17.19,4.75,0.31,0.890731,0.106767,-0.000217455,-0.000705
2.57,-18.5,5,0.38,0.865487,0.116444,-0.000110383,0.000229
2.62,-19.94,5.25,0.38,0.863477,0.114259,-0.00049636,9.7E-05
2.67,-21.5,5.5,0.69,0.860876,0.117869,0.000575311,1.1E-05
2.72,-23.19,5.75,0.81,0.845971,0.121556,-0.000751089,-0.000246
2.77,-24.69,6.12,0.75,0.876047,0.136766,-0.000142772,-0.000119
2.82,-26.31,6.56,0.94,0.83193,0.129352,0.000432572,-0.000129
2.87,-27.94,6.94,1.06,0.82973,0.126491,-0.000148144,-0.000379
2.92,-29.88,7.38,1.38,0.777182,0.131376,-0.00022048,3E-05
2.97,-31.81,7.94,1.5,0.804546,0.146431,-0.0004759,-0.000292
3.02,-34,8.38,1.56,0.750277,0.129369,-0.000599553,4E-05
3.07,-36.38,9,1.69,0.738787,0.155819,-0.000335845,7.5E-05
3.12,-38.62,9.31,1.75,0.748842,0.133136,8.5E-05,0.002297
3.17,-41.06,9.94,2.06,0.703332,0.171229,0.000285951,-0.001915
3.22,-43.19,10.62,2.19,0.731688,0.169136,0.000127825,-0.001265
3.27,-45.44,11.12,2.44,0.649945,0.144527,2.25E-05,-0.000236
3.32,-47.31,11.75,2.38,0.695152,0.178499,-8.13E-05,1.9E-05
3.37,-49.31,12.44,2.69,0.619937,0.164196,0.000873141,-0.000139
3.42,-51.44,13.44,3.19,0.587575,0.185206,3.76E-05,9.4E-05
3.47,-53.25,14.38,3.5,0.619236,0.175498,0.000285811,-0.000289
3.52,-55,15.56,3.56,0.565776,0.193748,-0.000600062,0.000375
3.57,-56.5,16.56,3.38,0.552325,0.172073,-0.000362804,-0.00088
3.62,-58.06,17.69,3.38,0.522507,0.190582,0.000637061,-0.000291
3.67,-59.5,18.69,3.31,0.505328,0.18133,8.65E-06,-0.000131
3.72,-60.75,19.62,3.31,0.49887,0.190174,0.0005341,3.4E-05
3.77,-62.06,20.44,3.5,0.450102,0.185323,0.000327301,7.2E-07
3.82,-63.12,21.19,3.44,0.472997,0.196877,-6.6E-05,-1.4E-05
3.87,-64.06,21.75,3.38,0.432246,0.186947,2.14E-05,-0.000106
3.92,-65.19,22.31,3.62,0.403308,0.196534,0.000720382,-2.7E-05
3.97,-66.25,23,3.62,0.40791,0.213458,-0.00042414,0.000811
4.02,-67.12,23.19,3.56,0.400246,0.17367,0.000331945,-0.000639
4.07,-67.81,23.44,3.5,0.399045,0.21173,0.000469208,-0.000576
4.12,-68.25,23.62,3.5,0.395956,0.204649,0.000692859,-2.1E-06
4.17,-68.44,23.31,3.25,0.370517,0.172342,-0.000477544,0.000748
4.22,-68.75,23.31,3.06,0.346393,0.21822,-0.000111066,-0.000206
4.27,-69.19,23.81,3.06,0.355247,0.233802,0.000607558,2.2E-05
4.33,-69.56,24.06,3,0.348911,0.188407,3.93E-05,0.000113
4.38,-69.94,24.31,2.94,0.327438,0.205774,-0.000199021,-0.000224
4.43,-70.44,24.81,3,0.322255,0.222103,0.000176719,0.000547
4.48,-70.81,25.12,3,0.332132,0.197516,5.33E-05,-0.000478
4.53,-71.19,25.69,2.94,0.320656,0.22921,-8.46E-05,-0.000355
4.58,-71.5,26.06,2.81,0.313514,0.201441,-9.77E-05,-0.000154
4.64,-71.94,26.69,2.75,0.304018,0.22603,0.000194951,0.000208
4.68,-72.12,27.06,2.62,0.306235,0.216651,-0.000361591,-6.7E-05
4.73,-72.06,27.38,2.31,0.335967,0.215033,0.000405447,0.000317
4.78,-72.12,27.56,2.12,0.279948,0.211176,-3.64E-05,-0.000197
4.83,-72.25,28.19,1.88,0.29576,0.255046,-0.00013991,-0.000675
4.88,-72.25,28.62,1.56,0.301449,0.215864,-6.84E-05,0.000639
4.93,-72.5,29.19,1.5,0.261519,0.238146,9.97E-05,-0.000109
4.98,-72.56,29.75,1.06,0.303496,0.235131,-0.000631989,-0.000149
5.03,-72.81,30.31,0.94,0.248581,0.235066,7.01E-05,-3.2E-06
5.08,-73.06,31.19,0.94,0.288806,0.263383,0.000669951,-4.4E-05
5.14,-73.19,31.62,0.81,0.274421,0.215453,-0.000142992,3.8E-05
5.18,-73.38,32.19,0.75,0.254162,0.275569,-0.000114976,-0.000128
5.23,-73.56,32.38,0.69,0.264611,0.213066,0.000163292,7.2E-06
5.28,-73.75,32.69,0.62,0.26478,0.257435,0.000206286,-3.3E-05
5.33,-73.88,32.81,0.69,0.252009,0.23721,0.000227318,-1.7E-06
5.38,-74.19,33.06,0.62,0.239433,0.259193,-0.000394031,3.7E-05
5.43,-74.31,33,0.56,0.257396,0.230503,0.000177046,-0.000125
5.48,-74.62,33.25,0.69,0.226099,0.272006,0.000239511,0.000123
5.52,-74.75,33.25,0.69,0.249877,0.231454,-0.000206719,-0.000156
5.57,-74.94,33.44,0.56,0.238317,0.265459,-0.000146752,-8.3E-05
5.62,-75.06,33.38,0.44,0.241498,0.235989,0.000263995,-0.000106
5.67,-75.25,33.38,0.38,0.215304,0.256107,-0.000172664,-1.4E-05
5.72,-75.5,33.56,0.38,0.22675,0.26557,0.00028576,-9E-05
5.77,-75.69,33.56,0.25,0.23013,0.242141,-0.000115829,2.2E-06
5.82,-75.94,33.44,0.25,0.206344,0.245144,3.34E-05,-0.000133
5.87,-76.12,33.19,0.19,0.225303,0.243348,7.56E-05,0.000235
5.92,-76.31,33,0.12,0.209344,0.254607,-0.000126853,0.000137
5.97,-76.44,32.88,0.12,0.2177,0.254674,0.00029718,-0.000168
6.02,-76.69,32.88,0.19,0.197053,0.257729,4.31E-06,4.6E-05
6.07,-76.81,32.81,0.12,0.219186,0.245353,-7.63E-05,-9.6E-07
6.12,-77,32.88,0.12,0.195536,0.259435,2.82E-05,8.4E-05
6.17,-77.12,32.69,0.06,0.204598,0.231819,-9.61E-05,-5.8E-05
6.22,-77.12,32.5,0,0.211498,0.247824,0.000185234,-4.1E-05
6.27,-77.38,32.62,0.06,0.174058,0.268608,-8.37E-05,-3.9E-05
6.32,-77.44,32.69,0.06,0.217202,0.24622,0.000267773,3.4E-05
6.37,-77.44,32.56,0,0.198365,0.234852,-0.000115631,-0.000121
6.42,-77.44,32.62,0,0.198813,0.261156,0.00024131,-0.000142
6.47,-77.44,32.5,0,0.194916,0.23564,-1.17E-09,-0.000452
6.53,-77.38,32.69,0.06,0.199261,0.264387,0.000133184,-0.000452
6.62,-77.38,32.69,0.12,0.193733,0.242856,-4.36E-05,0.000278
6.68,-77.19,32.62,0,0.214825,0.245374,5.57E-05,2.7E-05
6.75,-77.19,32.75,-0.06,0.185284,0.256072,-0.000181825,-0.000187
6.82,-77.25,32.75,-0.06,0.196299,0.244784,5.97E-05,-0.002401
6.87,-77.31,32.75,-0.06,0.193387,0.249299,-0.000102353,0.000308
6.92,-77.25,32.69,-0.06,0.21131,0.245199,0.000249636,2.1E-05
6.97,-77.25,32.69,-0.06,0.188618,0.252642,-0.000218022,-0.000251
7.02,-77.25,32.81,-0.12,0.204326,0.257708,3.95E-05,-0.000415
7.07,-77.25,32.75,-0.12,0.188968,0.237063,-0.000118208,8.1E-05
7.12,-77.25,32.75,-0.12,0.203323,0.253104,0.000173508,0.002299
7.17,-77.25,32.62,-0.12,0.197487,0.239544,-2.59E-09,-0.001228
7.22,-77.25,32.69,-0.19,0.204171,0.262244,9.08E-07,-0.003283
7.27,-77.31,32.62,-0.06,0.182246,0.238868,0.000103351,0.000209
7.32,-77.38,33.06,0.19,0.199244,0.285396,0.000371247,-0.000257
7.37,-77.56,34,0.81,0.173745,0.290646,0.000437083,-0.001947
7.42,-77.94,35.12,2.25,0.15819,0.276486,0.00142032,-0.002105
7.47,-78.31,36.81,3.88,0.181718,0.313768,0.000617632,-0.000544
7.52,-78.69,38.5,5.06,0.161563,0.286348,-0.00124727,0.00139
7.57,-79,39.94,6.44,0.153653,0.278176,0.000228519,0.002242
7.63,-79.25,40.88,8.38,0.146318,0.26285,0.000249849,0.002385
7.67,-79.75,42.62,11,0.0622961,0.427407,0.00341755,0.002505
7.72,-80.31,43.56,14.25,0.168986,0.232903,0.00131727,0.001897
7.77,-80.62,45.06,16.62,0.148502,0.360683,-0.00125165,0.001571
7.82,-81.06,46.56,18.69,0.113598,0.333612,-0.000358775,-0.000239
7.87,-81.5,47.31,21.5,0.0971379,0.288278,0.00152214,-0.000632
7.92,-81.88,48.06,24.69,0.101783,0.34234,0.0010568,-0.001032
7.97,-82.19,49.25,27.44,0.0975562,0.378147,-0.00082429,-0.002086
8.02,-82.5,50.19,30.06,0.0826383,0.337946,-0.000410359,-0.001942
8.07,-82.69,50.75,32.56,0.0773224,0.331985,-0.000602633,-0.001558
8.12,-83,51.5,36.38,0.0724667,0.374375,0.00336154,-4.3E-05
8.17,-83.12,52.38,40.31,0.0870366,0.37368,0.000670036,0.00129
8.22,-83.38,52.69,44.69,0.0577247,0.330738,0.000905455,0.001193
8.27,-83.5,53.06,50.69,0.086883,0.372857,0.00460806,0.002419
8.32,-83.62,53.31,58.25,0.0615776,0.363154,0.00371652,0.001432
8.37,-83.56,53.25,65.31,0.0840359,0.349829,-0.00073179,0.000104
8.42,-83.56,52.88,71,0.0530604,0.349086,-0.00370835,0.000527
8.47,-83.62,52.81,75,0.0552323,0.388351,-0.00426426,-0.000186
8.52,-83.69,52.88,77.31,0.0587461,0.378172,-0.00418952,0.001188
8.57,-83.69,52.75,77.62,0.0731192,0.355187,-0.00458039,-0.001234
8.62,-83.75,52.81,77.19,0.0465563,0.381419,-0.00229115,2.4E-05
8.67,-83.75,52.88,75.69,0.0682228,0.369546,-0.00243558,-0.000343
8.72,-83.81,52.94,75.19,0.0511201,0.369067,0.00212486,0.000116
8.77,-83.94,53.12,75.25,0.0567163,0.378494,0.00141826,-0.000285
8.82,-84.06,53.44,76.19,0.053641,0.381116,0.00205065,-0.000179
8.87,-84.12,53.69,78.81,0.0615768,0.368431,0.00425794,9.1E-05
8.92,-84.25,53.75,82.62,0.0551892,0.361663,0.00307632,0.000309
8.97,-84.38,53.81,87.44,0.0484536,0.374076,0.00237541,-0.00025
9.02,-84.38,53.81,91.38,0.0683573,0.369596,-0.00162567,-5.5E-05
9.07,-84.31,53.81,94.06,0.0492492,0.373699,-0.00324955,-7.7E-05
9.12,-84.19,53.81,95.81,0.0589269,0.373746,-0.00210487,0.000202
9.17,-84.12,53.69,95.81,0.045885,0.36577,-0.00451533,-0.000194
9.22,-84.19,53.69,95.44,0.0352353,0.381786,-0.00135732,0.000259
9.27,-84.12,53.88,95.25,0.0621364,0.385677,0.000628058,0.00088
9.36,-84.06,53.88,94.44,0.0545552,0.367283,-0.000279344,0.002048
9.41,-84.06,54,94.12,0.0483601,0.382512,0.000219453,0.004056
9.51,-84,54,93.19,0.0573343,0.370573,-6.75E-05,-0.004704
9.61,-84,53.88,92.38,0.0511336,0.372056,-7.54E-06,0.025385
9.66,-83.94,53.94,92.25,0.0633517,0.38166,0.000946081,0.000638
9.72,-83.94,53.94,91.81,0.0483863,0.371199,-0.000659602,-0.008918
9.77,-83.94,53.94,91.75,0.0550862,0.374183,0.000757535,-0.012844
9.81,-83.94,53.94,91.5,0.0492256,0.374147,-0.000966766,0.004932
9.86,-83.94,54,91.5,0.0579782,0.378332,0.000921739,-0.004798
9.91,-83.94,54,91.5,0.0578081,0.370585,0.000119839,-0.004525
9.96,-83.88,53.94,91.44,0.0539677,0.369884,-0.00030053,0.002959
10.01,-83.88,53.94,91.19,0.0489373,0.378257,-0.000576442,-0.002636
10.06,-83.81,54.12,91.12,0.0632659,0.386148,0.000685782,-0.000807
10.11,-83.81,54.06,91,0.0550891,0.35941,-8.5E-05,-0.00055
10.16,-83.81,54.06,91.06,0.0523492,0.378484,0.000304723,-0.0009
10.21,-83.81,54.06,90.88,0.0554593,0.374598,-0.000592854,-0.00038
10.26,-83.81,54.12,90.88,0.055694,0.378774,0.000444639,0.000148
10.31,-83.81,54.06,90.88,0.0597291,0.366853,0.00011991,-1E-05
10.36,-83.81,54.12,90.62,0.0522319,0.382693,-0.000762279,-4E-05
10.41,-83.81,54.06,89.56,0.0556458,0.366854,-0.00197618,0.000337
10.46,-83.75,54,86.56,0.0620694,0.374016,-0.00458534,-0.000151
10.51,-83.62,54.12,79.88,0.0657677,0.386231,-0.00872898,-0.00044
10.56,-83.5,54.06,68.81,0.0494768,0.362849,-0.0111185,-0.000149
10.61,-83.31,53.69,54.44,0.0741169,0.351833,-0.00778788,7.4E-06
10.66,-83.12,53.5,37.94,0.0663976,0.383388,-0.00526049,0.00044
10.71,-83,52.81,28.31,0.0627171,0.334921,0.0162507,7.4E-06
10.76,-82.75,52.56,22.25,0.0886344,0.394982,0.00903803,0.000368
10.81,-82.62,52.06,18.56,0.0676063,0.347397,0.00554602,-0.000219
10.86,-82.38,51.81,15.44,0.0934706,0.378126,0.00183248,9.1E-05
10.91,-82.06,51.19,13,0.102513,0.333589,0.00216081,-0.000469
10.96,-81.69,50.25,9.44,0.106004,0.332082,-0.00229714,-1.3E-06
11.01,-81.38,49.5,7.75,0.102752,0.362578,0.00472983,3E-05
11.06,-81,48.5,6.06,0.112791,0.327383,2.85E-05,0.000118
11.11,-80.69,47.81,4.5,0.119115,0.361448,0.000527628,-5.1E-05
11.16,-80.31,46.81,3.69,0.127681,0.314344,0.00175551,0.00015
11.21,-79.88,45.88,2.56,0.155626,0.334873,-0.000169336,-0.000242
11.26,-79.31,44.56,1.12,0.155364,0.297009,-0.00074765,-0.00018
11.31,-78.69,43.31,-0.19,0.16483,0.320584,0.000310719,-6E-05
11.36,-78.12,41.94,-1.19,0.161482,0.299478,0.000385726,0.000223
11.41,-77.81,40.75,-1.75,0.135135,0.311339,-8.74E-05,-0.000196
11.46,-77.88,40.38,-1.56,0.143864,0.351681,0.00113709,-2E-05
11.51,-77.81,40.62,-1.5,0.202644,0.339902,0.000231512,-5.3E-05
11.56,-77.62,40.19,-1.62,0.187844,0.251594,-0.000405283,-0.000297
11.61,-77.5,40,-1.81,0.188104,0.311052,-5.09E-06,-0.001019
11.66,-77.31,39.25,-2.38,0.188818,0.253179,-0.00100427,-0.001501
11.71,-77.19,38.62,-2.81,0.192179,0.294577,0.000406607,-0.001296
11.76,-77.25,38.12,-3.19,0.16579,0.291923,-0.000517777,-0.001142
11.81,-77.38,38.06,-3.06,0.182374,0.312552,0.00103218,-0.000609
11.86,-77.5,38.12,-3.25,0.19199,0.291837,-0.000679289,-0.000973
11.91,-77.5,38,-3.25,0.20692,0.271448,0.000884409,-0.000571
11.96,-77.44,37.88,-3.38,0.190614,0.282518,-0.000385623,-0.006845
12.01,-77.5,37.81,-3.31,0.177744,0.28509,0.000259584,0.00368
12.06,-77.62,37.88,-3.25,0.181892,0.29179,-0.000141323,0.002698
12.11,-77.75,37.94,-3.12,0.184896,0.282378,0.000153798,0.000472
12.16,-77.88,38,-3.19,0.183501,0.283562,-0.000493675,2.9E-05
12.21,-77.94,38.19,-3.06,0.190628,0.293629,0.000630465,0.000331
12.26,-77.88,38.25,-3.06,0.198295,0.276795,3.42E-06,0.000745
12.31,-77.81,38.25,-3,0.183174,0.281146,7.6E-05,0.000762
12.36,-77.88,38.12,-3,0.172482,0.275452,-0.000329873,0.000412
12.41,-77.88,38.31,-2.88,0.193122,0.307287,0.000448181,0.000728
12.46,-77.75,38.25,-2.94,0.191869,0.268762,-0.000405635,0.000571
