0,0,0,0,0.63073,-0.004884,-0.006134
0.05,1.516179,-0.006011,0,0.63073,-0.004884,-0.006134
0.1,2.986937,0.005478,0,1.105022,0.004501,0.003566
0.15,4.818821,0.063439,-2.7E-05,0.82212,-0.0052,-0.002115
0.2,5.903169,0.277634,-2.7E-05,1.096325,-0.010472,0.003199
0.25,6.025798,0.680519,1.4E-05,1.032355,-0.011096,0.001961
0.3,5.795115,1.27924,0,0.943881,-0.011921,0.000212
0.35,5.582642,2.077279,0,0.917459,-0.012398,-0.000279
0.4,5.440669,3.075306,1.4E-05,0.922673,-0.01276,-0.000154
0.45,5.323122,4.273007,0,0.929449,-0.013334,-1.2E-05
0.5,5.201312,5.670587,0,0.930784,-0.013989,2.4E-05
0.55,5.071388,7.268401,-1.4E-05,0.929237,-0.014625,1.3E-05
0.6,4.936779,9.06627,-1.4E-05,0.927074,-0.015295,1.2E-06
0.65,4.799,11.064251,2.7E-05,0.924667,-0.016017,-8E-07
0.7,4.657438,13.26237,1.4E-05,0.921591,-0.016751,8E-07
0.75,4.511244,15.591902,2.7E-05,0.917526,-0.012557,1.7E-06
0.8,4.361103,17.852024,1.4E-05,0.912662,2.4E-06,2E-06
0.85,4.208435,19.943264,1.4E-05,0.907392,0.003362,1.6E-06
0.9,4.054605,21.840336,0,0.901974,0.002909,-1E-07
0.95,3.900967,23.53966,0,0.89664,0.002518,-2E-06
1,3.748544,25.040226,0,0.891578,0.002498,-3.4E-06
1.05,3.598021,26.341227,1.4E-05,0.886916,0.002578,-4E-06
1.1,3.44997,27.442335,0,0.882737,0.002709,-4.6E-06
1.15,3.304842,28.34355,1.4E-05,0.879145,0.002933,-4.9E-06
1.2,3.162965,29.044861,2.7E-05,0.876207,0.003245,-4.9E-06
1.25,3.024667,29.546114,1.4E-05,0.873981,0.003626,-5.1E-06
1.3,2.891096,29.847435,0,0.872394,0.004069,-7.7E-06
1.35,4.385692,29.859074,0,0.650729,0.003123,-0.004607
1.4,5.722005,29.839785,1.4E-05,0.957932,-0.017608,0.00196
1.45,6.446237,29.831835,2.7E-05,0.940496,-0.020167,0.00152
1.5,6.994674,29.82659,2.7E-05,0.864265,-0.022089,-0.000113
1.55,7.724753,29.820415,1.4E-05,0.836049,-0.025245,-0.000636
1.6,8.709338,29.813585,2.7E-05,0.837835,-0.029012,-0.000528
1.65,9.913637,29.805634,1.4E-05,0.841418,-0.033576,-0.000392
1.7,11.312432,29.795977,2.7E-05,0.839453,-0.039063,-0.000363
1.75,12.902925,29.784542,1.4E-05,0.83431,-0.045397,-0.000376
1.8,14.688322,29.771387,1.4E-05,0.828002,-0.052524,-0.000385
1.85,16.617182,29.757139,1.4E-05,0.827803,-0.060137,-0.000235
1.9,18.596556,29.742537,-1.4E-05,0.829599,-0.067805,-2E-05
1.95,20.574976,29.727798,-1.4E-05,0.823092,-0.075389,4.1E-05
2,22.543327,29.713072,0,0.811788,-0.082881,2.4E-05
2.05,24.50635,29.698427,1.4E-05,0.799403,-0.090278,7.5E-06
2.1,26.466942,29.683962,0,0.786726,-0.097562,4.6E-06
2.15,28.42528,29.669754,1.4E-05,0.773398,-0.104704,6.8E-06
2.2,30.380915,29.655766,0,0.759157,-0.111713,7.6E-06
2.25,32.333706,29.641996,0,0.74401,-0.118576,7.6E-06
2.3,34.283737,29.628555,0,0.728013,-0.125287,7.1E-06
2.35,36.231121,29.615358,0,0.711208,-0.13184,6.7E-06
2.4,38.175964,29.602436,0,0.693626,-0.138234,6.7E-06
2.45,40.118263,29.589842,-1.4E-05,0.675264,-0.144452,6.3E-06
2.5,42.058189,29.577602,0,0.65617,-0.150489,6.2E-06
2.55,43.99575,29.565676,-2.7E-05,0.636353,-0.156351,5.9E-06
2.6,45.931015,29.554106,0,0.61584,-0.162018,5.8E-06
2.65,47.864162,29.542933,-1.4E-05,0.594658,-0.167491,5.5E-06
2.7,49.795166,29.532099,-1.4E-05,0.572839,-0.17276,5.4E-06
2.75,51.724136,29.521717,1.4E-05,0.550392,-0.177822,5.1E-06
2.8,53.651176,29.511677,-1.4E-05,0.527357,-0.18268,4.7E-06
2.85,55.576363,29.5021,2.7E-05,0.503757,-0.187317,4.7E-06
2.9,57.499771,29.492949,0,0.479619,-0.191733,4.3E-06
2.95,59.421528,29.484179,-1.4E-05,0.45497,-0.195924,4.2E-06
3,61.341682,29.475914,1.4E-05,0.429839,-0.19989,3.9E-06
3.05,63.260353,29.468086,1.4E-05,0.404251,-0.203621,3.8E-06
3.1,65.177628,29.460737,1.4E-05,0.378236,-0.207113,3.4E-06
3.15,67.09362,29.453852,0,0.351825,-0.210365,3.2E-06
3.2,69.008369,29.447405,-1.4E-05,0.325038,-0.213378,2.9E-06
3.25,70.922005,29.441477,-1.4E-05,0.297914,-0.216141,2.7E-06
3.3,72.834663,29.436039,-2.7E-05,0.270472,-0.218656,2.4E-06
3.35,74.746407,29.43108,-1.4E-05,0.242751,-0.220918,2.2E-06
3.4,76.65728,29.426628,0,0.214768,-0.222924,1.8E-06
3.45,78.567451,29.42268,0,0.186559,-0.224674,1.6E-06
3.5,80.477005,29.41925,1.4E-05,0.158151,-0.226168,1E-06
3.55,82.38604,29.416355,1.4E-05,0.129575,-0.227401,7.9E-07
3.6,84.29467,29.413963,1.4E-05,0.100858,-0.228374,3.3E-07
3.65,86.202957,29.412106,-1.4E-05,0.072032,-0.229093,-5.2E-08
3.7,88.110985,29.410877,-1.4E-05,0.043125,-0.229555,-2.9E-07
3.75,90.01886,29.410194,-1.4E-05,0.014179,-0.229761,-2.5E-07
3.8,91.926643,29.410152,-1.4E-05,-0.014785,-0.229709,-2E-07
3.85,93.834366,29.410753,-2.7E-05,-0.04373,-0.229399,-7.4E-09
3.9,95.742149,29.411983,-2.7E-05,-0.072633,-0.228831,1E-07
3.95,97.650017,29.413815,0,-0.101469,-0.228009,-1E-07
4,99.558083,29.416204,-1.4E-05,-0.130199,-0.226937,-4.5E-07
4.05,101.466454,29.419182,-2.7E-05,-0.158792,-0.225615,-9.9E-07
4.1,103.375282,29.422707,-1.4E-05,-0.187209,-0.224043,-1.4E-06
4.15,105.28466,29.426764,-2.7E-05,-0.215429,-0.222228,-1.8E-06
4.2,107.194687,29.431299,-2.7E-05,-0.243419,-0.220163,-2.3E-06
4.25,109.105499,29.436409,0,-0.271146,-0.21785,-2.6E-06
4.3,111.01712,29.441996,0,-0.298585,-0.215291,-2.9E-06
4.35,112.929733,29.448114,1.4E-05,-0.325705,-0.212491,-3.1E-06
4.4,114.843346,29.454727,0,-0.352483,-0.209451,-3.6E-06
4.45,116.758141,29.46183,0,-0.378886,-0.20617,-3.8E-06
4.5,118.674156,29.469481,0,-0.404889,-0.202652,-4E-06
4.55,120.591515,29.477568,0,-0.430456,-0.198906,-4.3E-06
4.6,122.510315,29.486145,0,-0.455568,-0.194928,-4.6E-06
4.65,124.430588,29.49519,0,-0.480195,-0.19073,-4.8E-06
