8.918999999999999773e+01,8.399999999999999689e-01,-7.500000000000000000e-01
8.989000000000000057e+01,8.399999999999999689e-01,-4.799999999999999822e-01
9.032999999999999829e+01,6.600000000000000311e-01,-4.000000000000000222e-01
9.032999999999999829e+01,5.699999999999999512e-01,-4.799999999999999822e-01
9.032999999999999829e+01,7.500000000000000000e-01,-4.000000000000000222e-01
8.998000000000000398e+01,9.200000000000000400e-01,-3.099999999999999978e-01
8.998000000000000398e+01,1.270000000000000018e+00,-2.200000000000000011e-01
9.006999999999999318e+01,1.360000000000000098e+00,-4.000000000000000083e-02
9.032999999999999829e+01,1.360000000000000098e+00,4.000000000000000222e-01
9.068000000000000682e+01,1.360000000000000098e+00,8.399999999999999689e-01
9.103000000000000114e+01,1.540000000000000036e+00,1.189999999999999947e+00
9.137999999999999545e+01,1.629999999999999893e+00,1.449999999999999956e+00
9.156000000000000227e+01,1.629999999999999893e+00,1.449999999999999956e+00
9.146999999999999886e+01,1.629999999999999893e+00,1.540000000000000036e+00
9.146999999999999886e+01,1.889999999999999902e+00,1.540000000000000036e+00
9.146999999999999886e+01,1.889999999999999902e+00,1.540000000000000036e+00
9.129999999999999716e+01,1.540000000000000036e+00,1.709999999999999964e+00
9.095000000000000284e+01,1.449999999999999956e+00,1.800000000000000044e+00
8.998000000000000398e+01,1.360000000000000098e+00,1.629999999999999893e+00
8.856999999999999318e+01,1.100000000000000089e+00,1.100000000000000089e+00
8.681000000000000227e+01,8.399999999999999689e-01,4.000000000000000222e-01
8.479000000000000625e+01,2.200000000000000011e-01,-6.600000000000000311e-01
8.242000000000000171e+01,-3.099999999999999978e-01,-1.800000000000000044e+00
7.968999999999999773e+01,-2.419999999999999929e+00,-2.330000000000000071e+00
7.284000000000000341e+01,-6.730000000000000426e+00,-1.979999999999999982e+00
7.098999999999999488e+01,-8.130000000000000782e+00,-1.889999999999999902e+00
6.948999999999999488e+01,-9.009999999999999787e+00,-1.889999999999999902e+00
6.800000000000000000e+01,-9.890000000000000568e+00,-1.540000000000000036e+00
6.668000000000000682e+01,-1.067999999999999972e+01,-1.189999999999999947e+00
6.535999999999999943e+01,-1.121000000000000085e+01,-8.399999999999999689e-01
6.421999999999999886e+01,-1.174000000000000021e+01,-4.799999999999999822e-01
6.325000000000000000e+01,-1.225999999999999979e+01,-3.099999999999999978e-01
6.254999999999999716e+01,-1.269999999999999929e+01,-1.300000000000000044e-01
6.210999999999999943e+01,-1.314000000000000057e+01,-4.000000000000000083e-02
6.185000000000000142e+01,-1.358000000000000007e+01,-4.000000000000000083e-02
6.185000000000000142e+01,-1.410999999999999943e+01,-4.000000000000000083e-02
6.185000000000000142e+01,-1.464000000000000057e+01,-4.000000000000000083e-02
6.185000000000000142e+01,-1.516000000000000014e+01,-2.200000000000000011e-01
6.185000000000000142e+01,-1.596000000000000085e+01,-7.500000000000000000e-01
6.192999999999999972e+01,-1.675000000000000000e+01,-1.629999999999999893e+00
6.210999999999999943e+01,-1.762999999999999901e+01,-2.859999999999999876e+00
6.299000000000000199e+01,-1.885999999999999943e+01,-4.259999999999999787e+00
6.431000000000000227e+01,-2.026000000000000156e+01,-5.849999999999999645e+00
6.598000000000000398e+01,-2.192999999999999972e+01,-7.599999999999999645e+00
6.729999999999999716e+01,-2.298999999999999844e+01,-9.009999999999999787e+00
6.826000000000000512e+01,-2.351999999999999957e+01,-9.710000000000000853e+00
6.870000000000000284e+01,-2.378000000000000114e+01,-1.007000000000000028e+01
6.914000000000000057e+01,-2.457000000000000028e+01,-1.094999999999999929e+01
6.931999999999999318e+01,-2.475000000000000000e+01,-1.130000000000000071e+01
6.931999999999999318e+01,-2.492000000000000171e+01,-1.147000000000000064e+01
6.931999999999999318e+01,-2.501000000000000156e+01,-1.147000000000000064e+01
6.931999999999999318e+01,-2.501000000000000156e+01,-1.147000000000000064e+01
6.923000000000000398e+01,-2.501000000000000156e+01,-1.147000000000000064e+01
6.914000000000000057e+01,-2.501000000000000156e+01,-1.147000000000000064e+01
6.862000000000000455e+01,-2.483999999999999986e+01,-1.147000000000000064e+01
6.790999999999999659e+01,-2.475000000000000000e+01,-1.147000000000000064e+01
6.695000000000000284e+01,-2.421999999999999886e+01,-1.147000000000000064e+01
6.606999999999999318e+01,-2.378000000000000114e+01,-1.138000000000000078e+01
6.518999999999999773e+01,-2.316000000000000014e+01,-1.130000000000000071e+01
6.431000000000000227e+01,-2.246000000000000085e+01,-1.130000000000000071e+01
6.342999999999999972e+01,-2.167000000000000171e+01,-1.121000000000000085e+01
6.246000000000000085e+01,-2.078999999999999915e+01,-1.121000000000000085e+01
6.149000000000000199e+01,-1.973999999999999844e+01,-1.121000000000000085e+01
6.043999999999999773e+01,-1.867999999999999972e+01,-1.121000000000000085e+01
6.035000000000000142e+01,-1.876999999999999957e+01,-1.121000000000000085e+01
6.053000000000000114e+01,-1.955999999999999872e+01,-1.121000000000000085e+01
6.140999999999999659e+01,-1.982000000000000028e+01,-1.121000000000000085e+01
6.202000000000000313e+01,-2.008999999999999986e+01,-1.130000000000000071e+01
6.220000000000000284e+01,-2.026000000000000156e+01,-1.130000000000000071e+01
6.220000000000000284e+01,-2.035000000000000142e+01,-1.121000000000000085e+01
6.289999999999999858e+01,-2.087999999999999901e+01,-1.121000000000000085e+01
6.325000000000000000e+01,-2.105000000000000071e+01,-1.121000000000000085e+01
6.360000000000000142e+01,-2.114000000000000057e+01,-1.121000000000000085e+01
6.396000000000000085e+01,-2.123000000000000043e+01,-1.121000000000000085e+01
6.431000000000000227e+01,-2.132000000000000028e+01,-1.121000000000000085e+01
6.465999999999999659e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.492000000000000171e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.526999999999999602e+01,-2.148999999999999844e+01,-1.121000000000000085e+01
6.562999999999999545e+01,-2.148999999999999844e+01,-1.121000000000000085e+01
6.598000000000000398e+01,-2.148999999999999844e+01,-1.121000000000000085e+01
6.623999999999999488e+01,-2.148999999999999844e+01,-1.121000000000000085e+01
6.651000000000000512e+01,-2.148999999999999844e+01,-1.121000000000000085e+01
6.676999999999999602e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.703000000000000114e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.720999999999999375e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.729999999999999716e+01,-2.141000000000000014e+01,-1.121000000000000085e+01
6.781999999999999318e+01,-2.157999999999999829e+01,-1.121000000000000085e+01
6.818000000000000682e+01,-2.185000000000000142e+01,-1.121000000000000085e+01
6.834999999999999432e+01,-2.201999999999999957e+01,-1.121000000000000085e+01
6.853000000000000114e+01,-2.201999999999999957e+01,-1.121000000000000085e+01
6.862000000000000455e+01,-2.210999999999999943e+01,-1.121000000000000085e+01
