1.17E-06,-8.61E-09,-9.81000042,0,0,0,4.07E-09,-3.15E-14,-9.81000042,0,0,0
-0.003865408,-0.07839226,-9.816293716,-0.041531511,0.00029377,2.03E-05,-0.013011436,-0.246103495,-9.479217529,-0.152947232,-0.010243566,-0.000372217
0.004082748,0.04786133,-9.815407753,-0.014727461,-5.95E-05,3.74E-05,0.002012574,0.154410392,-9.803060532,-0.019398075,-0.004029475,0.000329453
0.002087553,0.087836921,-9.802154541,-0.003517614,-5.95E-05,-2.41E-05,-0.004950611,0.356803894,-10.1048584,0.056188542,-0.001110111,-4.59E-05
0.001104432,0.064940497,-9.806731224,-0.000598235,-2.50E-05,-1.58E-05,-0.010811575,0.237225115,-9.971737862,0.101447567,-0.000225892,-0.000140887
0.000655331,0.052484106,-9.808678627,-6.16E-05,-1.07E-05,-2.56E-06,-0.011241598,0.145921797,-9.907369614,0.134764269,-6.85E-06,-0.000170625
0.000884196,0.048103064,-9.809882164,-0.000416059,2.50E-05,1.37E-05,-0.010809102,0.072807707,-9.882101059,0.156633884,2.45E-06,-0.000188532
0.000884199,0.048217501,-9.809882164,-0.000183741,2.50E-05,1.59E-05,-0.01097342,-0.008360161,-9.857607841,0.167292088,5.58E-05,-0.000191571
0.000884199,0.048217501,-9.809882164,0.000503277,-7.16E-06,-3.44E-07,-0.010967446,-0.090092435,-9.831906319,0.171056941,0.000166288,-0.000210034
0.000884199,0.048217498,-9.809882164,0.000345679,-6.84E-09,6.86E-07,-0.010203631,-0.173848718,-9.814112663,0.170999691,0.000151331,-0.000213738
0.000884199,0.048217501,-9.809882164,0.000329111,1.18E-06,3.19E-06,-0.010573633,-0.264401555,-9.805438995,0.171156213,0.000148728,-0.000207501
0.000884199,0.048217501,-9.809882164,0.000344114,-1.20E-06,2.77E-06,-0.01049651,-0.34734723,-9.802885056,0.171381965,0.000156241,-0.000208469
0.000884199,0.048217498,-9.809882164,0.000354964,-7.57E-09,9.24E-07,-0.010417866,-0.431237012,-9.800314903,0.171615466,0.000158709,-0.000208269
0.000884199,0.048217501,-9.809882164,0.0003595,-1.19E-08,2.83E-06,-0.010334697,-0.515032649,-9.795619011,0.171863317,0.000160451,-0.000206572
0.000884199,0.048217498,-9.809882164,0.0003698,-1.20E-06,1.27E-06,-0.010250918,-0.599274099,-9.79147625,0.172129422,0.000162586,-0.000205778
0.000884199,0.048217498,-9.809882164,0.000371635,2.37E-06,2.31E-06,-0.010622131,-0.683588147,-9.785491943,0.172407493,0.000164099,-0.000203328
0.000884199,0.048217501,-9.809882164,0.000377428,-8.59E-09,1.22E-06,-0.009619192,-0.767570019,-9.779492378,0.172694355,0.000166099,-0.000204178
0.000884199,0.048217498,-9.809882164,0.000381442,-1.20E-06,1.64E-06,-0.009987694,-0.851714194,-9.772562981,0.173005044,0.000166334,-0.000203457
0.000884199,0.048217498,-9.809882164,0.000391333,-1.19E-08,2.47E-06,-0.009896734,-0.936609805,-9.764791489,0.173333675,0.00016663,-0.000201533
0.000884288,0.052221581,-9.809595108,0.000398457,-8.59E-09,1.23E-06,-0.009805044,-1.020803809,-9.756079674,0.173675194,0.000167857,-0.000199955
0.000887629,0.042654097,-9.810251236,0.000403905,-4.78E-06,4.18E-06,-0.009712568,-1.105605483,-9.747063637,0.174029544,0.000170591,-0.000198623
0.000887722,0.046810403,-9.80988884,0.00040887,1.18E-06,1.02E-06,-0.009618244,-1.189819694,-9.736950874,0.174406618,0.000171388,-0.000199711
0.000887722,0.046810403,-9.80988884,0.000414485,-7.13E-09,3.87E-07,-0.009751329,-1.275030375,-9.726354599,0.174790204,0.000171393,-0.000199686
0.000887722,0.046810407,-9.80988884,0.00042039,-8.29E-09,9.27E-07,-0.009196705,-1.359831572,-9.714858055,0.175194457,0.000175081,-0.000198742
0.000887722,0.046810407,-9.80988884,0.000425595,1.19E-06,1.72E-08,-0.009326805,-1.444812179,-9.70235157,0.175617874,0.000175812,-0.000195926
0.000887722,0.046810407,-9.80988884,0.000429815,-4.78E-06,1.92E-06,-0.009226906,-1.529618502,-9.689381599,0.176042676,0.000177862,-0.000197107
0.00088779,0.051346295,-9.809123039,0.000438327,-8.73E-09,9.70E-07,-0.009125608,-1.614841342,-9.675776482,0.176505521,0.000174793,-0.000193489
0.000884132,0.040813111,-9.810661316,0.000443858,-7.28E-09,1.83E-07,-0.009023856,-1.700102448,-9.661120415,0.176969454,0.000178369,-0.000194216
0.000884205,0.045425389,-9.809895515,0.000452809,-3.58E-06,4.22E-07,-0.008921074,-1.785379529,-9.645492554,0.177458644,0.000179367,-0.000195
0.000884204,0.045387238,-9.809895515,0.000460846,-8.44E-09,6.73E-07,-0.008816992,-1.870663166,-9.629588127,0.177959502,0.000180724,-0.000192073
0.000884204,0.045387238,-9.809895515,0.000463985,-2.39E-06,-8.37E-07,-0.008940189,-1.956090689,-9.612365723,0.178469583,0.000179425,-0.000190355
0.000884204,0.045387238,-9.809895515,0.000468009,-8.88E-09,6.26E-07,-0.008376689,-2.041992903,-9.594717979,0.179002151,0.000180138,-0.000192154
0.000884284,0.049961824,-9.809226036,0.000472878,-1.20E-06,5.96E-07,-0.008498978,-2.127257347,-9.575901031,0.17954655,0.000180432,-0.000189694
0.00088118,0.039436437,-9.81056881,0.00047898,-1.20E-06,-1.24E-06,-0.008391685,-2.213284731,-9.55642128,0.180110291,0.000183589,-0.000188929
0.000881263,0.044087391,-9.809901237,0.000489083,-1.20E-06,6.34E-07,-0.008512175,-2.298855543,-9.536198616,0.18069607,0.000185546,-0.000188469
0.000881262,0.044049241,-9.809902191,0.000496377,-4.78E-06,1.28E-07,-0.007943928,-2.384702921,-9.515053749,0.181292862,0.000185437,-0.000184276
0.000881262,0.044049241,-9.809902191,0.000501071,-9.17E-09,7.07E-07,-0.008061937,-2.470821142,-9.493094444,0.18190442,0.000187993,-0.000187212
0.000881345,0.048395466,-9.809329033,0.000509619,-3.58E-06,-3.95E-07,-0.007949619,-2.556804419,-9.470297813,0.182531953,0.000190226,-0.000185283
0.000877068,0.038506947,-9.81047821,0.000515627,-2.39E-06,-1.41E-07,-0.008064386,-2.643104076,-9.446575165,0.183178529,0.000191059,-0.000183762
0.000877152,0.042853232,-9.809907913,0.000522294,-5.68E-09,-9.27E-07,-0.007491685,-2.729391098,-9.422046661,0.183846295,0.000193285,-0.000184549
